"","model","target","theta","lambda","rmse"
"1",1,1,8,0.5,0.370134370203035
"2",1,2,6,0.1,0.239135349633722
"3",1,3,2,0.01,0.304473491786916
"4",1,4,6,0.1,0.1892105891023
"5",1,5,8,0.5,0.214307648583164
"6",2,1,6,0.2,0.266527126758723
"7",2,2,8,0.2,0.167156882172171
"8",2,3,2,0.05,0.182235606510346
"9",2,4,8,0.05,0.203936298817994
"10",2,5,8,0.1,0.278900120159416
"11",3,1,2,0.1,0.43162965428484
"12",3,2,8,0.2,0.257143671253577
"13",3,3,6,0.2,0.385331185576814
"14",3,4,8,0.1,0.170061007864347
"15",3,5,4,0.1,0.280714285637785
"16",4,1,3,0.01,0.15931374214639
"17",4,2,8,0.2,0.245534204754053
"18",4,3,0,0,0.254650423165961
"19",4,4,8,0.2,0.207930925936324
"20",4,5,6,0.1,0.196583573513376
"21",5,1,1,0.01,0.202794865482948
"22",5,2,8,0.2,0.171184690359183
"23",5,3,8,0,0.193176546595969
"24",5,4,8,0.2,0.153135772123759
"25",5,5,8,0.2,0.15582866864002
"26",6,1,8,2,0.343489893269518
"27",6,2,1,0.01,0.344918809236738
"28",6,3,6,0.2,0.272899960802036
"29",6,4,4,0.05,0.176230228475488
"30",6,5,4,0.2,0.227309693865359
"31",7,1,8,0.2,0.215311451834955
"32",7,2,8,0.2,0.194550806532811
"33",7,3,4,0.05,0.312267839681395
"34",7,4,8,0.1,0.162309542724407
"35",7,5,8,0.1,0.181998065240993
"36",8,1,8,0.5,0.277603732959087
"37",8,2,2,0.01,0.267555696661104
"38",8,3,8,0.2,0.264975814401798
"39",8,4,8,0.2,0.174062027482302
"40",8,5,6,0.2,0.199517541761189
"41",9,1,8,0.1,0.227943890454218
"42",9,2,8,0.1,0.145978088346149
"43",9,3,8,0.05,0.158059255614974
"44",9,4,6,0.2,0.158145848114712
"45",9,5,8,0.05,0.148659337871335
"46",10,1,1,0.05,0.355647069287012
"47",10,2,8,0.1,0.166416564797788
"48",10,3,8,0.1,0.172276257780051
"49",10,4,8,0.05,0.139281504700929
"50",10,5,8,0.05,0.133617874113646
"51",11,1,8,0.5,0.208759676982787
"52",11,2,8,0.1,0.206324515264927
"53",11,3,8,0.2,0.227653259175855
"54",11,4,8,0.1,0.135966402830873
"55",11,5,8,0.2,0.181144913651511
"56",12,1,6,0.5,0.315337853784707
"57",12,2,8,0.2,0.291371185625411
"58",12,3,8,0.5,0.363600969196781
"59",12,4,8,0.1,0.16256670444894
"60",12,5,6,0.1,0.216172765561586
"61",13,1,8,1,0.204107128853981
"62",13,2,8,0.1,0.25256808407396
"63",13,3,8,0.5,0.241769760531821
"64",13,4,8,0.1,0.161533813880964
"65",13,5,8,0.1,0.180986899544756
"66",14,1,8,0.5,0.216006516704775
"67",14,2,8,0.1,0.195483546241481
"68",14,3,2,0.01,0.171715892604742
"69",14,4,8,0.05,0.170130270083417
"70",14,5,8,0.5,0.212738774991622
"71",15,1,0,0,0.180874114699713
"72",15,2,8,0.5,0.322338413728948
