"","model","target","theta","lambda","rmse"
"1",1,1,8,0.2,0.380120079010689
"2",1,2,4,0.05,0.240341159990696
"3",1,3,2,0,0.304978894272904
"4",1,4,6,0.1,0.184772445449268
"5",1,5,8,0.5,0.214697769847489
"6",2,1,6,0.1,0.265656670916254
"7",2,2,8,0.1,0.168796024158307
"8",2,3,2,0.05,0.185244754595578
"9",2,4,8,0.05,0.20375082211072
"10",2,5,8,0.05,0.280846194108283
"11",3,1,8,1,0.433857171989395
"12",3,2,6,0.1,0.257085291486843
"13",3,3,8,0.2,0.386663935490478
"14",3,4,8,0.05,0.173138432674427
"15",3,5,4,0.05,0.279751241559119
"16",4,1,3,0.01,0.159204568144769
"17",4,2,8,0.05,0.251530398803637
"18",4,3,0,0,0.254650423165961
"19",4,4,8,0.2,0.209353338695533
"20",4,5,6,0.1,0.196945750397842
"21",5,1,0.5,0.01,0.202112650218469
"22",5,2,8,0.2,0.177940800804876
"23",5,3,8,0,0.193176546595969
"24",5,4,8,0.1,0.154874448727072
"25",5,5,8,0.1,0.156183767295358
"26",6,1,8,2,0.347468815384358
"27",6,2,1,0.01,0.344490609652799
"28",6,3,8,0.1,0.27748675804997
"29",6,4,4,0,0.177186604324379
"30",6,5,4,0.1,0.228629870444749
"31",7,1,4,0.01,0.219807742575242
"32",7,2,8,0.2,0.198816268808643
"33",7,3,4,0.05,0.313231679752539
"34",7,4,8,0.1,0.16465135100729
"35",7,5,8,0.05,0.185065668601199
"36",8,1,8,0.2,0.280213491830686
"37",8,2,2,0.01,0.26732359722531
"38",8,3,8,0.1,0.272816008013327
"39",8,4,8,0.1,0.171450449441478
"40",8,5,6,0.1,0.199153383365532
"41",9,1,8,0.05,0.229322656787256
"42",9,2,4,0.01,0.148051855530493
"43",9,3,8,0.01,0.158620247596709
"44",9,4,6,0.1,0.159542745213094
"45",9,5,8,0.05,0.15011394569152
"46",10,1,0.5,0.01,0.354721402891916
"47",10,2,8,0.05,0.168990608836101
"48",10,3,8,0.05,0.171703506469382
"49",10,4,8,0.01,0.140306537867631
"50",10,5,8,0.05,0.13370577375829
"51",11,1,8,0.2,0.212618987245096
"52",11,2,8,0.1,0.208027988729458
"53",11,3,8,0.05,0.23391996796295
"54",11,4,8,0.05,0.137752990757988
