"","model","target","theta","lambda","rmse"
"1",1,1,8,0.2,0.385384901535333
"2",1,2,4,0.05,0.242872755565148
"3",1,3,2,0,0.304978894272904
"4",1,4,8,0.1,0.184501804208453
"5",1,5,4,0.05,0.218213938188059
"6",2,1,6,0.05,0.268276695889231
"7",2,2,8,0.05,0.17251008637452
"8",2,3,0.5,0.01,0.187245162251072
"9",2,4,8,0.01,0.204125300101029
"10",2,5,3,0.05,0.282542302963409
"11",3,1,8,0.5,0.430684925091949
"12",3,2,8,0.1,0.256379620955669
"13",3,3,4,0.05,0.389553677053972
"14",3,4,8,0.01,0.174446385628787
"15",3,5,4,0.05,0.27969282331312
"16",4,1,3,0.01,0.158928845037289
"17",4,2,8,0.01,0.253598075732517
"18",4,3,0,0,0.254650423165961
"19",4,4,8,0.2,0.211791669318135
"20",4,5,6,0.05,0.198582441729696
"21",5,1,0.5,0.01,0.201671373960496
"22",5,2,8,0.1,0.178914414634886
"23",5,3,8,0,0.193176546595969
"24",5,4,8,0.1,0.157737566750897
"25",5,5,8,0.05,0.156547840668696
"26",6,1,8,1,0.347091483515719
"27",6,2,1,0.01,0.34352921898965
"28",6,3,8,0.05,0.280426893074767
"29",6,4,4,0,0.177186604324379
"30",6,5,8,0.2,0.22975707360849
"31",7,1,4,0,0.21984361360672
"32",7,2,2,0.01,0.200232751377759
"33",7,3,4,0.05,0.313943282578581
"34",7,4,8,0.05,0.165826009823391
"35",7,5,8,0.01,0.186494097570667
"36",8,1,8,0.2,0.280160298941396
"37",8,2,2,0.01,0.266902024412596
"38",8,3,8,0.1,0.27606768018793
"39",8,4,8,0.1,0.173455454464675
"40",8,5,6,0.05,0.200483723545047
"41",9,1,8,0.05,0.230208940895519
"42",9,2,4,0,0.148774898563731
"43",9,3,8,0.01,0.158670519080116
"44",9,4,4,0,0.162340151515612
"45",9,5,8,0,0.150715888899512
"46",10,1,0.5,0.01,0.354467263956115
"47",10,2,8,0.01,0.170885916547334
"48",10,3,8,0.05,0.171858920010427
"49",10,4,8,0,0.141005687831768
"50",10,5,8,0.05,0.132728501227898
"51",11,1,8,0.2,0.215937160698864
"52",11,2,8,0.05,0.209456617853007
"53",11,3,3,0,0.23415467178943
"54",11,4,8,0.05,0.138093808376452
"55",11,5,8,0.1,0.185260476308794
"56",12,1,4,0.1,0.321202091857697
"57",12,2,6,0.05,0.301312002146242
"58",12,3,8,2,0.374281326757961
"59",12,4,8,0.05,0.170188358666837
"60",12,5,3,0.01,0.21907521518208
"61",13,1,8,1,0.206101459801835
"62",13,2,6,0,0.258022656501834
"63",13,3,3,0.05,0.245163696705068
"64",13,4,8,0.05,0.165482734592004
"65",13,5,8,0.05,0.180659616917898
"66",14,1,8,0.2,0.217062854966015
"67",14,2,6,0.01,0.199874576449132
"68",14,3,2,0.01,0.171455598676248
"69",14,4,8,0.01,0.1711735239783
"70",14,5,8,0.1,0.210228355607673
"71",15,1,0,0,0.180874114699713
"72",15,2,8,0.2,0.325924421163433
"73",15,3,8,0.05,0.245787398550445
"74",15,4,4,0.05,0.256190206240347
"75",15,5,8,0.1,0.193975462182465
"76",16,1,8,0.01,0.185361929150657
"77",16,2,4,0.05,0.286857684710385
"78",16,3,2,0.01,0.19498789916718
"79",16,4,3,0.01,0.209615622877422
"80",16,5,8,0.05,0.184171944534411
"81",17,1,8,0.2,0.240742940802741
"82",17,2,8,0.2,0.233955952266872
"83",17,3,4,0.01,0.209080889949043
"84",17,4,8,0.2,0.22344249111246
"85",17,5,6,0.05,0.180558504405224
"86",18,1,8,0.2,0.294687871648597
"87",18,2,8,0.05,0.294606133937628
"88",18,3,8,0.05,0.206035064959287
"89",18,4,8,0.05,0.168643837353026
"90",18,5,8,0.1,0.214124156861251
"91",19,1,8,0.2,0.290908571327142
"92",19,2,8,0.1,0.216121549830776
"93",19,3,8,0.2,0.217515972285398
"94",19,4,8,0.1,0.168340050004262
"95",19,5,8,0.05,0.180204720348912
"96",20,1,8,0.2,0.386173543033944
"97",20,2,6,0.05,0.23736512241502
"98",20,3,6,0.01,0.179198275388199
"99",20,4,6,0.05,0.159296913850543
"100",20,5,8,0.1,0.163719053016651
"101",21,1,0,0.01,0.569422665783005
"102",21,2,6,0.1,0.235972548058126
"103",21,3,6,0.1,0.276366981240562
"104",21,4,8,0.1,0.171212297223765
"105",21,5,3,0.05,0.252676180058276
"106",22,1,8,0.2,0.412360091040787
"107",22,2,0.5,0.01,0.39741972590344
"108",22,3,2,0,0.1812127858648
"109",22,4,6,0.01,0.189497858236387
"110",22,5,8,0.05,0.158638528421357
"111",23,1,8,0.1,0.155482758414998
"112",23,2,4,0,0.247569929369151
"113",23,3,1,0.01,0.286296863319983
"114",23,4,8,0.05,0.16139726043535
"115",23,5,8,0.05,0.160053972667468
"116",24,1,0.5,0,0.175836825170812
"117",24,2,8,0.01,0.105323727280727
"118",24,3,8,0.01,0.175437424833463
"119",24,4,8,0.05,0.159020518218839
"120",24,5,6,0.05,0.18564286742421
"121",25,1,1,0.01,0.213091608792937
"122",25,2,8,0.05,0.275134987658935
"123",25,3,4,0.05,0.25989629322642
"124",25,4,8,0.05,0.207729733631112
"125",25,5,8,0,0.166753742278325
"126",26,1,8,0.1,0.286220188330931
"127",26,2,3,0.01,0.168694068451513
"128",26,3,8,0.01,0.193145095144319
"129",26,4,8,0.1,0.161017729387426
"130",26,5,8,0.1,0.196727026960785
"131",27,1,2,0.05,0.338133949668012
"132",27,2,0.5,0.01,0.20525118998103
"133",27,3,8,0.1,0.233991795688183
"134",27,4,8,0,0.169596265561109
"135",27,5,8,0.05,0.149593061336322
"136",28,1,8,0.05,0.207995809069103
"137",28,2,0.1,0,0.142637480954664
"138",28,3,8,0.05,0.185280955266668
"139",28,4,0.5,0.01,0.438619970211938
"140",28,5,2,0.05,0.234456511180718
"141",29,1,8,0.5,0.315487063910601
"142",29,2,8,0.05,0.259634203753555
"143",29,3,8,0.2,0.351900384047212
"144",29,4,8,0.1,0.161889587964345
"145",29,5,6,0.05,0.200157461025304
"146",30,1,8,1,0.542488365777252
"147",30,2,2,0.05,0.339294296631583
"148",30,3,4,0.05,0.342192121676572
"149",30,4,8,0.05,0.186026573041425
"150",30,5,3,0.01,0.201514793846634
"151",31,1,8,0.2,0.235983479021403
"152",31,2,8,0.2,0.295876445899011
"153",31,3,6,0.05,0.235270588722727
"154",31,4,6,0.01,0.189340033345656
"155",31,5,8,0,0.207061471917176
"156",32,1,8,1,0.372457235644968
"157",32,2,3,0.01,0.247748081574961
"158",32,3,8,0.1,0.195194081007468
"159",32,4,8,0.1,0.177875378891327
"160",32,5,8,0.1,0.191278112440191
"161",33,1,8,1,0.22981581408292
"162",33,2,1,0,0.299550579913008
"163",33,3,8,0.01,0.165445716959094
"164",33,4,8,0.1,0.223912323875998
"165",33,5,8,0.05,0.168362259800192
"166",34,1,8,0.01,0.187196408974646
"167",34,2,8,0.01,0.180812740250923
"168",34,3,8,0.05,0.146852457253686
"169",34,4,8,0.2,0.179682435302626
"170",34,5,0.5,0.05,0.382545637393376
"171",35,1,8,0.2,0.173922212405506
"172",35,2,8,0.2,0.199590793454444
"173",35,3,2,0.05,0.260932212743639
"174",35,4,8,0.05,0.158850259380261
"175",35,5,2,0.01,0.193968035487731
"176",36,1,8,0.2,0.20219978807853
"177",36,2,8,0.05,0.214187312416815
"178",36,3,8,0.1,0.364071675137937
"179",36,4,8,0.05,0.146936982566495
"180",36,5,8,0.05,0.170449594368785
"181",37,1,8,0.1,0.245457753181239
"182",37,2,8,0.1,0.170258343521205
"183",37,3,0.5,0.01,0.267297346334932
"184",37,4,8,0.05,0.176886270078872
"185",37,5,3,0.05,0.240724418627059
"186",38,1,8,0.5,0.242758385753385
"187",38,2,8,0.2,0.238992952529762
"188",38,3,0,0,0.28210705303019
"189",38,4,8,0.1,0.166130281787164
"190",38,5,8,0.1,0.184480801797329
"191",39,1,8,0.5,0.311371109492203
"192",39,2,8,2,0.31597426645933
"193",39,3,8,0.1,0.272490194667819
"194",39,4,4,0.01,0.198011848829141
"195",39,5,8,0.05,0.156010919502105
"196",40,1,3,0.05,0.348241565038023
"197",40,2,8,0.1,0.167451036167996
"198",40,3,4,0,0.182049882865855
"199",40,4,8,0.05,0.196941666912221
"200",40,5,6,0.05,0.178125840386609
"201",41,1,8,0.2,0.274868509838733
"202",41,2,8,0.1,0.229937414076014
"203",41,3,4,0.05,0.222834212960814
"204",41,4,8,0.05,0.144775639756987
"205",41,5,8,0.1,0.18127836304648
"206",42,1,8,2,0.441673611037564
"207",42,2,1,0.01,0.257585234525898
"208",42,3,0,0,0.332354154928191
"209",42,4,8,0.1,0.14108902496902
"210",42,5,3,0.01,0.167348173355321
"211",43,1,8,0.5,0.314551021970522
"212",43,2,3,0.01,0.23046038136575
"213",43,3,4,0.01,0.215131728341448
"214",43,4,8,0.2,0.188210743694314
"215",43,5,8,0.01,0.140718605147334
"216",44,1,8,0.05,0.137298498064201
"217",44,2,4,0.05,0.206984886182335
"218",44,3,4,0,0.186782742809099
"219",44,4,8,0.05,0.156805932816636
"220",44,5,8,0.05,0.149879829679815
"221",45,1,4,0.1,0.246801942277058
"222",45,2,8,0.05,0.22049717695669
"223",45,3,1,0.01,0.253232708837403
"224",45,4,8,0.2,0.183018732005702
"225",45,5,6,0.05,0.155397761776735
"226",46,1,0.1,0.01,0.258250225490369
"227",46,2,8,0.1,0.257243930862137
"228",46,3,4,0.05,0.203639630333284
"229",46,4,4,0.05,0.191510534488972
"230",46,5,8,0.05,0.16162095134214
"231",47,1,8,0.2,0.326952716362882
"232",47,2,8,0.05,0.281888745197244
"233",47,3,2,0,0.258332426217396
"234",47,4,4,0.05,0.175167931380759
"235",47,5,6,0.05,0.211128780609485
"236",48,1,8,0.2,0.148426250215976
"237",48,2,8,0.05,0.200975355633676
"238",48,3,8,0.05,0.23833200423833
"239",48,4,8,0.05,0.168687484605848
"240",48,5,8,0.05,0.187678952811895
"241",49,1,8,0.05,0.123899127192957
"242",49,2,8,0.05,0.189673439872143
"243",49,3,8,0.05,0.176163182300404
"244",49,4,8,0.1,0.186765948327885
"245",49,5,8,0.05,0.217395949044317
"246",50,1,8,0.1,0.320956613756073
"247",50,2,6,0.05,0.225771678140185
"248",50,3,0.1,0.01,0.238832515390937
"249",50,4,8,0.1,0.155520165657837
"250",50,5,2,0.01,0.184403642705888
