"","model","target","theta","lambda","rmse"
"1",1,1,8,0.2,0.382430298250975
"2",1,2,4,0.05,0.241285242453452
"3",1,3,2,0,0.304978894272904
"4",1,4,8,0.1,0.183979898813728
"5",1,5,4,0.05,0.216834319975603
"6",2,1,6,0.1,0.267303688525831
"7",2,2,8,0.1,0.170475868392324
"8",2,3,0.5,0.01,0.186617735855752
"9",2,4,8,0.01,0.204011428551487
"10",2,5,3,0.1,0.282227269362441
"11",3,1,8,0.5,0.432709476674669
"12",3,2,8,0.1,0.255950705582282
"13",3,3,8,0.2,0.388777244230567
"14",3,4,8,0.01,0.174758338779603
"15",3,5,4,0.05,0.279504707902817
"16",4,1,3,0.01,0.159026036866488
"17",4,2,8,0.01,0.253170617386014
"18",4,3,0,0,0.254650423165961
"19",4,4,8,0.2,0.210039360605059
"20",4,5,6,0.05,0.198351759528031
"21",5,1,0.5,0.01,0.201803760523205
"22",5,2,8,0.1,0.177784675288951
"23",5,3,8,0,0.193176546595969
"24",5,4,8,0.1,0.156884835889972
"25",5,5,8,0.05,0.156637567919829
"26",6,1,8,1,0.347390775126331
"27",6,2,1,0.01,0.344030908829642
"28",6,3,8,0.1,0.279566499428914
"29",6,4,4,0,0.177186604324379
"30",6,5,3,0.05,0.229840761137086
"31",7,1,4,0,0.21984361360672
"32",7,2,2,0.01,0.200103862973966
"33",7,3,4,0.05,0.313531106560572
"34",7,4,8,0.1,0.165025003221641
"35",7,5,8,0.01,0.186369485852521
"36",8,1,8,0.2,0.28029573277621
"37",8,2,2,0.01,0.267140809313573
"38",8,3,8,0.1,0.27512787990118
"39",8,4,8,0.1,0.17217030913135
"40",8,5,6,0.1,0.200238327468042
"41",9,1,8,0.05,0.229641724385285
"42",9,2,4,0.01,0.148596171805234
"43",9,3,8,0.01,0.158699846427622
"44",9,4,6,0.1,0.161451470569652
"45",9,5,8,0,0.150715888899512
"46",10,1,0.5,0.01,0.354443052275755
"47",10,2,8,0.05,0.170379323921418
"48",10,3,8,0.05,0.171472874454283
"49",10,4,8,0.01,0.140789643844822
"50",10,5,8,0.05,0.13301576753228
"51",11,1,8,0.2,0.214882592615794
"52",11,2,8,0.1,0.209039674219526
"53",11,3,3,0,0.23415467178943
"54",11,4,8,0.05,0.137700187842208
"55",11,5,8,0.1,0.183430533896309
"56",12,1,4,0.1,0.319118374976578
"57",12,2,8,0.1,0.300042610187581
"58",12,3,8,2,0.374281326757961
"59",12,4,8,0.05,0.168443114798864
"60",12,5,3,0.01,0.219096437329589
"61",13,1,8,1,0.206101459801835
"62",13,2,8,0.05,0.256457395490623
"63",13,3,2,0.05,0.243915303918949
"64",13,4,8,0.1,0.164344125359283
"65",13,5,8,0.05,0.180339133541002
"66",14,1,8,0.2,0.217067214856379
"67",14,2,8,0.05,0.198341090751472
"68",14,3,2,0.01,0.171538871628011
"69",14,4,8,0.01,0.170914452114236
"70",14,5,8,0.2,0.210762033307523
"71",15,1,0,0,0.180874114699713
"72",15,2,8,0.2,0.326063820353399
"73",15,3,8,0.1,0.243766709610704
"74",15,4,4,0.05,0.255567030214582
"75",15,5,8,0.1,0.194003793664067
"76",16,1,8,0.05,0.184498103457337
"77",16,2,4,0.05,0.286536453233774
"78",16,3,4,0.05,0.194846355936281
"79",16,4,4,0.05,0.209352206224221
"80",16,5,8,0.05,0.182860302640918
"81",17,1,8,0.2,0.241306682571767
"82",17,2,8,0.2,0.235252195612823
"83",17,3,4,0.01,0.209010869788207
"84",17,4,8,0.2,0.223342693689007
"85",17,5,6,0.05,0.180020714628597
"86",18,1,8,0.2,0.296262112161188
"87",18,2,8,0.05,0.292750321018439
"88",18,3,8,0.05,0.204805226420565
"89",18,4,8,0.05,0.168297940070511
"90",18,5,8,0.1,0.213417009885638
"91",19,1,8,0.2,0.288147579184715
"92",19,2,8,0.2,0.213187405617779
"93",19,3,8,0.2,0.215837740506321
"94",19,4,8,0.1,0.167600719015564
"95",19,5,8,0.1,0.178600518857939
"96",20,1,8,0.2,0.385908861299219
"97",20,2,6,0.05,0.236301946938929
"98",20,3,8,0.05,0.178078217887511
"99",20,4,6,0.05,0.158463415836033
"100",20,5,8,0.1,0.163775876212939
"101",21,1,0,0.05,0.568860426272852
"102",21,2,6,0.1,0.235636685177467
"103",21,3,6,0.1,0.278604579112513
"104",21,4,8,0.1,0.169991992460083
"105",21,5,3,0.05,0.252034164024619
"106",22,1,8,0.2,0.410360705708727
"107",22,2,0.1,0.01,0.397139626271036
"108",22,3,2,0.01,0.18100967856807
"109",22,4,6,0.05,0.189087565145455
"110",22,5,8,0.05,0.158581631551475
"111",23,1,8,0.1,0.155414912934969
"112",23,2,4,0,0.247569929369151
"113",23,3,0.5,0.01,0.286416759941999
"114",23,4,8,0.05,0.159773486780789
"115",23,5,8,0.05,0.160129313744877
"116",24,1,0.5,0,0.175836825170812
"117",24,2,8,0.05,0.104664670265139
"118",24,3,8,0.01,0.1753112762364
"119",24,4,8,0.05,0.157917933983084
"120",24,5,6,0.05,0.184211450916081
"121",25,1,1,0.01,0.212766994411787
"122",25,2,8,0.1,0.274218592460885
"123",25,3,3,0.05,0.259101410554512
"124",25,4,8,0.05,0.206349183732341
"125",25,5,8,0,0.166753742278325
"126",26,1,8,0.2,0.283520478062388
"127",26,2,3,0.01,0.168418230076945
"128",26,3,8,0.01,0.193528349126722
"129",26,4,8,0.1,0.16107399652625
"130",26,5,8,0.1,0.19658982040006
"131",27,1,2,0.05,0.338587383442073
"132",27,2,0.5,0.01,0.205239416995887
"133",27,3,8,0.2,0.230641485072779
"134",27,4,8,0,0.169596265561109
"135",27,5,8,0.05,0.150340307062753
"136",28,1,8,0.05,0.20724082534724
"137",28,2,0.1,0,0.142637480954664
"138",28,3,8,0.05,0.1824292265112
"139",28,4,0.1,0.01,0.438251378629613
"140",28,5,2,0.05,0.233597065710647
"141",29,1,8,0.5,0.316509418540067
"142",29,2,8,0.05,0.259083605154119
"143",29,3,8,0.2,0.350685488297622
"144",29,4,8,0.1,0.16052028596049
"145",29,5,6,0.05,0.199175686395069
"146",30,1,8,1,0.5402922908836
"147",30,2,2,0.05,0.338335327692738
"148",30,3,4,0.05,0.342538508006526
"149",30,4,8,0.05,0.185754048360948
"150",30,5,3,0.01,0.201377190218399
"151",31,1,8,0.2,0.23616681773059
"152",31,2,8,0.5,0.295673258819184
"153",31,3,6,0.05,0.234758225704744
"154",31,4,8,0.05,0.187292061686836
"155",31,5,8,0.05,0.206138063334583
"156",32,1,8,1,0.372457235644968
"157",32,2,3,0.01,0.247579149940101
"158",32,3,8,0.2,0.1944096060671
"159",32,4,8,0.1,0.177450174261881
"160",32,5,8,0.1,0.191836797280172
"161",33,1,8,0.5,0.229618430437811
"162",33,2,1,0,0.299550579913008
"163",33,3,8,0.01,0.165611367870981
"164",33,4,8,0.1,0.224065068567383
"165",33,5,8,0.05,0.166787342667931
"166",34,1,8,0.05,0.187281563240928
"167",34,2,8,0.05,0.180562536949217
"168",34,3,8,0.05,0.147195329156956
"169",34,4,8,0.2,0.179740317317482
"170",34,5,0,0.05,0.382923595675617
"171",35,1,8,0.2,0.173179742421031
"172",35,2,8,0.2,0.199877761394212
"173",35,3,2,0.05,0.261248456239551
"174",35,4,8,0.1,0.158287773774266
"175",35,5,2,0.01,0.1942954184728
"176",36,1,8,0.2,0.201514889684785
"177",36,2,8,0.05,0.213483764195826
"178",36,3,8,0.2,0.363124940125266
"179",36,4,8,0.05,0.145895288667915
"180",36,5,8,0.1,0.169810186243656
"181",37,1,8,0.1,0.245194918602033
"182",37,2,8,0.1,0.169948561743954
"183",37,3,0.5,0.01,0.267373508511864
"184",37,4,8,0.05,0.1763838073959
"185",37,5,3,0.05,0.239986893704418
"186",38,1,8,0.5,0.241152471383221
"187",38,2,8,0.2,0.236488013154526
"188",38,3,0,0,0.28210705303019
"189",38,4,8,0.1,0.165443595092145
"190",38,5,8,0.1,0.182878280584778
"191",39,1,8,0.5,0.312707307333722
"192",39,2,8,2,0.31597426645933
"193",39,3,8,0.1,0.274478516064795
"194",39,4,6,0.05,0.197667372993948
"195",39,5,8,0.1,0.154045299745846
"196",40,1,2,0.05,0.347977021355159
"197",40,2,8,0.1,0.1655180360464
"198",40,3,4,0.01,0.181799306902491
"199",40,4,8,0.05,0.196533957935933
"200",40,5,6,0.05,0.177287502750158
"201",41,1,8,0.5,0.273888858169699
"202",41,2,8,0.1,0.229850257062022
"203",41,3,8,0.1,0.221101655201967
"204",41,4,8,0.05,0.144022708267612
"205",41,5,8,0.05,0.180014060246415
"206",42,1,8,2,0.441673611037564
"207",42,2,8,0.5,0.253943369476975
"208",42,3,0,0,0.332354154928191
"209",42,4,8,0.1,0.141378633494669
"210",42,5,3,0.01,0.167516260404736
"211",43,1,8,2,0.31488833471065
"212",43,2,3,0.01,0.230287494713098
"213",43,3,4,0.01,0.215336662049878
"214",43,4,8,0.2,0.187875398029513
"215",43,5,8,0.01,0.140544010355494
"216",44,1,8,0.05,0.136412137768017
"217",44,2,4,0.05,0.207019983740179
"218",44,3,4,0,0.186782742809099
"219",44,4,8,0.05,0.155868694607602
"220",44,5,8,0.05,0.149525848158506
"221",45,1,4,0.1,0.246917766540975
"222",45,2,8,0.1,0.219941618335044
"223",45,3,1,0.01,0.253382093542948
"224",45,4,8,0.2,0.183661809103693
"225",45,5,6,0.05,0.154431735246209
"226",46,1,0.1,0.01,0.258002196052788
"227",46,2,8,0.1,0.257540345631264
"228",46,3,4,0.05,0.203051786219707
"229",46,4,8,0.05,0.190518813785698
"230",46,5,8,0.05,0.161054731771583
"231",47,1,8,0.5,0.325308609114938
"232",47,2,8,0.05,0.280236669150008
"233",47,3,2,0,0.258332426217396
"234",47,4,4,0.05,0.174688074718549
"235",47,5,6,0.05,0.210043571201675
"236",48,1,8,0.2,0.148257796650671
"237",48,2,8,0.05,0.19998180131375
"238",48,3,8,0.05,0.23812550669875
"239",48,4,8,0.05,0.168354634167089
"240",48,5,8,0.05,0.187093706867869
"241",49,1,8,0.1,0.123310219670656
"242",49,2,8,0.05,0.189327097807238
"243",49,3,8,0.05,0.175919564852105
"244",49,4,8,0.1,0.186369300729031
"245",49,5,8,0.05,0.217258555706916
"246",50,1,8,0.1,0.320231442343831
"247",50,2,6,0.05,0.226414532177301
"248",50,3,0.1,0.01,0.238672780419881
"249",50,4,8,0.1,0.156180524308326
"250",50,5,2,0.01,0.183982861784087
