"","model","target","theta","lambda","rmse"
"1",1,1,4,0.01,0.055314135727234
"2",1,2,8,0.05,0.0735345307828669
"3",1,3,4,0,0.0625798257334943
"4",1,4,8,0.05,0.0668132051813229
"5",1,5,8,0.01,0.111768552100065
"6",2,1,8,0,0.0628333468261122
"7",2,2,8,0.1,0.0739136936346782
"8",2,3,8,0,0.0962225338188826
"9",2,4,8,0.01,0.0643007714134956
"10",2,5,8,0,0.0915359691448046
"11",3,1,8,0,0.0796897063995239
"12",3,2,8,0.01,0.0889015279792219
"13",3,3,8,0.05,0.0722926728470742
"14",3,4,8,0.05,0.0792767426843549
"15",3,5,8,0.2,0.160189510986337
"16",4,1,8,0.01,0.0579909295427388
"17",4,2,0,0,0.0816137754229794
"18",4,3,8,0.01,0.0439137645121911
"19",4,4,8,0.05,0.0647849729999851
"20",4,5,8,0.01,0.0887675915660282
"21",5,1,8,0.05,0.0630436776622166
"22",5,2,8,0.05,0.0922624715363833
"23",5,3,6,0.01,0.115965133700944
"24",5,4,8,0.01,0.0762495971698334
"25",5,5,8,0.01,0.0874516558403368
"26",6,1,8,0.01,0.077284415710337
"27",6,2,8,0.05,0.0841871746030808
"28",6,3,6,0.01,0.0953984402503859
"29",6,4,6,0,0.104318010169251
"30",6,5,8,0.05,0.103663536342118
"31",7,1,8,0.01,0.0553697956877204
"32",7,2,8,0.1,0.0620192318697078
"33",7,3,6,0.01,0.118508237889987
"34",7,4,8,0.05,0.103509486411935
"35",7,5,8,0,0.0980150116115824
"36",8,1,4,0.01,0.112593059913998
"37",8,2,8,0.2,0.0922120973820595
"38",8,3,8,0.05,0.0860302419856817
"39",8,4,8,0.05,0.095499443032294
"40",8,5,8,0.05,0.10184179376369
"41",9,1,8,0.05,0.102857791390733
"42",9,2,2,0.01,0.0827699508641847
"43",9,3,8,0.05,0.0709219823148743
"44",9,4,8,0.05,0.0660538626713929
"45",9,5,8,0.05,0.0995233437111675
"46",10,1,8,0.05,0.074928574002582
"47",10,2,8,0.1,0.118900393993544
"48",10,3,6,0.01,0.0683922611993225
"49",10,4,8,0,0.120651847148563
"50",10,5,8,0,0.2702107375018
"51",11,1,4,0.01,0.091049980554247
"52",11,2,8,0.05,0.0648680379801121
"53",11,3,6,0.01,0.0942594394746243
"54",11,4,6,0,0.133558860813679
"55",11,5,8,0.01,0.0900845342130033
"56",12,1,8,0.01,0.0667283511162772
"57",12,2,8,0.05,0.07579743154471
"58",12,3,8,0,0.0915810902375368
"59",12,4,8,0.01,0.0418842399178344
"60",12,5,8,0,0.0928396528259759
"61",13,1,8,0.05,0.0884006690202263
"62",13,2,8,0.1,0.0757906319374708
"63",13,3,6,0.01,0.0835817541598062
"64",13,4,8,0,0.0663287220231702
"65",13,5,8,0.01,0.0990466828614899
"66",14,1,8,0.05,0.0866083869510729
"67",14,2,8,0.05,0.0830601640487215
"68",14,3,8,0.05,0.0737584961500945
"69",14,4,8,0.05,0.0911657828927104
"70",14,5,8,0.1,0.110086923855512
"71",15,1,8,0.1,0.139128796131338
"72",15,2,2,0,0.0640631790549938
"73",15,3,8,0.01,0.053140822530677
"74",15,4,8,0.01,0.0989659968386477
"75",15,5,8,0.01,0.105704349431589
"76",16,1,4,0,0.0783324144823438
"77",16,2,8,0.05,0.0854929543155011
