"","model","target","theta","lambda","rmse"
"1",1,1,8,0.05,0.0553178650396947
"2",1,2,8,0.05,0.0745529001161507
"3",1,3,4,0,0.0625798257334943
"4",1,4,8,0.05,0.0672304873170089
"5",1,5,8,0,0.112063374936011
"6",2,1,8,0,0.0628333468261122
"7",2,2,8,0.05,0.0743619299914881
"8",2,3,8,0,0.0962225338188826
"9",2,4,8,0.01,0.0645917118370713
"10",2,5,8,0,0.0915359691448046
"11",3,1,8,0,0.0796897063995239
"12",3,2,8,0,0.0889746567540285
"13",3,3,8,0.01,0.0725154706288601
"14",3,4,6,0.05,0.0798134061555757
"15",3,5,8,0.1,0.161598989633689
"16",4,1,8,0.01,0.0580264171821086
"17",4,2,0,0,0.0816137754229794
"18",4,3,8,0.01,0.0439950128315743
"19",4,4,8,0.01,0.0648529134887894
"20",4,5,8,0.01,0.0890546485699645
"21",5,1,8,0.01,0.0639138037557252
"22",5,2,8,0.01,0.0924082620352265
"23",5,3,6,0.01,0.116103693596619
"24",5,4,8,0.01,0.0765840500854185
"25",5,5,8,0.01,0.0878614351677981
"26",6,1,8,0.01,0.077422163647828
"27",6,2,8,0.05,0.0846796012857962
"28",6,3,8,0.01,0.0947065461148248
"29",6,4,6,0,0.104318010169251
"30",6,5,8,0.05,0.104151908735642
"31",7,1,8,0.01,0.0556196002906876
"32",7,2,8,0.1,0.062229195392413
"33",7,3,6,0.01,0.118281817202776
"34",7,4,8,0.05,0.103852790561478
"35",7,5,8,0,0.0980150116115824
"36",8,1,4,0.01,0.112471744414781
"37",8,2,8,0.2,0.092971511783655
"38",8,3,8,0.05,0.0872061864080864
"39",8,4,8,0.05,0.0968695546505881
"40",8,5,8,0.05,0.102324032814055
"41",9,1,2,0,0.103178150381095
"42",9,2,1,0.01,0.082892987082007
"43",9,3,8,0.01,0.0713728633188548
"44",9,4,8,0.01,0.0663063303332169
"45",9,5,8,0.05,0.100726979571597
"46",10,1,8,0.05,0.0749566994420416
"47",10,2,8,0.1,0.119587359647644
"48",10,3,6,0.01,0.0686018434982562
"49",10,4,8,0,0.120651847148563
"50",10,5,8,0,0.2702107375018
"51",11,1,4,0.01,0.0905762693702019
"52",11,2,8,0.05,0.0656242068449534
"53",11,3,6,0.01,0.0938310849160048
"54",11,4,6,0,0.133558860813679
"55",11,5,8,0.01,0.0906227067517263
"56",12,1,8,0.01,0.066841606949778
"57",12,2,8,0.05,0.0766073787951202
"58",12,3,8,0,0.0915810902375368
"59",12,4,8,0.01,0.0417048264287144
"60",12,5,8,0,0.0928396528259759
"61",13,1,8,0.05,0.0888023086272563
"62",13,2,8,0.05,0.0767960274664425
"63",13,3,6,0.01,0.0836670475311665
"64",13,4,8,0,0.0663287220231702
"65",13,5,8,0.01,0.0997216262555418
"66",14,1,8,0.05,0.0881605185169653
"67",14,2,8,0.05,0.0841880825574898
"68",14,3,8,0.05,0.0734977227525971
"69",14,4,8,0,0.0912980928434845
"70",14,5,8,0.1,0.111310059526578
"71",15,1,6,0.05,0.140210714523978
"72",15,2,2,0,0.0640631790549938
"73",15,3,8,0.01,0.0532420276595595
"74",15,4,8,0.01,0.0988871009238574
"75",15,5,8,0.01,0.10591690458606
"76",16,1,4,0,0.0783324144823438
"77",16,2,8,0.05,0.0861589672772663
"78",16,3,8,0.01,0.0691493957953678
"79",16,4,8,0.01,0.0826779860044397
"80",16,5,8,0.05,0.107867326114293
"81",17,1,8,0,0.0673599346294255
"82",17,2,8,0.05,0.0890518714611791
"83",17,3,8,0.01,0.0544427042292687
"84",17,4,8,0.01,0.0782683350018619
"85",17,5,8,0.1,0.124668217282048
"86",18,1,8,0.05,0.0903141047237397
"87",18,2,0,0,0.0703304774195941
"88",18,3,4,0,0.108864037409988
"89",18,4,8,0.05,0.0874594864460174
"90",18,5,8,0,0.100710124240815
"91",19,1,8,0.05,0.103249213582423
"92",19,2,8,0.1,0.0884231014061072
"93",19,3,8,0.05,0.081819396523588
"94",19,4,8,0.01,0.0765367246636589
"95",19,5,6,0.01,0.0928180120779679
"96",20,1,8,0,0.0908534392628481
"97",20,2,8,0.01,0.0712675719706179
"98",20,3,8,0,0.0619681621730429
"99",20,4,4,0.01,0.0802650300877727
"100",20,5,8,0.1,0.114346949744109
"101",21,1,8,0.05,0.0805473372227469
"102",21,2,0,0,0.0692075699391963
"103",21,3,8,0.01,0.0666243415299727
"104",21,4,8,0.05,0.0772225884080649
"105",21,5,8,0,0.118875036065339
"106",22,1,6,0.01,0.0856675909178727
"107",22,2,0.1,0,0.097327710914062
"108",22,3,8,0.01,0.0651747617778864
"109",22,4,8,0.01,0.0654112964061366
"110",22,5,8,0,0.131366309979417
"111",23,1,6,0.01,0.0568697890144081
"112",23,2,8,0.01,0.0624353710514578
"113",23,3,4,0,0.0798528936465307
"114",23,4,2,0.01,0.0935696888013822
"115",23,5,8,0.01,0.101942776704033
"116",24,1,8,0,0.0459098116997171
"117",24,2,8,0.05,0.0654899939330727
"118",24,3,8,0.01,0.0941107021889711
"119",24,4,6,0.01,0.05532176074656
"120",24,5,8,0.01,0.0941676977466137
"121",25,1,8,0,0.0944168132158797
"122",25,2,8,0.05,0.0751467870163758
"123",25,3,8,0.01,0.080752475014544
"124",25,4,8,0,0.0628056299836832
"125",25,5,8,0.01,0.0952864887950447
"126",26,1,4,0,0.0609859652953627
"127",26,2,0.5,0.01,0.105546883676852
"128",26,3,8,0.01,0.0650291478761526
"129",26,4,8,0.1,0.077824775657237
"130",26,5,8,0.1,0.11177644883181
"131",27,1,3,0,0.0759926592709627
"132",27,2,8,0.1,0.0713022855537587
"133",27,3,8,0.01,0.0706702406862586
"134",27,4,4,0,0.0694376805078239
"135",27,5,8,0.05,0.127120718917958
"136",28,1,6,0,0.0571130146573631
"137",28,2,8,0.05,0.0957983133312
"138",28,3,8,0.01,0.103744889198032
"139",28,4,6,0,0.0719087243382892
"140",28,5,8,0.01,0.0937598384564278
"141",29,1,6,0,0.0544407200295097
"142",29,2,8,0.1,0.0751131612331543
"143",29,3,8,0.05,0.0758574887721449
"144",29,4,8,0.01,0.0923472208600097
"145",29,5,8,0.01,0.102745699471528
"146",30,1,0.1,0,0.0758300500110697
"147",30,2,8,0.05,0.102643573656299
"148",30,3,8,0.05,0.0672923374666819
"149",30,4,8,0.01,0.069399050249313
"150",30,5,6,0,0.117725255195246
"151",31,1,8,0.01,0.0669757545090164
"152",31,2,8,0.05,0.0735837199841784
"153",31,3,6,0.01,0.0956106107539893
"154",31,4,8,0.05,0.0739763609402092
"155",31,5,8,0.05,0.132218862617741
"156",32,1,8,0.01,0.0653850965287819
"157",32,2,2,0,0.0590886242207602
"158",32,3,6,0.01,0.0684418098266092
"159",32,4,8,0.01,0.0995639427015561
"160",32,5,8,0.05,0.0912392822283265
"161",33,1,6,0.05,0.0882546830625703
"162",33,2,8,0.1,0.116639192317758
"163",33,3,8,0.01,0.0764153193472761
"164",33,4,8,0.05,0.0872124578146645
"165",33,5,8,0.1,0.107860291150012
"166",34,1,6,0.01,0.0820971688819347
"167",34,2,8,0.1,0.134598325761432
"168",34,3,8,0.05,0.0710150051735858
"169",34,4,2,0,0.105969155758551
"170",34,5,8,0.05,0.102005337719655
"171",35,1,4,0.01,0.0820696868694403
"172",35,2,4,0.01,0.0821140126916544
"173",35,3,8,0.01,0.0611880362600718
"174",35,4,4,0,0.0863696668257863
"175",35,5,8,0.1,0.141658153466149
"176",36,1,3,0.01,0.0757913702263876
"177",36,2,8,0.01,0.0826316018838743
"178",36,3,8,0.05,0.0626391071164444
"179",36,4,6,0,0.0801802948484862
"180",36,5,4,0,0.147752405175384
"181",37,1,2,0.01,0.0965619484022349
"182",37,2,8,0.05,0.068212691181424
"183",37,3,8,0.01,0.0786807891828943
"184",37,4,8,0.05,0.0644498907053244
"185",37,5,8,0,0.0969664979359031
"186",38,1,8,0.05,0.0682536440738027
"187",38,2,8,0.05,0.0663936929386759
"188",38,3,8,0.01,0.0688923144787532
"189",38,4,4,0.01,0.116704807831228
"190",38,5,8,0,0.125371171567616
"191",39,1,4,0,0.0720573177231833
"192",39,2,8,0.05,0.065156099209227
"193",39,3,8,0,0.0891602605562447
"194",39,4,8,0.05,0.043279519051562
"195",39,5,8,0.01,0.0986427390485231
"196",40,1,6,0.01,0.0758470166654206
"197",40,2,8,0.1,0.0634438777150918
"198",40,3,8,0.01,0.0797597804623345
"199",40,4,8,0,0.0712070587674077
"200",40,5,8,0.01,0.104889998518647
"201",41,1,8,0.01,0.0586311254602705
