"","model","target","theta","lambda","rmse"
"1",1,1,4,0.01,0.055192259068336
"2",1,2,8,0.1,0.0715509210038872
"3",1,3,6,0.01,0.0623157232925222
"4",1,4,8,0.05,0.0649533506564985
"5",1,5,8,0.05,0.10954215826178
"6",2,1,8,0.01,0.062186067411634
"7",2,2,8,0.1,0.0720550606301835
"8",2,3,8,0.01,0.0954602712729664
"9",2,4,8,0.05,0.062930956097747
"10",2,5,8,0,0.0915359691448046
"11",3,1,8,0.01,0.0795846291122982
"12",3,2,8,0.01,0.0868686070893194
"13",3,3,8,0.05,0.0706914464242602
"14",3,4,8,0.05,0.0773271229424556
"15",3,5,8,0.2,0.157450412662081
"16",4,1,8,0.01,0.0581571747816954
"17",4,2,0,0,0.0816137754229794
"18",4,3,8,0.01,0.0437935821799379
"19",4,4,8,0.05,0.0650985416033183
"20",4,5,8,0.01,0.0882545287628996
"21",5,1,8,0.05,0.060669606349186
"22",5,2,8,0.05,0.0908967620046422
"23",5,3,8,0.05,0.112763209564139
"24",5,4,8,0.05,0.0730506254576521
"25",5,5,8,0.05,0.0844661917782573
"26",6,1,8,0.05,0.0744619082670558
"27",6,2,8,0.1,0.0821330724436577
"28",6,3,8,0.05,0.0932252116773562
"29",6,4,6,0.01,0.103860649593547
"30",6,5,8,0.1,0.102948511907262
"31",7,1,8,0.05,0.0545198637898393
"32",7,2,8,0.2,0.0585947235348276
"33",7,3,6,0.01,0.11956884493598
"34",7,4,8,0.05,0.102458191706001
"35",7,5,8,0.05,0.0972165250856451
"36",8,1,8,0.1,0.107632807821476
"37",8,2,8,0.2,0.091925211586191
"38",8,3,8,0.2,0.0826592668656298
"39",8,4,8,0.05,0.0942550258384048
"40",8,5,8,0.1,0.100336733304457
"41",9,1,8,0.1,0.101999337888599
"42",9,2,4,0.05,0.0799859488040846
"43",9,3,8,0.05,0.0689651810415029
"44",9,4,8,0.05,0.0637920532712672
"45",9,5,8,0.05,0.0988473993918616
"46",10,1,8,0.05,0.0751544502110126
"47",10,2,8,0.2,0.1201721044348
"48",10,3,6,0.01,0.0685071749843223
"49",10,4,8,0.05,0.120082259965851
"50",10,5,8,0,0.2702107375018
"51",11,1,4,0,0.0916858072089311
"52",11,2,8,0.1,0.0630595820100731
"53",11,3,6,0.01,0.096275064722423
"54",11,4,8,0.1,0.131052319425523
"55",11,5,8,0.05,0.0892494608298395
"56",12,1,8,0.05,0.0655166016318674
"57",12,2,8,0.1,0.0728483153534908
"58",12,3,8,0.01,0.0911093600424586
"59",12,4,8,0,0.0421965698253293
"60",12,5,8,0.01,0.0923581358987882
"61",13,1,8,0.05,0.0874709700708772
"62",13,2,8,0.1,0.0720692633911804
"63",13,3,6,0.01,0.0835191419422036
"64",13,4,8,0,0.0663287220231702
"65",13,5,8,0.01,0.0981923009137611
"66",14,1,8,0.1,0.0831075415552355
"67",14,2,8,0.1,0.080584663096518
"68",14,3,8,0.1,0.0731182245815486
