"","model","target","theta","lambda","rmse"
"1",1,1,4,0.01,0.0551392414973249
"2",1,2,8,0.1,0.0714979775985319
"3",1,3,6,0.01,0.0618217592935727
"4",1,4,8,0.05,0.0638681631341083
"5",1,5,8,0.05,0.108376215314144
"6",2,1,8,0.05,0.0604266859751619
"7",2,2,8,0.1,0.0715175262591569
"8",2,3,8,0.05,0.0936108725564497
"9",2,4,8,0.05,0.0618246238467628
"10",2,5,8,0.01,0.0915312450724141
"11",3,1,8,0.01,0.0782868584794067
"12",3,2,8,0.01,0.0865580576247567
"13",3,3,8,0.05,0.0702565287469192
"14",3,4,8,0.1,0.0762379524825011
"15",3,5,8,0.2,0.156742549534718
"16",4,1,6,0.05,0.0585931222334291
"17",4,2,0,0,0.0816137754229794
"18",4,3,8,0.01,0.0441776505944233
"19",4,4,8,0.01,0.0653052728013764
"20",4,5,8,0.01,0.0878958091011838
"21",5,1,8,0.1,0.060851095889166
"22",5,2,8,0.05,0.0895515141801683
"23",5,3,8,0.1,0.110296597120951
"24",5,4,8,0.05,0.0714787353099658
"25",5,5,8,0.1,0.0831838273992473
"26",6,1,8,0.05,0.0746421379619015
"27",6,2,8,0.2,0.0812065906339976
"28",6,3,8,0.05,0.0949083867450988
"29",6,4,6,0.01,0.103232390838939
"30",6,5,8,0.05,0.102180152786944
"31",7,1,8,0.05,0.0538946062996814
"32",7,2,8,0.1,0.0571837572131031
"33",7,3,6,0.01,0.120273121535429
"34",7,4,8,0.05,0.101033710758
"35",7,5,8,0.05,0.095323484871052
"36",8,1,8,0.1,0.105811687143609
"37",8,2,8,0.2,0.0900882320901054
"38",8,3,8,0.2,0.0804449316455857
"39",8,4,8,0.05,0.0972745709419917
"40",8,5,8,0.2,0.100244760309354
"41",9,1,8,0.1,0.102338864023688
"42",9,2,4,0.05,0.0795881123141976
"43",9,3,8,0.05,0.0683955158994491
"44",9,4,6,0.05,0.063449697974054
"45",9,5,8,0.1,0.0994250588459878
"46",10,1,8,0.05,0.0750855190968308
"47",10,2,4,0.05,0.119593622697137
"48",10,3,6,0.01,0.068814814999446
"49",10,4,8,0.05,0.118622563955107
"50",10,5,8,0,0.2702107375018
"51",11,1,4,0,0.0916858072089311
"52",11,2,8,0.1,0.062883371331697
"53",11,3,4,0,0.0968757647081336
"54",11,4,8,0.1,0.128599895710946
"55",11,5,8,0.05,0.087423032486133
"56",12,1,8,0.05,0.0648749675356426
"57",12,2,8,0.1,0.0708174317187902
"58",12,3,8,0.01,0.0908575479136778
"59",12,4,8,0,0.0421965698253293
"60",12,5,8,0.05,0.0920371536626268
"61",13,1,8,0.05,0.0874358149331701
"62",13,2,8,0.1,0.0695052103548824
"63",13,3,6,0.01,0.0835855633962851
"64",13,4,8,0.05,0.0657455562456073
"65",13,5,8,0.05,0.0965610340544399
"66",14,1,8,0.1,0.0819360965515104
"67",14,2,8,0.1,0.0791572302498608
"68",14,3,8,0.1,0.0731156135124078
"69",14,4,8,0.05,0.0898650183385004
"70",14,5,8,0.1,0.108365576290221
"71",15,1,8,0.1,0.134939564830476
"72",15,2,8,0.1,0.060008838189921
"73",15,3,8,0.01,0.052840320677097
