"","model","target","theta","lambda","rmse"
"1",1,1,4,0.01,0.0551672222829607
"2",1,2,8,0.1,0.0712761552309236
"3",1,3,6,0.01,0.062068541817668
"4",1,4,8,0.05,0.0643494090806767
"5",1,5,8,0.05,0.108915374390723
"6",2,1,8,0.05,0.0614164747186729
"7",2,2,8,0.1,0.071723150686857
"8",2,3,8,0.05,0.0946562733124996
"9",2,4,8,0.05,0.0622883260617745
"10",2,5,8,0,0.0915359691448046
"11",3,1,8,0.01,0.0788796432238173
"12",3,2,8,0.01,0.0866707504488127
"13",3,3,8,0.05,0.0704280081729195
"14",3,4,8,0.1,0.0768763347470516
"15",3,5,8,0.2,0.157208433875101
"16",4,1,6,0.05,0.0582145772674965
"17",4,2,0,0,0.0816137754229794
"18",4,3,8,0.01,0.0439195932306604
"19",4,4,8,0.01,0.0652559870298304
"20",4,5,8,0.01,0.0880933294374291
"21",5,1,8,0.1,0.0605036734685177
"22",5,2,8,0.05,0.0902610485357209
"23",5,3,8,0.1,0.112040291089466
"24",5,4,8,0.05,0.0721855529603751
"25",5,5,8,0.05,0.0838991550375834
"26",6,1,8,0.05,0.0742922076984216
"27",6,2,8,0.1,0.081921371217736
"28",6,3,8,0.05,0.0940099902283595
"29",6,4,6,0.01,0.103499317977115
"30",6,5,8,0.1,0.10272766423785
"31",7,1,8,0.05,0.0542205872687703
"32",7,2,8,0.1,0.0580257721981389
"33",7,3,6,0.01,0.11992578033282
"34",7,4,8,0.05,0.101893894659558
"35",7,5,8,0.05,0.0962038064533811
"36",8,1,8,0.1,0.106439986431497
"37",8,2,8,0.2,0.0907450249911864
"38",8,3,8,0.2,0.0811259781294141
"39",8,4,8,0.05,0.0953662867963681
"40",8,5,8,0.1,0.100310549048651
"41",9,1,8,0.1,0.101913908314706
"42",9,2,4,0.05,0.0797690710253114
"43",9,3,8,0.05,0.0684199463481342
"44",9,4,6,0.05,0.0638652184935929
"45",9,5,8,0.1,0.09903024429993
"46",10,1,8,0.05,0.075095751748876
"47",10,2,4,0.05,0.120004551624128
"48",10,3,6,0.01,0.0686328114788977
"49",10,4,8,0.05,0.119225610965643
"50",10,5,8,0,0.2702107375018
"51",11,1,4,0,0.0916858072089311
"52",11,2,8,0.1,0.0627730041523574
"53",11,3,4,0,0.0968757647081336
"54",11,4,8,0.1,0.129941523253529
"55",11,5,8,0.05,0.0882415186982807
"56",12,1,8,0.05,0.0651581038982076
"57",12,2,8,0.1,0.0718593895301293
"58",12,3,8,0.01,0.0909721599546524
"59",12,4,8,0,0.0421965698253293
"60",12,5,8,0.01,0.0922080494746493
"61",13,1,8,0.05,0.0874156904807324
"62",13,2,8,0.1,0.0704974762572247
"63",13,3,6,0.01,0.0835472279867933
"64",13,4,8,0.01,0.0662298549486142
"65",13,5,8,0.05,0.097877873330603
"66",14,1,8,0.1,0.0824912158603392
"67",14,2,8,0.1,0.0797192887523025
"68",14,3,8,0.1,0.0731169831015224
"69",14,4,8,0.01,0.0901125495811061
"70",14,5,8,0.05,0.108656402055421
"71",15,1,8,0.1,0.135220855887175
"72",15,2,8,0.1,0.0611762458183524
"73",15,3,8,0.01,0.0529058865444347
"74",15,4,6,0.05,0.0990278594958229
"75",15,5,8,0.05,0.103879476122048
"76",16,1,4,0.01,0.0782888463168258
"77",16,2,8,0.1,0.083673458559442
"78",16,3,8,0.05,0.0695083759314531
"79",16,4,8,0.1,0.0797748412947453
"80",16,5,8,0.2,0.107296987425767
"81",17,1,8,0,0.0673599346294255
"82",17,2,8,0.05,0.086706323030635
"83",17,3,8,0.01,0.0539642648194149
"84",17,4,8,0.05,0.0741150291316911
"85",17,5,8,0.1,0.125555643121551
"86",18,1,8,0.2,0.0852252014005626
"87",18,2,8,0.1,0.0665820131205678
"88",18,3,8,0.05,0.108035459112636
"89",18,4,8,0.1,0.0875075332401124
"90",18,5,8,0.05,0.0968718750609145
"91",19,1,8,0.1,0.101546372667123
"92",19,2,8,0.2,0.0825747813102429
"93",19,3,8,0.05,0.0816317264878729
"94",19,4,8,0.01,0.0770539641287021
"95",19,5,6,0.05,0.0915628406768515
"96",20,1,8,0.05,0.0900677029513813
"97",20,2,8,0.05,0.0676450689075542
"98",20,3,8,0,0.0619681621730429
"99",20,4,8,0.05,0.0752069925782427
"100",20,5,8,0.1,0.113621146608973
"101",21,1,8,0.1,0.0778989928972905
"102",21,2,0,0,0.0692075699391963
"103",21,3,8,0.05,0.0628367516169491
"104",21,4,8,0.1,0.0756547999310918
"105",21,5,8,0.05,0.117791919666793
"106",22,1,8,0.05,0.0831789287622256
"107",22,2,8,0.2,0.0957836710057577
"108",22,3,6,0.01,0.0660552219976406
"109",22,4,8,0.05,0.0629640198005203
"110",22,5,8,0.01,0.130690961279174
"111",23,1,6,0.05,0.0563672161534212
"112",23,2,8,0.05,0.0613720207598666
"113",23,3,6,0.01,0.07980157175574
"114",23,4,8,0.05,0.0908234840708574
"115",23,5,8,0.05,0.0993888574933826
"116",24,1,8,0.01,0.044977917365118
"117",24,2,8,0.1,0.0608938517210432
"118",24,3,8,0.01,0.0937845694169841
"119",24,4,8,0.01,0.0554596197092494
"120",24,5,8,0.01,0.0939927528219671
"121",25,1,8,0.1,0.0901072970722985
"122",25,2,8,0.1,0.0703719086855081
"123",25,3,8,0.01,0.0801749941481882
"124",25,4,8,0.05,0.0604133862702962
"125",25,5,8,0.05,0.094527976345577
"126",26,1,4,0,0.0609859652953627
"127",26,2,8,0.1,0.10315125533364
"128",26,3,8,0.01,0.0658124948279471
"129",26,4,8,0.1,0.0759669899523016
"130",26,5,8,0.2,0.104075194180852
"131",27,1,3,0,0.0759926592709627
"132",27,2,8,0.1,0.0679503452907022
"133",27,3,8,0.05,0.0679782895125989
"134",27,4,6,0.01,0.0684909574504448
"135",27,5,8,0.1,0.122097714504022
"136",28,1,6,0,0.0571130146573631
"137",28,2,8,0.1,0.0921543192654228
"138",28,3,8,0.01,0.103428702483019
"139",28,4,8,0.05,0.0714950934300862
"140",28,5,8,0.05,0.0911429511509236
"141",29,1,6,0.01,0.0536804178097007
"142",29,2,8,0.1,0.0756749626702278
"143",29,3,4,0.01,0.0759028537566035
"144",29,4,8,0.05,0.0884915596445503
"145",29,5,8,0.05,0.100114279014374
"146",30,1,0.1,0,0.0758300500110697
"147",30,2,8,0.1,0.0973397496142757
"148",30,3,8,0.05,0.0647982465486787
