"","model","target","theta","lambda","rmse"
"1",1,1,2,0.1,0.781521786806372
"2",1,2,3,0.1,0.578550665979599
"3",1,3,8,0.2,0.579391134931302
"4",1,4,6,0.5,0.529106031540571
"5",1,5,8,1,0.565986624862797
"6",2,1,8,2,0.691717200505291
"7",2,2,1,0.1,0.672133087644316
"8",2,3,8,1,0.51422661795064
"9",2,4,6,0.5,0.606684237666803
"10",2,5,3,0.2,0.674759008675647
"11",3,1,1,0.1,0.797645370449282
"12",3,2,1,0.1,0.577702123782417
"13",3,3,6,2,0.866318606730172
"14",3,4,8,0.5,0.466364455569952
"15",3,5,6,0.5,0.688435591018769
"16",4,1,0.5,0,0.473318116267772
"17",4,2,8,5,0.641680294737078
"18",4,3,8,5,0.567245263516537
"19",4,4,8,0.5,0.441152409298504
"20",4,5,4,0.2,0.522705362143367
"21",5,1,0.1,0.05,0.547372428245539
"22",5,2,8,0.2,0.377484970491986
"23",5,3,8,0.2,0.42517506947523
"24",5,4,8,0.2,0.420980319453715
"25",5,5,8,2,0.424904559553423
"26",6,1,1,0.1,0.759678833429111
"27",6,2,0,0.05,0.595267935895262
"28",6,3,8,1,0.523282109162833
"29",6,4,3,0.1,0.502371565711091
"30",6,5,8,0.5,0.576536528737914
"31",7,1,0.5,0.05,0.638476549761991
"32",7,2,2,0.1,0.600955186289452
"33",7,3,1,0.1,0.670028072961382
"34",7,4,8,0.5,0.434829553481521
"35",7,5,4,0.2,0.544712456575556
"36",8,1,8,0.5,0.675789511145843
"37",8,2,3,0.1,0.659084446273194
"38",8,3,8,5,0.683890262991792
"39",8,4,1,0.1,0.500793399851596
"40",8,5,3,0.1,0.586986397309946
"41",9,1,0,0.05,0.550360505707438
"42",9,2,2,0.1,0.390550453162995
"43",9,3,8,2,0.506943031860319
"44",9,4,6,0.5,0.417897274397718
"45",9,5,8,0.2,0.405387767502305
"46",10,1,0,0.05,0.818783965519046
"47",10,2,6,0.2,0.486645065340639
"48",10,3,8,1,0.443505378145504
"49",10,4,6,0.2,0.422350280111044
"50",10,5,8,0.5,0.398596887273501
"51",11,1,8,0.2,0.552024831027908
"52",11,2,3,0.1,0.568594069191035
"53",11,3,1,0.1,0.655765300578277
"54",11,4,4,0.1,0.482928770356645
"55",11,5,8,0.5,0.456219764182113
"56",12,1,4,5,0.915045700776221
"57",12,2,2,0.1,0.76242602468796
"58",12,3,8,1,0.826516290379075
"59",12,4,3,0.05,0.48478358619862
"60",12,5,2,0.1,0.515360358837867
"61",13,1,8,1,0.523475238515858
"62",13,2,3,0.2,0.573014206693647
"63",13,3,8,5,0.520248275110924
"64",13,4,8,0.5,0.433620475018284
"65",13,5,8,0.2,0.521164630212585
"66",14,1,0.5,0.05,0.57659075394024
"67",14,2,8,2,0.482825031343633
"68",14,3,8,1,0.378441140145082
"69",14,4,4,0.2,0.518834139164062
"70",14,5,3,0.1,0.589540145826165
"71",15,1,0.5,0.1,0.599623640919503
