"","model","target","theta","lambda","rmse"
"1",1,1,2,0.1,0.781328324908429
"2",1,2,3,0.1,0.5777412031084
"3",1,3,8,0.2,0.577873671909804
"4",1,4,6,0.5,0.527301927306638
"5",1,5,8,0.5,0.564632149859733
"6",2,1,8,0.5,0.690900340229852
"7",2,2,1,0.1,0.671028801827408
"8",2,3,8,1,0.512316537952968
"9",2,4,8,0.5,0.602664259660722
"10",2,5,2,0.1,0.675441534395828
"11",3,1,1,0.1,0.797060840429701
"12",3,2,1,0.1,0.574761536995744
"13",3,3,6,1,0.866318606730172
"14",3,4,8,0.5,0.467076876336118
"15",3,5,6,0.5,0.690339977767129
"16",4,1,0,0.05,0.471595219641753
"17",4,2,8,2,0.641680294737078
"18",4,3,8,5,0.567245263516537
"19",4,4,8,0.5,0.440157329879807
"20",4,5,4,0.2,0.519257486446701
"21",5,1,0,0.05,0.544535538082631
"22",5,2,8,0.2,0.374943052336561
"23",5,3,8,0.2,0.426962006117631
"24",5,4,6,0.1,0.421200858985937
"25",5,5,8,2,0.424974190592609
"26",6,1,1,0.1,0.759586081755244
"27",6,2,0,0.05,0.592169531736547
"28",6,3,8,0.5,0.522066657115766
"29",6,4,3,0.05,0.502263453864932
"30",6,5,8,0.5,0.577136221707933
"31",7,1,0,0.01,0.638580652495324
"32",7,2,2,0.1,0.596454320056354
"33",7,3,1,0.1,0.669899882662649
"34",7,4,8,0.2,0.433918462412118
"35",7,5,4,0.2,0.543466921693231
"36",8,1,6,0.2,0.677332460751971
"37",8,2,3,0.1,0.660197641099527
"38",8,3,8,5,0.683890262991792
"39",8,4,1,0.1,0.497029043429827
"40",8,5,3,0.1,0.585715595861617
"41",9,1,0,0.05,0.549791709070255
"42",9,2,2,0.1,0.391495044926599
"43",9,3,8,2,0.507076192745026
"44",9,4,6,0.5,0.416669754333983
"45",9,5,6,0.2,0.401298539832261
"46",10,1,0,0.05,0.819651744360243
"47",10,2,4,0.1,0.486623421618181
"48",10,3,8,0.5,0.443804018432944
"49",10,4,8,0.2,0.419918633002608
"50",10,5,8,0.2,0.396993144515641
"51",11,1,8,0.2,0.550611326290003
"52",11,2,3,0.1,0.569866836896243
"53",11,3,1,0.05,0.655969929708034
"54",11,4,4,0.1,0.483081594820771
"55",11,5,8,0.5,0.455190071405945
"56",12,1,4,2,0.915045700776221
"57",12,2,2,0.1,0.762664033859559
"58",12,3,8,1,0.827045155407453
"59",12,4,4,0.05,0.483897091409753
"60",12,5,2,0.05,0.514230975609617
"61",13,1,8,1,0.524709437367855
"62",13,2,3,0.1,0.572865248086638
"63",13,3,8,1,0.520242923903605
"64",13,4,8,0.5,0.4325426490754
"65",13,5,8,0.2,0.519463586884213
"66",14,1,0,0,0.57779234579733
"67",14,2,8,2,0.482905407387344
"68",14,3,8,1,0.378956908158782
"69",14,4,4,0.1,0.51972720080519
"70",14,5,3,0.1,0.588175723096491
