"","model","target","theta","lambda","rmse"
"1",1,1,2,0.1,0.781485375837868
"2",1,2,3,0.1,0.578170028205025
"3",1,3,8,0.2,0.578735306329547
"4",1,4,6,0.5,0.526769544585997
"5",1,5,6,0.5,0.565845522453312
"6",2,1,8,2,0.691717200505291
"7",2,2,1,0.1,0.671517258164321
"8",2,3,8,1,0.512469088192599
"9",2,4,6,0.5,0.604117935252379
"10",2,5,3,0.2,0.675135987580808
"11",3,1,1,0.1,0.797271035499064
"12",3,2,1,0.1,0.57632669903775
"13",3,3,6,1,0.86612703724205
"14",3,4,8,0.5,0.466865761256065
"15",3,5,6,0.5,0.687854016247189
"16",4,1,0.5,0,0.473318116267772
"17",4,2,8,2,0.641680294737078
"18",4,3,8,5,0.567245263516537
"19",4,4,8,0.5,0.440013516888474
"20",4,5,4,0.2,0.520679906014848
"21",5,1,0,0.05,0.544870515271395
"22",5,2,8,0.2,0.375906397548435
"23",5,3,8,0.2,0.426280768775701
"24",5,4,6,0.2,0.421351765930365
"25",5,5,8,2,0.424974190592609
"26",6,1,1,0.1,0.759604818492082
"27",6,2,0,0.05,0.593545834209634
"28",6,3,8,0.5,0.524237150322088
"29",6,4,3,0.05,0.50254261509925
"30",6,5,8,0.5,0.576164088003123
"31",7,1,0,0.01,0.638530642950342
"32",7,2,2,0.1,0.598328025874237
"33",7,3,1,0.1,0.669395269342947
"34",7,4,8,0.5,0.433626763398018
"35",7,5,4,0.2,0.544097374401574
"36",8,1,8,0.5,0.678001472036963
"37",8,2,3,0.1,0.659461660423999
"38",8,3,8,5,0.683890262991792
"39",8,4,1,0.1,0.499201330194358
"40",8,5,3,0.1,0.586222297435007
"41",9,1,0,0.05,0.549902662126605
"42",9,2,2,0.1,0.390822707686545
"43",9,3,8,2,0.507076192745026
"44",9,4,6,0.5,0.417177964520086
"45",9,5,8,0.2,0.403204743618634
"46",10,1,0,0.05,0.819039209359405
"47",10,2,4,0.1,0.486993974955951
"48",10,3,8,0.5,0.445414090960304
"49",10,4,6,0.2,0.421731799245134
"50",10,5,8,0.2,0.399512770703186
"51",11,1,8,0.2,0.550936714982903
"52",11,2,3,0.1,0.569160926559292
"53",11,3,1,0.05,0.655850611401641
"54",11,4,4,0.1,0.482677979355049
"55",11,5,8,0.5,0.455640867938981
"56",12,1,4,5,0.915045700776221
"57",12,2,2,0.1,0.762387622845704
"58",12,3,8,1,0.825491807140609
"59",12,4,4,0.05,0.484286637981252
"60",12,5,2,0.05,0.51506777116729
"61",13,1,8,1,0.523955341390872
"62",13,2,3,0.1,0.573222818582105
"63",13,3,8,2,0.520248275110924
"64",13,4,8,0.5,0.432364770168491
"65",13,5,8,0.2,0.520250748935927
"66",14,1,0.1,0.01,0.577724231932905
"67",14,2,8,2,0.482905407387344
"68",14,3,8,2,0.37898966366727
"69",14,4,4,0.2,0.51929499150748
"70",14,5,3,0.1,0.588894971767602
"71",15,1,1,0.1,0.599426569009618
"72",15,2,8,0.5,0.714788393824952
"73",15,3,4,0.1,0.635784226813775
