"","model","target","theta","lambda","rmse"
"1",1,1,3,0.2,0.781124598275147
"2",1,2,3,0.1,0.579101526652484
"3",1,3,8,0.2,0.581022611836536
"4",1,4,6,0.5,0.532858569866885
"5",1,5,8,1,0.565608250708633
"6",2,1,8,1,0.69153214762953
"7",2,2,2,0.1,0.67235605444108
"8",2,3,8,2,0.515333385699636
"9",2,4,8,1,0.608386517942878
"10",2,5,2,0.2,0.674665518580267
"11",3,1,1,0.2,0.797700787974422
"12",3,2,1,0.1,0.579630796412038
"13",3,3,6,2,0.866318606730172
"14",3,4,8,0.5,0.467740613045238
"15",3,5,6,0.5,0.693196494906931
"16",4,1,0.5,0,0.473318116267772
"17",4,2,8,2,0.641252588459748
"18",4,3,8,5,0.567245263516537
"19",4,4,8,0.5,0.444055056049295
"20",4,5,3,0.2,0.524916959148834
"21",5,1,0.5,0.05,0.547656070664225
"22",5,2,8,0.5,0.377908103925978
"23",5,3,8,0.5,0.424206673483299
"24",5,4,6,0.2,0.4218681631095
"25",5,5,8,5,0.424974190592609
"26",6,1,1,0.1,0.75968134569521
"27",6,2,0,0.05,0.596668755036849
"28",6,3,8,1,0.523058518292762
"29",6,4,3,0.1,0.502606329773603
"30",6,5,8,0.5,0.577978834720619
"31",7,1,0,0.05,0.638235015611255
"32",7,2,3,0.2,0.603872431371629
"33",7,3,1,0.1,0.671650318051817
"34",7,4,8,0.5,0.4357846901383
"35",7,5,4,0.2,0.544498690727943
"36",8,1,8,0.5,0.675408788061613
"37",8,2,3,0.1,0.658937044420773
"38",8,3,8,5,0.683890262991792
"39",8,4,0.5,0.05,0.500905419896941
"40",8,5,3,0.2,0.587315288346614
"41",9,1,0,0.05,0.551293508594517
"42",9,2,2,0.1,0.390794376509878
"43",9,3,8,5,0.507076192745026
"44",9,4,6,0.5,0.417833749333882
"45",9,5,8,0.5,0.406654692013666
"46",10,1,6,1,0.81905711264737
"47",10,2,4,0.1,0.487342092857255
"48",10,3,8,1,0.444007664069351
"49",10,4,8,0.5,0.423355006918694
"50",10,5,8,0.5,0.398939601848689
"51",11,1,8,0.5,0.550300504357429
"52",11,2,3,0.1,0.568078605059238
"53",11,3,1,0.1,0.654817907720235
"54",11,4,4,0.2,0.481766945489867
"55",11,5,8,0.5,0.457077472453658
"56",12,1,4,5,0.915045700776221
"57",12,2,2,0.1,0.762942130729123
"58",12,3,8,2,0.82790935926288
"59",12,4,3,0.05,0.484814797880103
"60",12,5,3,0.1,0.515774650866608
"61",13,1,8,1,0.525464647139842
"62",13,2,3,0.2,0.572457757643812
"63",13,3,8,2,0.520223160460009
"64",13,4,8,1,0.43702490812011
"65",13,5,8,0.5,0.522299831293118
"66",14,1,0.5,0.05,0.575984104693457
"67",14,2,8,5,0.482905407387344
"68",14,3,8,5,0.379111693336363
"69",14,4,4,0.2,0.519027384630769
"70",14,5,3,0.1,0.590567084902092
"71",15,1,0.5,0.1,0.600692940546468
"72",15,2,8,1,0.713176509459847
"73",15,3,8,0.5,0.633497307731431
"74",15,4,8,5,0.590399249471087
"75",15,5,6,0.5,0.517128291885181
"76",16,1,2,0.1,0.490984880284434
"77",16,2,6,0.5,0.704498416000195
"78",16,3,8,0.5,0.525030330891713
"79",16,4,0.5,0.01,0.564299688084603
"80",16,5,8,0.5,0.486653640684217
"81",17,1,8,2,0.658178066046444
"82",17,2,8,0.5,0.620880664918965
"83",17,3,0.5,0.05,0.565879718418956
"84",17,4,8,0.2,0.470505547190127
"85",17,5,8,1,0.501822530545217
"86",18,1,4,0.5,0.831414823410848
"87",18,2,0.1,0.01,0.671376126802349
"88",18,3,8,0.5,0.480499793456541
"89",18,4,4,0.1,0.455363730841595
"90",18,5,8,0.5,0.508773069553154
"91",19,1,6,0.2,0.659434427192251
"92",19,2,4,0.2,0.561155080231824
"93",19,3,0,0.01,0.583306001586873
"94",19,4,8,1,0.463932816691579
"95",19,5,6,0.2,0.463977316434421
"96",20,1,3,0.2,0.837843891540852
"97",20,2,1,0.05,0.48918500523844
"98",20,3,1,0.05,0.493780322993902
"99",20,4,8,0.1,0.406115334104703
"100",20,5,8,0.2,0.482268760209989
"101",21,1,6,0.5,0.857827923770691
"102",21,2,4,0.2,0.700069490167361
"103",21,3,8,2,0.80454682766396
"104",21,4,4,0.2,0.442580357613325
