"","model","target","theta","lambda","rmse"
"1",1,1,2,0.2,0.781516194627774
"2",1,2,3,0.1,0.581572993749016
"3",1,3,8,0.5,0.581616578621744
"4",1,4,4,0.2,0.533840002831314
"5",1,5,8,2,0.568387268530983
"6",2,1,8,8,0.691717200505291
"7",2,2,2,0.2,0.671779634810808
"8",2,3,8,5,0.517457767765517
"9",2,4,8,2,0.612651843958822
"10",2,5,3,0.5,0.67702693497719
"11",3,1,0.5,0.2,0.797864909096359
"12",3,2,1,0.05,0.581323045002523
"13",3,3,6,5,0.866268498959533
"14",3,4,8,1,0.473249706198438
"15",3,5,6,1,0.699775302821052
"16",4,1,0.5,0,0.473318116267772
"17",4,2,8,5,0.641178265134018
"18",4,3,8,8,0.567278396645044
"19",4,4,8,0.5,0.446173931955041
"20",4,5,3,0.1,0.531468468043015
"21",5,1,0.5,0.1,0.545379374174718
"22",5,2,8,0.5,0.377657619727944
"23",5,3,8,0.5,0.418767795129754
"24",5,4,8,0.2,0.424092431623294
"25",5,5,8,8,0.424954150643084
"26",6,1,1,0.1,0.759649789830362
"27",6,2,0,0.01,0.601485574145191
"28",6,3,8,2,0.525487016707915
"29",6,4,3,0.1,0.504413744341013
"30",6,5,8,1,0.580729845724915
"31",7,1,0,0.05,0.637284970515037
"32",7,2,1,0.1,0.608954355076499
"33",7,3,2,0.2,0.670976950051528
"34",7,4,8,0.5,0.440395616036732
"35",7,5,4,0.2,0.546172382763243
"36",8,1,6,0.5,0.678391722537134
"37",8,2,3,0.2,0.657059344862755
"38",8,3,8,8,0.68744849773396
"39",8,4,0.1,0.05,0.500516299496616
"40",8,5,3,0.2,0.589694141801119
"41",9,1,0,0.05,0.554748575793086
"42",9,2,3,0.2,0.391914004888339
"43",9,3,8,2,0.505074404669197
"44",9,4,6,1,0.4182849050573
"45",9,5,6,0.2,0.407549601951873
"46",10,1,6,2,0.817301240007617
"47",10,2,4,0.2,0.489222653240025
"48",10,3,8,2,0.446105710052792
"49",10,4,6,0.5,0.426774713871036
"50",10,5,8,0.5,0.39911278275416
"51",11,1,8,0.5,0.551394883375195
"52",11,2,3,0.2,0.565731919459301
"53",11,3,1,0.1,0.654453312716397
"54",11,4,6,0.5,0.481034083591766
"55",11,5,6,0.5,0.460817748147082
"56",12,1,1,0.5,0.91616998753891
"57",12,2,2,0.2,0.762510843095499
"58",12,3,8,5,0.827929128738335
"59",12,4,2,0.01,0.485087004405243
"60",12,5,2,0.1,0.518470608994509
"61",13,1,8,5,0.526595629717857
"62",13,2,3,0.2,0.570267068319389
"63",13,3,8,8,0.520255060872989
"64",13,4,8,2,0.440825234606487
"65",13,5,8,0.5,0.525684744446107
"66",14,1,0.5,0.1,0.575289985374994
"67",14,2,8,8,0.482879978149505
"68",14,3,8,8,0.378981479062068
"69",14,4,4,0.2,0.52145747357322
"70",14,5,3,0.2,0.592750091759585
"71",15,1,0.1,0.1,0.607639573248398
"72",15,2,8,2,0.713956016621483
"73",15,3,6,0.5,0.633591439050227
"74",15,4,8,8,0.59059430400375
"75",15,5,6,0.5,0.520244928402976
"76",16,1,3,0.2,0.489040464827784
"77",16,2,6,1,0.707727869333176
"78",16,3,8,0.5,0.529922395950074
"79",16,4,1,0.1,0.562946218086256
"80",16,5,8,1,0.489577345686699
"81",17,1,8,5,0.658022190810723
"82",17,2,8,1,0.616169329801065
"83",17,3,0.5,0.05,0.567963895276634
"84",17,4,8,0.5,0.470961780064123
"85",17,5,4,0.2,0.505206516541979
"86",18,1,6,2,0.830788826848629
"87",18,2,0.5,0.05,0.670623124478907
"88",18,3,8,1,0.480047751461577
"89",18,4,4,0.2,0.453882571275244
"90",18,5,8,1,0.512477868959502
"91",19,1,6,0.5,0.655393016736228
"92",19,2,8,2,0.560814960271259
"93",19,3,0,0.01,0.583192005748541
"94",19,4,8,2,0.467960918411523
"95",19,5,6,0.2,0.467551716697915
"96",20,1,3,0.5,0.836769237929964
"97",20,2,3,0.2,0.490025908988293
"98",20,3,1,0.05,0.491695653370129
"99",20,4,8,0.2,0.405665387017583
"100",20,5,8,0.5,0.48637708241668
"101",21,1,6,1,0.859614075517106
"102",21,2,6,0.5,0.700121115325006
"103",21,3,8,5,0.8047013260828
"104",21,4,4,0.2,0.447364652670203
"105",21,5,4,0.1,0.601501166928255
"106",22,1,0.5,0.2,0.787173088438396
"107",22,2,6,1,0.773089360463603
"108",22,3,8,8,0.541734251651283
"109",22,4,2,0.1,0.58411451827272
"110",22,5,8,0.5,0.405240319394969
"111",23,1,8,2,0.486764064541444
"112",23,2,2,0.2,0.569728591822753
"113",23,3,8,8,0.56218264859131
"114",23,4,6,0.5,0.469694090627221
"115",23,5,8,2,0.437462695881848
"116",24,1,0.5,0.05,0.533949668027744
"117",24,2,8,8,0.450786760086398
"118",24,3,2,0.1,0.432381664414688
"119",24,4,6,0.5,0.478588683397705
"120",24,5,6,1,0.550860482954659
"121",25,1,6,0.5,0.524695080426036
"122",25,2,8,2,0.703422001782955
"123",25,3,8,0.5,0.675097367948012
"124",25,4,3,0.2,0.553748684980732
"125",25,5,1,0.1,0.523773051095502
"126",26,1,6,0.1,0.637932784517377
"127",26,2,8,0.2,0.488495726177298
"128",26,3,8,1,0.428308474187383
"129",26,4,6,0.2,0.454710797462481
"130",26,5,6,1,0.508193591154315
"131",27,1,4,0.5,0.71335890432778
"132",27,2,8,1,0.454940826977875
"133",27,3,4,0.2,0.538078288342485
"134",27,4,3,0.1,0.515955290392535
"135",27,5,3,0.1,0.445964046860091
"136",28,1,2,0.1,0.484438628325891
"137",28,2,8,5,0.461146932237188
"138",28,3,8,8,0.605924613864794
"139",28,4,2,0.2,0.880550184231779
"140",28,5,3,0.2,0.612257137782939
"141",29,1,8,8,0.707894142166434
"142",29,2,0.5,0.05,0.58160673386931
"143",29,3,6,1,0.717839586344023
