"","model","target","theta","lambda","rmse"
"1",1,1,2,0.1,0.781457174461658
"2",1,2,3,0.1,0.577456210161425
"3",1,3,8,0.2,0.577206634978299
"4",1,4,6,0.5,0.529157069556556
"5",1,5,8,0.5,0.564508014840862
"6",2,1,8,0.5,0.690443712115145
"7",2,2,1,0.1,0.670654132290624
"8",2,3,8,0.5,0.51300393880971
"9",2,4,8,0.5,0.601792052765607
"10",2,5,2,0.1,0.675467515956553
"11",3,1,1,0.1,0.797264102722263
"12",3,2,1,0.1,0.574043923910058
"13",3,3,6,1,0.866318606730172
"14",3,4,8,0.5,0.467150342215322
"15",3,5,4,0.2,0.689750942053526
"16",4,1,0.1,0.05,0.469499652662578
"17",4,2,8,2,0.641680294737078
"18",4,3,8,2,0.567245263516537
"19",4,4,8,0.5,0.44158362314852
"20",4,5,4,0.2,0.517867382825078
"21",5,1,0,0.05,0.544642752573447
"22",5,2,8,0.2,0.375147189754972
"23",5,3,8,0.2,0.427023472895543
"24",5,4,6,0.1,0.420898547268185
"25",5,5,8,2,0.424974190592609
"26",6,1,1,0.1,0.759714487183089
"27",6,2,0,0.05,0.591399890990445
"28",6,3,8,0.5,0.521409938962698
"29",6,4,3,0.05,0.50211195566797
"30",6,5,8,0.2,0.577518424195764
"31",7,1,0,0.01,0.638637065652554
"32",7,2,2,0.1,0.595606933932181
"33",7,3,1,0.1,0.670410824427792
"34",7,4,8,0.2,0.432727381927516
"35",7,5,4,0.2,0.5442098733139
"36",8,1,6,0.2,0.676330879572996
"37",8,2,3,0.1,0.660092905909965
"38",8,3,8,2,0.683890262991792
"39",8,4,1,0.1,0.49527802151086
"40",8,5,3,0.1,0.585342128484553
"41",9,1,0.1,0.05,0.549701169780599
"42",9,2,1,0.05,0.39211378429067
"43",9,3,8,2,0.507076192745026
"44",9,4,6,0.5,0.416964045229964
"45",9,5,6,0.2,0.399668096885246
"46",10,1,6,0.5,0.819423874250707
"47",10,2,6,0.1,0.486385124696356
"48",10,3,8,0.5,0.44259568903101
"49",10,4,8,0.2,0.418223091231224
"50",10,5,8,0.2,0.394935046711901
"51",11,1,8,0.2,0.550639678131744
"52",11,2,3,0.1,0.570537027524108
"53",11,3,1,0.05,0.656267230810317
"54",11,4,4,0.1,0.483813987734437
"55",11,5,8,0.2,0.456080602635252
"56",12,1,4,2,0.915045700776221
"57",12,2,2,0.1,0.762906862953289
"58",12,3,8,1,0.827690045361234
"59",12,4,4,0.05,0.483819045408076
"60",12,5,2,0.05,0.513687599918051
"61",13,1,8,0.5,0.522950073930563
"62",13,2,3,0.1,0.572550257949829
"63",13,3,8,2,0.520248275110924
"64",13,4,8,0.5,0.433650965861962
"65",13,5,8,0.2,0.517574275153597
"66",14,1,0,0,0.57779234579733
"67",14,2,8,2,0.482905407387344
"68",14,3,8,1,0.378170585747474
"69",14,4,4,0.1,0.519513686864809
"70",14,5,3,0.1,0.587422655518674
"71",15,1,0.5,0.05,0.597654911509828
"72",15,2,8,0.5,0.714694323364221
"73",15,3,8,0.2,0.635292725632982
"74",15,4,8,2,0.590399249471087
"75",15,5,6,0.2,0.513946475431363
"76",16,1,1,0.05,0.493907511397932
