"","model","target","theta","lambda","rmse"
"1",1,1,8,0.5,0.303095022355575
"2",1,2,8,0.5,0.104394914332231
"3",1,3,1,0.01,0.185918748752309
"4",1,4,0.5,0.01,0.310132054913044
"5",1,5,8,0.2,0.18560076175876
"6",2,1,8,0.2,0.111903109565493
"7",2,2,8,0.2,0.0960807854750559
"8",2,3,8,0.5,0.174833151192741
"9",2,4,8,0.2,0.235316779359067
"10",2,5,8,0.05,0.154660130041069
"11",3,1,8,0.1,0.132263963868678
"12",3,2,6,0.01,0.136678889877135
"13",3,3,8,0.01,0.152736048043254
"14",3,4,8,0.2,0.121691535847582
"15",3,5,8,0.1,0.158179507220053
"16",4,1,3,0.01,0.153935348986249
"17",4,2,8,0.5,0.120180896049648
"18",4,3,6,0.1,0.242706838477817
"19",4,4,0.5,0.01,0.381319294803881
"20",4,5,8,0.1,0.28643448023749
"21",5,1,0,0,0.140197117843841
"22",5,2,0.5,0.01,0.149770278329846
"23",5,3,8,0.1,0.194535046661829
"24",5,4,8,0.05,0.112661340283626
"25",5,5,8,0.05,0.162247692547494
"26",6,1,6,0.1,0.134023363915326
"27",6,2,8,0.1,0.130152223773102
"28",6,3,4,0.05,0.0925128955771345
"29",6,4,8,0.1,0.175699645084488
"30",6,5,8,0.05,0.141754032087556
"31",7,1,3,0.01,0.123729845613739
"32",7,2,8,0.5,0.140012512086093
"33",7,3,8,0.2,0.144408844467619
"34",7,4,6,0.01,0.109861324079678
"35",7,5,8,0.2,0.184047882476525
"36",8,1,8,0.1,0.106622100391739
"37",8,2,3,0.05,0.200564792092668
"38",8,3,8,0.05,0.109281844581386
"39",8,4,8,0.1,0.135374408357043
"40",8,5,8,0.2,0.155980565978594
"41",9,1,8,0.05,0.136573395122915
"42",9,2,8,1,0.152524678573851
"43",9,3,8,0.2,0.1687939540038
"44",9,4,8,0.1,0.0944514112664609
"45",9,5,6,0.05,0.166521102940986
"46",10,1,4,0.01,0.105546694648974
"47",10,2,8,0.2,0.128083164976179
"48",10,3,6,0.05,0.110839783988486
"49",10,4,6,0.05,0.126133464333183
"50",10,5,8,0.1,0.166058671189442
"51",11,1,4,0.05,0.101117441421909
"52",11,2,8,0.2,0.143406032694892
"53",11,3,8,0.2,0.161074104517904
"54",11,4,8,0.2,0.145255514348065
"55",11,5,8,0.2,0.16811915107683
"56",12,1,8,0.2,0.212855673464246
"57",12,2,8,0.2,0.20821689563
"58",12,3,8,0.1,0.150321473458769
"59",12,4,8,0.5,0.150783758891258
"60",12,5,6,0.1,0.172046861693522
"61",13,1,8,0.2,0.145619953367014
"62",13,2,6,0.2,0.107935651695362
"63",13,3,8,0.2,0.178215910042999
"64",13,4,8,0.5,0.348861257908637
"65",13,5,2,0.05,0.213673635906446
"66",14,1,4,0.01,0.120922955227562
"67",14,2,0.5,0,0.172465888267182
"68",14,3,8,0,0.159783956611986
"69",14,4,8,0.05,0.169136901909432
"70",14,5,4,0,0.224132987093413
"71",15,1,2,0.01,0.141267191320786
"72",15,2,8,0.2,0.102357751405355
"73",15,3,8,0.1,0.165303640916656
"74",15,4,6,0.1,0.0959212173354839
"75",15,5,8,0.01,0.144086438345285
"76",16,1,4,0.05,0.137235017681885
"77",16,2,8,0.2,0.0851157744998334
"78",16,3,8,0.05,0.11757202095361
"79",16,4,8,5,0.161578819747879
"80",16,5,8,0.1,0.203669090461811
"81",17,1,8,0.2,0.188297891754863
"82",17,2,8,0.2,0.128366153879264
"83",17,3,8,0.1,0.18905932637213
"84",17,4,8,0.05,0.141355361575291
"85",17,5,8,0.2,0.167523651602416
"86",18,1,8,0.1,0.114633053566519
"87",18,2,8,0.2,0.148030603196978
"88",18,3,3,0.05,0.189871205660836
"89",18,4,8,0.1,0.136488187140793
"90",18,5,8,0.2,0.171540699112983
"91",19,1,2,0.01,0.117533724961282
"92",19,2,8,0.2,0.152693805780317
"93",19,3,8,0.05,0.128360023366885
"94",19,4,3,0.01,0.146562374023059
"95",19,5,6,0,0.205475860779275
"96",20,1,4,0.1,0.12048355790187
"97",20,2,8,0.2,0.162019916949362
"98",20,3,8,0.1,0.136443760397932
"99",20,4,3,0.01,0.135241861428677
"100",20,5,8,0.01,0.149045459619111
"101",21,1,8,0.2,0.166898667880641
"102",21,2,8,0.2,0.0922009539926386
"103",21,3,8,0.2,0.201323988943828
"104",21,4,8,0.2,0.0910704980160886
"105",21,5,8,0.1,0.14534410114172
