"","model","target","theta","lambda","rmse"
"1",1,1,8,0.2,0.312840416518155
"2",1,2,8,0.2,0.104660204680422
"3",1,3,1,0.01,0.186060577078903
"4",1,4,0.5,0.01,0.309216601377699
"5",1,5,8,0.1,0.186096013093171
"6",2,1,8,0.1,0.11638934731064
"7",2,2,8,0.2,0.0962855418624481
"8",2,3,8,0.2,0.174457202323815
"9",2,4,6,0.1,0.240869108827985
"10",2,5,8,0.05,0.156061432947949
"11",3,1,8,0.1,0.132066825132213
"12",3,2,6,0.01,0.137247503351146
"13",3,3,8,0,0.153216208840387
"14",3,4,8,0.2,0.124779546614466
"15",3,5,8,0.1,0.159120317233216
"16",4,1,3,0.01,0.153238878836219
"17",4,2,8,2,0.123818193811872
"18",4,3,6,0.05,0.243421585040934
"19",4,4,0.5,0.01,0.380743095303472
"20",4,5,8,0.05,0.290305617316449
"21",5,1,0,0.01,0.139545752667598
"22",5,2,0.1,0.01,0.150214424510811
"23",5,3,8,0.1,0.196785031965134
"24",5,4,8,0.05,0.113116116547511
"25",5,5,8,0.01,0.162986941115576
"26",6,1,3,0,0.134808146272701
"27",6,2,8,0.1,0.131512735617527
"28",6,3,3,0.01,0.0936353694378972
"29",6,4,8,0.05,0.175965480545741
"30",6,5,8,0.01,0.143327149901134
"31",7,1,3,0,0.123834678225105
"32",7,2,8,0.2,0.139303564694773
"33",7,3,8,0,0.146350863064343
"34",7,4,6,0.01,0.109898579155064
"35",7,5,8,0.2,0.186127776416919
"36",8,1,8,0.1,0.108711830900915
"37",8,2,0.5,0.01,0.200149780333014
"38",8,3,8,0.01,0.107907211405029
"39",8,4,8,0.05,0.140216801853556
"40",8,5,8,0.1,0.156125479410314
"41",9,1,8,0.01,0.139112750944501
"42",9,2,8,1,0.154567042286415
"43",9,3,8,0.2,0.170072950789837
"44",9,4,8,0.05,0.0985717867972471
"45",9,5,6,0.05,0.16668830141509
"46",10,1,6,0.05,0.105065166833124
"47",10,2,8,0.1,0.133253281242756
"48",10,3,4,0,0.1116615737218
"49",10,4,8,0.05,0.126302350549157
"50",10,5,8,0.05,0.166603929153587
"51",11,1,3,0.01,0.101048240840368
"52",11,2,8,0.1,0.146936132652775
"53",11,3,8,0.1,0.165535490044438
"54",11,4,8,0.2,0.150498038614317
"55",11,5,8,0.1,0.166851868696938
"56",12,1,8,0.1,0.217500914216785
