"","model","target","theta","lambda","rmse"
"1",1,1,8,0.2,0.316453078525987
"2",1,2,8,0.05,0.110471846004054
"3",1,3,1,0,0.186264879962125
"4",1,4,0.5,0.01,0.309061177892943
"5",1,5,8,0.05,0.187064322177334
"6",2,1,8,0.01,0.120734852424463
"7",2,2,8,0.1,0.0982809150411878
"8",2,3,8,0.2,0.174161520874489
"9",2,4,3,0.01,0.244528269922471
"10",2,5,8,0.01,0.156567649671313
"11",3,1,8,0.05,0.131930422439035
"12",3,2,6,0,0.137284207172869
"13",3,3,8,0,0.153216208840387
"14",3,4,8,0.2,0.128312614037414
"15",3,5,8,0.1,0.15996103429817
"16",4,1,3,0.01,0.15276811406624
"17",4,2,8,1,0.123818193811872
"18",4,3,4,0,0.244936089433632
"19",4,4,0.5,0.01,0.380636978038493
"20",4,5,8,0.01,0.292760876691696
"21",5,1,0.1,0.01,0.138643972550619
"22",5,2,0.1,0,0.150486941194693
"23",5,3,8,0.05,0.198642605053112
"24",5,4,4,0.01,0.114042674940452
"25",5,5,8,0,0.163574359817055
"26",6,1,3,0,0.134808146272701
"27",6,2,8,0.05,0.132693564187231
"28",6,3,3,0,0.0938186286355509
"29",6,4,8,0.05,0.176879120240723
"30",6,5,8,0,0.143759966178337
"31",7,1,3,0,0.123834678225105
"32",7,2,3,0.05,0.140321396189755
"33",7,3,8,0,0.146350863064343
"34",7,4,8,0.05,0.109305176549806
"35",7,5,8,0.2,0.184572638207181
"36",8,1,6,0.05,0.110170390275153
"37",8,2,0.5,0.01,0.200733345888801
"38",8,3,8,0.01,0.106618624574919
"39",8,4,6,0,0.14454118266857
"40",8,5,8,0.05,0.158237241774499
"41",9,1,8,0,0.1392301625582
"42",9,2,8,0.5,0.154576329464702
"43",9,3,6,0.05,0.169797460199496
"44",9,4,8,0.01,0.10064342281791
"45",9,5,6,0.05,0.167388094078855
"46",10,1,6,0.05,0.104640795888465
"47",10,2,8,0,0.134026128747087
"48",10,3,4,0,0.1116615737218
"49",10,4,6,0.01,0.126445172260444
"50",10,5,8,0.01,0.168163141026756
"51",11,1,3,0.01,0.101185312878926
"52",11,2,8,0.05,0.150186709315301
"53",11,3,8,0.05,0.171306968213654
"54",11,4,8,0.1,0.152709392798234
"55",11,5,8,0.1,0.166010999885334
"56",12,1,8,0.05,0.220452188702426
"57",12,2,8,0.1,0.214299462334696
"58",12,3,8,0.05,0.150350616361385
"59",12,4,6,0.1,0.150030721023651
"60",12,5,6,0.01,0.176158176911917
"61",13,1,1,0,0.155512461488345
"62",13,2,4,0.01,0.114630951292626
"63",13,3,8,0.1,0.185690132562259
"64",13,4,0,0.01,0.354202773733051
"65",13,5,2,0.01,0.213481359864734
"66",14,1,4,0.01,0.120027833148304
"67",14,2,0.5,0,0.172465888267182
"68",14,3,8,0,0.159783956611986
"69",14,4,8,0.01,0.171356385363739
"70",14,5,4,0,0.224132987093413
"71",15,1,2,0,0.141450400666441
"72",15,2,8,0.01,0.112626483132849
"73",15,3,8,0.05,0.167047632106711
"74",15,4,4,0,0.0963527632327248
"75",15,5,8,0,0.144172397579787
"76",16,1,3,0,0.138617126869984
"77",16,2,8,0,0.0869223955020722
"78",16,3,8,0.01,0.119341385027949
"79",16,4,8,0.5,0.16094148279276
"80",16,5,8,0.1,0.2039504880731
"81",17,1,8,0.01,0.204671942224156
"82",17,2,8,0.01,0.133325283529304
"83",17,3,8,0.1,0.196349199359963
"84",17,4,8,0.01,0.141784029149143
"85",17,5,8,0.1,0.172121012192716
"86",18,1,8,0.05,0.118085089646604
"87",18,2,8,0.05,0.156430767150599
"88",18,3,3,0.01,0.191449080772748
"89",18,4,8,0.05,0.140650401773681
"90",18,5,8,0.1,0.176187927017109
"91",19,1,2,0,0.118929594355036
"92",19,2,8,0.1,0.161060350392286
"93",19,3,8,0.01,0.131154806910171
"94",19,4,8,0.1,0.146022411142209
"95",19,5,6,0,0.205475860779275
"96",20,1,6,0.05,0.124867310703734
"97",20,2,8,0.1,0.168849124149909
"98",20,3,8,0.05,0.130913139827635
"99",20,4,3,0.01,0.134626575459438
"100",20,5,8,0,0.149876006496486
"101",21,1,3,0.01,0.169383518607536
"102",21,2,8,0.2,0.0980220550619691
"103",21,3,8,0.05,0.210124901294651
"104",21,4,8,0.1,0.0985580563586413
"105",21,5,8,0.05,0.151414945625284
"106",22,1,8,0.01,0.155755366533552
"107",22,2,0,0,0.108239235837025
"108",22,3,8,0.01,0.1682023915398
"109",22,4,8,0.2,0.33409697484199
"110",22,5,6,0.05,0.230568810518929
"111",23,1,6,0.1,0.144952340506813
"112",23,2,6,0.1,0.140193756625658
"113",23,3,2,0.01,0.151918649907053
"114",23,4,8,0.05,0.211814514868621
"115",23,5,8,0.1,0.232101771414579
"116",24,1,8,0.05,0.146876214451388
"117",24,2,8,0.05,0.149011968026861
"118",24,3,2,0.01,0.150509183845467
"119",24,4,8,0.01,0.150656464315228
"120",24,5,1,0,0.238641560697978
"121",25,1,2,0.01,0.142564292007651
"122",25,2,3,0,0.17623788270934
"123",25,3,8,0.1,0.128800114226436
"124",25,4,3,0.01,0.127806674134926
"125",25,5,8,0.1,0.166042318845506
"126",26,1,8,0.1,0.219266429434752
"127",26,2,6,0.05,0.130185574023054
"128",26,3,4,0.01,0.170265583169775
"129",26,4,8,0.1,0.218403172243867
"130",26,5,8,0.05,0.185145735647199
"131",27,1,8,0.05,0.140631572199046
"132",27,2,2,0.01,0.198243334018515
"133",27,3,4,0.05,0.172414351839586
"134",27,4,8,0.2,0.144422478904029
"135",27,5,8,0.05,0.242502543611778
"136",28,1,8,0.01,0.157225219840664
"137",28,2,8,1,0.160904278649787
"138",28,3,8,0,0.155528309455178
"139",28,4,8,0.05,0.102988459781602
"140",28,5,4,0,0.183872560379236
"141",29,1,2,0.01,0.13178421798622
"142",29,2,0,0.01,0.224757055351245
"143",29,3,8,0.01,0.122587960949017
"144",29,4,6,0.05,0.162855104714777
"145",29,5,8,0.1,0.186624423685868
"146",30,1,2,0,0.12983405271775
"147",30,2,8,0.05,0.120633895368249
"148",30,3,8,0.05,0.124341570613014
"149",30,4,8,0,0.145524716406669
"150",30,5,4,0,0.195535972501568
"151",31,1,6,0.01,0.195516819832596
"152",31,2,8,0,0.112529283213408
"153",31,3,0.5,0,0.136989282854992
"154",31,4,3,0.01,0.226548075194055
"155",31,5,3,0.01,0.259887818844214
"156",32,1,8,0.2,0.168004312974372
"157",32,2,8,0.05,0.118526373207532
"158",32,3,6,0,0.143494079721378
"159",32,4,8,0.01,0.133901262569561
"160",32,5,8,0.1,0.158773246478844
"161",33,1,4,0.01,0.128699105414202
"162",33,2,3,0.01,0.125896182988159
"163",33,3,4,0,0.133210123018619
"164",33,4,8,0,0.141134582377627
"165",33,5,8,0.5,0.18944474564763
"166",34,1,8,0.1,0.1163598618561
"167",34,2,8,0.01,0.115903275837969
"168",34,3,3,0,0.150572825131877
"169",34,4,8,0,0.124424413569464
"170",34,5,8,0.1,0.208962720143715
"171",35,1,0,0.01,0.136871393920853
"172",35,2,2,0.01,0.132931920438411
"173",35,3,3,0,0.184301946438939
"174",35,4,8,1,0.171529618640613
"175",35,5,3,0,0.229898820591805
"176",36,1,8,0.01,0.108187194289169
"177",36,2,8,0.05,0.157035690202077
"178",36,3,8,0.1,0.120740858298524
"179",36,4,2,0,0.124333996396248
"180",36,5,8,0.05,0.181200471399895
"181",37,1,8,0.1,0.162041838710193
"182",37,2,8,0.1,0.118223201565995
"183",37,3,8,0.01,0.114534340748549
"184",37,4,2,0.01,0.106623176767816
"185",37,5,8,0.2,0.218675485075391
"186",38,1,8,0.01,0.098401940801327
"187",38,2,8,0.5,0.132586771506477
"188",38,3,8,0.01,0.133958383100344
"189",38,4,4,0.01,0.082854557978074
"190",38,5,8,0.1,0.162602900763988
"191",39,1,3,0.01,0.145995900941338
"192",39,2,8,0.1,0.173009937810218
"193",39,3,3,0,0.136911395604187
"194",39,4,6,0.05,0.142313702342198
"195",39,5,8,0.1,0.158251335623659
"196",40,1,8,0.05,0.164531421475685
"197",40,2,8,0.05,0.149610674932347
"198",40,3,3,0,0.226627362341759
"199",40,4,8,0.05,0.123129414019819
"200",40,5,8,0.05,0.13475267338877
"201",41,1,8,0,0.150533930724893
"202",41,2,2,0.01,0.152735089797099
"203",41,3,3,0.01,0.165740270610553
"204",41,4,8,0.05,0.134873046924413
"205",41,5,8,0.05,0.139921640956426
"206",42,1,4,0.01,0.16154081293845
"207",42,2,8,0.05,0.145943272642209
"208",42,3,8,0,0.125373063171872
"209",42,4,8,0,0.121863395617481
"210",42,5,8,0.05,0.186107830456969
"211",43,1,0.5,0,0.171991951451809
"212",43,2,6,0,0.173645675878137
"213",43,3,8,0.1,0.170831573081894
"214",43,4,8,0.1,0.13361518828319
"215",43,5,8,0.05,0.147052212997578
"216",44,1,1,0,0.18256405443414
"217",44,2,8,0.2,0.15415183314174
"218",44,3,8,0.1,0.129754884098065
"219",44,4,4,0.05,0.140356181628193
"220",44,5,6,0.01,0.178215230535333
"221",45,1,8,0.2,0.109729077758399
"222",45,2,0.5,0.01,0.2102425691725
"223",45,3,3,0,0.125365834702264
"224",45,4,4,0,0.148321361969472
"225",45,5,8,0.1,0.165008998795282
"226",46,1,3,0.01,0.101036910129087
"227",46,2,8,0.05,0.123599212349621
"228",46,3,6,0,0.117888080080256
"229",46,4,8,0.1,0.217187208473426
"230",46,5,8,0.01,0.183493163190158
"231",47,1,8,0,0.119586841076504
"232",47,2,8,0.05,0.144877620643169
"233",47,3,4,0.01,0.155730541031171
"234",47,4,6,0,0.115827736908192
"235",47,5,8,0.05,0.161955858960941
"236",48,1,8,0.2,0.127206630491889
"237",48,2,8,0.1,0.0912868892462382
"238",48,3,8,0.05,0.136250072173744
"239",48,4,4,0.05,0.155384284602522
"240",48,5,8,0.1,0.209525726988232
"241",49,1,4,0,0.155715812410002
"242",49,2,8,0.05,0.220672303942746
"243",49,3,6,0.05,0.124574881195399
"244",49,4,8,0.5,0.246393543543609
"245",49,5,4,0.1,0.274097714782074
"246",50,1,3,0.01,0.16620513649838
"247",50,2,8,0,0.182745393890814
"248",50,3,0.5,0.01,0.120252505480434
"249",50,4,0,0.01,0.196338647696061
"250",50,5,0,0,0.357197894737794
