"","model","target","theta","lambda","rmse"
"1",1,1,8,0.2,0.316375620372391
"2",1,2,8,0.1,0.110049717228049
"3",1,3,1,0,0.186264879962125
"4",1,4,0.5,0.01,0.309007169087092
"5",1,5,6,0.05,0.18672110513759
"6",2,1,8,0.01,0.120343042131367
"7",2,2,8,0.1,0.0976687980909978
"8",2,3,8,0.2,0.173995393970588
"9",2,4,3,0.01,0.244502885627737
"10",2,5,8,0.01,0.156628344507267
"11",3,1,8,0.05,0.13177850910399
"12",3,2,6,0,0.137284207172869
"13",3,3,8,0,0.153216208840387
"14",3,4,8,0.2,0.128087903903499
"15",3,5,8,0.1,0.159781183352795
"16",4,1,3,0.01,0.152799145276414
"17",4,2,8,1,0.123818193811872
"18",4,3,4,0,0.244936089433632
"19",4,4,0.5,0.01,0.380610369631738
"20",4,5,8,0.01,0.292739279932034
"21",5,1,0.5,0.01,0.138645416431523
"22",5,2,0.1,0,0.150486941194693
"23",5,3,8,0.05,0.198781536753586
"24",5,4,4,0.01,0.114016818346802
"25",5,5,8,0,0.163574359817055
"26",6,1,3,0,0.134808146272701
"27",6,2,8,0.05,0.132619883286823
"28",6,3,3,0,0.0938186286355509
"29",6,4,8,0.05,0.176699914665704
"30",6,5,8,0,0.143759966178337
"31",7,1,3,0,0.123834678225105
"32",7,2,3,0.05,0.140311809430156
"33",7,3,8,0,0.146350863064343
"34",7,4,8,0.05,0.109646029781259
"35",7,5,8,0.2,0.184965113203382
"36",8,1,6,0.05,0.109996742039407
"37",8,2,0.5,0.01,0.200537017432873
"38",8,3,8,0.01,0.106604633674068
"39",8,4,6,0,0.14454118266857
"40",8,5,8,0.1,0.15761300605719
"41",9,1,8,0,0.1392301625582
"42",9,2,8,0.5,0.154559183567969
"43",9,3,6,0.05,0.169804900347276
"44",9,4,8,0.01,0.100499704193827
"45",9,5,6,0.05,0.167103574427058
"46",10,1,6,0.05,0.104586297849182
"47",10,2,8,0,0.134026128747087
"48",10,3,4,0,0.1116615737218
"49",10,4,6,0.01,0.126443476328469
"50",10,5,8,0.01,0.168210444056839
"51",11,1,3,0.01,0.101136149666561
"52",11,2,8,0.1,0.150064404627968
"53",11,3,8,0.05,0.170432303085667
"54",11,4,8,0.1,0.152313077436956
"55",11,5,8,0.1,0.165763408010682
"56",12,1,8,0.05,0.220669130433688
"57",12,2,8,0.2,0.213650794224592
"58",12,3,8,0.1,0.150040324392083
"59",12,4,6,0.1,0.149902607673669
"60",12,5,6,0.05,0.175687992361212
"61",13,1,8,0.1,0.154524919355145
"62",13,2,4,0.01,0.114464191239868
"63",13,3,8,0.1,0.18584192295403
"64",13,4,0,0.01,0.354664489752091
"65",13,5,2,0.01,0.213486065782614
"66",14,1,4,0.01,0.120132488383882
"67",14,2,0.5,0,0.172465888267182
"68",14,3,8,0,0.159783956611986
"69",14,4,8,0.01,0.17167668246112
"70",14,5,4,0,0.224132987093413
"71",15,1,2,0,0.141450400666441
"72",15,2,8,0.05,0.112120746112956
"73",15,3,8,0.05,0.167060429799512
"74",15,4,4,0,0.0963527632327248
"75",15,5,8,0,0.144172397579787
"76",16,1,3,0,0.138617126869984
"77",16,2,8,0,0.0869223955020722
"78",16,3,8,0.01,0.11927623351255
"79",16,4,8,0.5,0.160732535794716
"80",16,5,8,0.1,0.203927422071197
"81",17,1,8,0.01,0.204308909335278
"82",17,2,8,0.01,0.133103464790036
