"","model","target","theta","lambda","rmse"
"1",1,1,8,0.2,0.310231394484569
"2",1,2,8,0.2,0.103980676519847
"3",1,3,1,0.01,0.185996265927636
"4",1,4,0.5,0.01,0.309385967083424
"5",1,5,8,0.1,0.186057580031461
"6",2,1,8,0.1,0.114807153364593
"7",2,2,8,0.2,0.0963089184634885
"8",2,3,8,0.5,0.174570384931922
"9",2,4,8,0.2,0.239342492203345
"10",2,5,8,0.05,0.155755783197132
"11",3,1,8,0.1,0.131846310205919
"12",3,2,6,0.01,0.137053893005926
"13",3,3,8,0,0.153216208840387
"14",3,4,8,0.2,0.123267252603949
"15",3,5,8,0.1,0.158798048357088
"16",4,1,3,0.01,0.153458944938495
"17",4,2,8,0.5,0.122865287953371
"18",4,3,6,0.1,0.242962492567065
"19",4,4,0.5,0.01,0.380920286910728
"20",4,5,8,0.05,0.289498549546059
"21",5,1,0,0.01,0.139814680041153
"22",5,2,0.1,0.01,0.149957086335664
"23",5,3,8,0.1,0.196425086253604
"24",5,4,8,0.05,0.113046466551257
"25",5,5,8,0.01,0.162808420286388
"26",6,1,3,0,0.134808146272701
"27",6,2,8,0.1,0.131274262104588
"28",6,3,4,0.05,0.09303016638338
"29",6,4,8,0.05,0.176054008900512
"30",6,5,8,0.01,0.143068409578582
"31",7,1,3,0.01,0.123832892179816
"32",7,2,8,0.2,0.138834340653299
"33",7,3,8,0,0.146350863064343
"34",7,4,6,0.01,0.109881972747917
"35",7,5,8,0.2,0.185410107452459
"36",8,1,8,0.1,0.108331414550584
"37",8,2,1,0.01,0.200403067345948
"38",8,3,8,0.01,0.10859970667216
"39",8,4,8,0.1,0.138287574873669
"40",8,5,8,0.2,0.155946949663826
"41",9,1,8,0.05,0.138576269504904
"42",9,2,8,2,0.154576635361987
"43",9,3,8,0.2,0.169400586405699
"44",9,4,8,0.05,0.0973346066022865
"45",9,5,6,0.05,0.166517115713573
"46",10,1,4,0.01,0.105254195987245
"47",10,2,8,0.2,0.131659962351038
"48",10,3,4,0.01,0.111593163800096
"49",10,4,6,0.05,0.126110241921522
"50",10,5,8,0.05,0.166341648048453
"51",11,1,3,0.01,0.101062254091858
"52",11,2,8,0.1,0.146542209316954
"53",11,3,8,0.1,0.164151977023297
