"","model","target","theta","lambda","rmse"
"1",1,1,0,0.05,0.696467930661938
"2",1,2,8,1,0.303742063702458
"3",1,3,0,0.01,0.491952684184889
"4",1,4,2,0.05,0.67401927177166
"5",1,5,4,0.1,0.640828869703145
"6",2,1,8,0.2,0.391507883450608
"7",2,2,8,0.5,0.227344358645573
"8",2,3,8,2,0.43432533808666
"9",2,4,8,0.5,0.591324104196035
"10",2,5,8,0.2,0.4612767862784
"11",3,1,6,0.1,0.492189689746121
"12",3,2,8,0.2,0.339614338475186
"13",3,3,0,0,0.453952479309901
"14",3,4,8,0.2,0.303548910432654
"15",3,5,6,0.2,0.51160800690148
"16",4,1,3,0.1,0.402061424045994
"17",4,2,8,0.2,0.352065821004156
"18",4,3,8,0.5,0.561622646711715
"19",4,4,4,0.05,0.760090406106816
"20",4,5,8,0.2,0.718886411261037
"21",5,1,8,0.2,0.370060545318522
"22",5,2,6,0.05,0.364843223421641
"23",5,3,2,0.1,0.383662428327382
"24",5,4,8,2,0.342138605126887
"25",5,5,6,0.2,0.441203290198707
"26",6,1,6,0.2,0.352955786542127
"27",6,2,8,0.2,0.360545226058713
"28",6,3,8,2,0.286708834163382
"29",6,4,0,0.05,0.555217012508284
"30",6,5,6,0.5,0.445074566719026
"31",7,1,0.1,0.05,0.454186292618936
"32",7,2,8,0.05,0.33946299895354
"33",7,3,8,2,0.353783590865545
"34",7,4,3,0.05,0.368526461251024
"35",7,5,6,0.5,0.591441532964074
"36",8,1,8,1,0.375875640795847
"37",8,2,6,0.5,0.476548829356087
"38",8,3,8,0.05,0.419691991903131
"39",8,4,8,0.5,0.451211069389503
"40",8,5,8,0.5,0.477063260485567
"41",9,1,2,0.01,0.452979876861428
"42",9,2,0,0.01,0.393835421097408
"43",9,3,8,2,0.450702351708564
"44",9,4,0,0.01,0.414619823680142
"45",9,5,4,0.2,0.46621069431969
"46",10,1,0,0.01,0.365186138396245
"47",10,2,8,2,0.32626766250648
"48",10,3,8,0.5,0.400200697708955
"49",10,4,8,0,0.386262058435327
"50",10,5,6,0.2,0.514319102252988
"51",11,1,8,1,0.423932220561749
"52",11,2,6,0.5,0.41763234260166
"53",11,3,8,0.2,0.422349093775721
"54",11,4,4,0,0.531183221252922
"55",11,5,6,0.2,0.414810758769161
"56",12,1,8,0.5,0.481577235389556
"57",12,2,8,1,0.570859264910658
"58",12,3,8,0.05,0.360573390591902
"59",12,4,8,1,0.351129684064237
"60",12,5,8,0.5,0.446964419125902
"61",13,1,2,0.1,0.583289950613738
"62",13,2,8,1,0.315555471727601
"63",13,3,3,0.1,0.533112047531005
"64",13,4,3,0.1,0.748781585543749
"65",13,5,2,0.05,0.562832154064556
"66",14,1,8,2,0.358864732954595
"67",14,2,0,0.05,0.421410920047044
"68",14,3,4,0.2,0.477743831035309
"69",14,4,4,0.1,0.395844142659323
"70",14,5,4,0.05,0.620873957562228
"71",15,1,8,0.1,0.17646166456254
"72",15,2,3,0.01,0.356288877294091
"73",15,3,4,0.1,0.547449157326128
"74",15,4,8,2,0.224768488434004
"75",15,5,6,0.05,0.353761260215898
"76",16,1,8,0.01,0.37167650363103
"77",16,2,8,0,0.226145670056553
"78",16,3,6,0.2,0.403584308365524
"79",16,4,0,0,0.303368439933336
"80",16,5,4,0.1,0.54411555024714
"81",17,1,2,0.1,0.601220839127415
"82",17,2,1,0.1,0.418170144480334
"83",17,3,4,0.2,0.544590083053014
"84",17,4,8,0.2,0.389478102753432
"85",17,5,8,0.2,0.50496292755979
"86",18,1,6,0.1,0.373031662922581
"87",18,2,1,0.01,0.3721178943324
"88",18,3,8,0.1,0.42212298106059
"89",18,4,8,0.2,0.356956355502911
"90",18,5,4,0.1,0.481443269826452
"91",19,1,8,2,0.309960297522184
"92",19,2,8,1,0.400768479844283
"93",19,3,8,2,0.380828896118721
"94",19,4,4,0.05,0.446821704211899
"95",19,5,6,0.1,0.591388785600863
"96",20,1,8,0.5,0.429672376521135
"97",20,2,8,0.5,0.442836922441306
"98",20,3,8,0.5,0.399601482839386
"99",20,4,4,0.01,0.292992108182258
"100",20,5,6,0.1,0.389245472911393
"101",21,1,8,0.1,0.362884217441795
"102",21,2,8,0.01,0.317022325491882
"103",21,3,0,0,0.399787688277849
"104",21,4,0,0.01,0.384550153598468
"105",21,5,8,0.5,0.448688316004135
"106",22,1,8,0.5,0.484121239046593
"107",22,2,8,1,0.305693687876083
"108",22,3,0.5,0.01,0.393407518539803
"109",22,4,8,1,0.722083492881517
"110",22,5,8,0.2,0.466547390556736
"111",23,1,4,0.2,0.356227788048275
"112",23,2,8,0.2,0.349144657534499
"113",23,3,2,0,0.355061652213834
"114",23,4,6,0.2,0.441729820777109
"115",23,5,6,0.2,0.529480307846882
"116",24,1,8,0.5,0.330775353697239
"117",24,2,0.5,0.05,0.35551002477934
"118",24,3,0,0.01,0.315934221568931
"119",24,4,8,0.5,0.384049180770804
"120",24,5,2,0.05,0.631454557790357
"121",25,1,8,2,0.437532518251458
"122",25,2,8,0.01,0.384929669838949
"123",25,3,8,0.2,0.358191372993843
"124",25,4,8,0.2,0.317580143144037
"125",25,5,6,0.5,0.536046783901128
"126",26,1,6,2,0.640394599991303
"127",26,2,8,2,0.412823343088652
"128",26,3,6,0.1,0.372324831373503
"129",26,4,4,0.05,0.610946253176727
"130",26,5,8,0.2,0.486460330918971
"131",27,1,0,0.01,0.31543015008139
"132",27,2,2,0.01,0.420413638682858
"133",27,3,8,0.05,0.366304460370386
"134",27,4,6,1,0.403217084070673
"135",27,5,3,0.1,0.605305922622302
"136",28,1,0,0.01,0.475559930782254
"137",28,2,8,1,0.412894582083232
"138",28,3,0,0.01,0.390868910227353
"139",28,4,4,0.1,0.345982940990289
"140",28,5,1,0.05,0.526601083696021
"141",29,1,8,0.05,0.282051029708304
"142",29,2,0,0.05,0.455400277016194
"143",29,3,3,0.01,0.484942729058172
"144",29,4,8,1,0.429378510759728
"145",29,5,3,0.1,0.502214476270316
"146",30,1,0.5,0.05,0.224291284161084
"147",30,2,2,0.1,0.422008261355643
"148",30,3,3,0.1,0.542456934805579
"149",30,4,8,1,0.374650118666865
"150",30,5,4,0.05,0.452624670280861
"151",31,1,0.5,0.01,0.387024572438314
"152",31,2,8,1,0.349044948491181
"153",31,3,1,0.05,0.328139291869253
"154",31,4,8,0.5,0.509669275914045
"155",31,5,6,0.2,0.646420222319094
"156",32,1,8,2,0.355345926684591
"157",32,2,6,1,0.289660802984709
"158",32,3,8,2,0.45984193803261
"159",32,4,6,0.2,0.432742636335977
"160",32,5,8,0.1,0.424427025078467
"161",33,1,0,0.05,0.419247407333805
"162",33,2,8,0.05,0.387277375949143
"163",33,3,0,0.01,0.375192286808611
"164",33,4,6,1,0.391703619474031
"165",33,5,8,0.5,0.531674618387461
"166",34,1,8,0.2,0.332262976630743
"167",34,2,0.5,0,0.357630582658176
"168",34,3,6,0.1,0.379756360015838
"169",34,4,8,0.2,0.259598085762497
"170",34,5,3,0.1,0.570120300106136
"171",35,1,0,0.05,0.379898977103046
"172",35,2,8,0.5,0.447122690774556
"173",35,3,8,0.1,0.513790987072903
"174",35,4,8,2,0.332139757226439
"175",35,5,2,0,0.581299755411587
"176",36,1,8,1,0.408479333807922
"177",36,2,8,1,0.352968138475415
"178",36,3,3,0.05,0.338267401758152
"179",36,4,8,0.2,0.322122059004122
"180",36,5,6,0.5,0.409877767853844
"181",37,1,1,0,0.379489495854115
"182",37,2,8,0.5,0.28109012690855
"183",37,3,8,0,0.478500787085135
"184",37,4,2,0.05,0.316180496078318
"185",37,5,6,0.5,0.496218124087844
"186",38,1,8,0.2,0.346908837708479
"187",38,2,6,2,0.343545202273514
"188",38,3,1,0.01,0.417194169302984
"189",38,4,0.5,0.05,0.415666921871684
"190",38,5,8,0.5,0.394851414307763
"191",39,1,8,0,0.350637868844712
"192",39,2,8,1,0.352787624682525
"193",39,3,4,0.1,0.335921038377263
"194",39,4,1,0.05,0.361727549982903
"195",39,5,8,0.1,0.454330409416589
"196",40,1,6,0.5,0.403814567295491
"197",40,2,8,1,0.419739229987869
"198",40,3,8,2,0.437728101660368
"199",40,4,4,0,0.2682018868701
"200",40,5,8,0.5,0.418444309143731
"201",41,1,8,2,0.433442480179662
"202",41,2,0.5,0.01,0.421741068852546
"203",41,3,8,0.2,0.342330283391272
"204",41,4,6,0.1,0.491247069386534
"205",41,5,6,0.2,0.441426934037298
"206",42,1,8,0.5,0.415373407868085
"207",42,2,8,1,0.372597640269046
"208",42,3,8,0.05,0.341598407696965
"209",42,4,6,1,0.395889197761128
"210",42,5,4,0.1,0.532632638333342
"211",43,1,0.5,0,0.613125218566617
"212",43,2,8,2,0.471192009713044
"213",43,3,6,0,0.304771157133339
"214",43,4,1,0.05,0.430999301592043
"215",43,5,6,0.2,0.381100387177966
"216",44,1,0,0.01,0.445242889934491
"217",44,2,6,0.5,0.451705827534877
"218",44,3,6,0.2,0.416089852744431
"219",44,4,8,0.2,0.388772589305513
"220",44,5,8,1,0.5478092962128
"221",45,1,8,2,0.288420024044782
"222",45,2,8,0.2,0.467868031581262
"223",45,3,8,2,0.334654930226428
"224",45,4,1,0.05,0.421225614408654
"225",45,5,6,0.2,0.468798353514143
"226",46,1,8,1,0.490127184935789
"227",46,2,0,0.05,0.354261109438627
"228",46,3,3,0.01,0.293708746780325
"229",46,4,4,0.1,0.470875060094581
"230",46,5,6,0.2,0.541845722308075
"231",47,1,1,0.05,0.333858564848877
"232",47,2,8,2,0.391363963070778
"233",47,3,2,0.05,0.54719803868704
"234",47,4,8,2,0.312966087168451
"235",47,5,8,0.2,0.436259418855559
"236",48,1,8,1,0.371287193120128
"237",48,2,8,2,0.347538748523566
"238",48,3,4,0.2,0.409318242900926
"239",48,4,8,0.2,0.36128809715502
"240",48,5,4,0.1,0.568936818624998
"241",49,1,8,0.5,0.439422403053653
"242",49,2,6,0.1,0.547590459363011
"243",49,3,4,0.1,0.366568428255575
"244",49,4,6,0.1,0.615605896739411
"245",49,5,2,0.2,0.770669542196109
"246",50,1,6,0.2,0.480313597999249
"247",50,2,0,0.05,0.406206693871907
"248",50,3,1,0.01,0.392821590164685
"249",50,4,2,0.01,0.428365808406799
"250",50,5,6,0.2,0.737415247399624
