"","model","target","theta","lambda","rmse"
"1",1,1,0,0.1,0.699205540808349
"2",1,2,8,1,0.300522969265519
"3",1,3,0,0.01,0.492525335357345
"4",1,4,2,0.05,0.673557029006611
"5",1,5,4,0.2,0.640519203372759
"6",2,1,8,0.2,0.388120775408539
"7",2,2,8,0.5,0.225405538049355
"8",2,3,8,2,0.434252780866235
"9",2,4,8,1,0.591860451030793
"10",2,5,8,0.5,0.460702403773451
"11",3,1,6,0.2,0.49043256910417
"12",3,2,8,0.2,0.341391797772414
"13",3,3,0,0.01,0.453596688270187
"14",3,4,8,0.5,0.303651738252877
"15",3,5,6,0.5,0.51385549027117
"16",4,1,2,0.1,0.404143185925774
"17",4,2,8,0.5,0.346598089841632
"18",4,3,8,0.5,0.561084793594928
"19",4,4,4,0.1,0.759414158853842
"20",4,5,8,0.2,0.718833903198219
"21",5,1,8,0.2,0.371394433308914
"22",5,2,8,0.1,0.364193233008396
"23",5,3,2,0.1,0.38493259378482
"24",5,4,8,5,0.342138605126887
"25",5,5,4,0.2,0.444504560181929
"26",6,1,6,0.2,0.354594683074396
"27",6,2,8,0.2,0.361136069557865
"28",6,3,8,1,0.284397993789099
"29",6,4,0,0.05,0.555109130565794
"30",6,5,6,0.5,0.444724710767469
"31",7,1,0.5,0.1,0.455733520987819
"32",7,2,8,0.05,0.337087056438806
"33",7,3,8,5,0.353783590865545
"34",7,4,3,0.1,0.366846353433124
"35",7,5,6,0.5,0.595027281273769
"36",8,1,8,2,0.375875640795847
"37",8,2,6,1,0.477603796199958
"38",8,3,8,0.1,0.419311854444041
"39",8,4,8,0.5,0.451391612202762
"40",8,5,8,0.5,0.477801447980473
"41",9,1,4,0.2,0.445210836132553
"42",9,2,0,0.01,0.394357505017482
"43",9,3,8,2,0.450702351708564
"44",9,4,0.1,0.05,0.415201731667374
"45",9,5,4,0.2,0.470640141163181
"46",10,1,0.5,0.05,0.364129880829755
"47",10,2,8,0.5,0.323194544524837
"48",10,3,8,1,0.397962249722967
"49",10,4,8,0,0.386262058435327
"50",10,5,6,0.5,0.51496653424819
"51",11,1,2,0.1,0.422785716637696
"52",11,2,6,0.5,0.417804853902685
"53",11,3,8,0.2,0.42355279193572
