"","model","target","theta","lambda","rmse"
"1",1,1,0,0.1,0.697260578170688
"2",1,2,8,1,0.303053964513952
"3",1,3,0,0.01,0.492164212320263
"4",1,4,2,0.05,0.673869412304873
"5",1,5,4,0.1,0.642047723266437
"6",2,1,8,0.2,0.389930908973225
"7",2,2,8,0.5,0.225803113603763
"8",2,3,8,2,0.43432533808666
"9",2,4,8,1,0.592007171977331
"10",2,5,8,0.2,0.46123650344637
"11",3,1,6,0.1,0.491629280291217
"12",3,2,8,0.2,0.3399773186488
"13",3,3,0,0.01,0.453897618417946
"14",3,4,8,0.2,0.303878442595604
"15",3,5,6,0.2,0.512378392837574
"16",4,1,3,0.1,0.402463405024157
"17",4,2,8,0.5,0.351519618421537
"18",4,3,8,0.5,0.56093374849561
"19",4,4,4,0.05,0.759983744094992
"20",4,5,8,0.2,0.718976159838336
"21",5,1,8,0.2,0.370496720292253
"22",5,2,6,0.05,0.364649149629789
"23",5,3,2,0.1,0.383464029811667
"24",5,4,8,2,0.342138605126887
"25",5,5,4,0.2,0.442113884006643
"26",6,1,6,0.2,0.353542768589555
"27",6,2,8,0.2,0.360664900565359
"28",6,3,8,2,0.286708834163382
"29",6,4,0.1,0.05,0.555869239646325
"30",6,5,6,0.5,0.44462564810167
"31",7,1,0.1,0.05,0.455225412700859
"32",7,2,8,0.05,0.338798075023044
"33",7,3,8,2,0.353783590865545
"34",7,4,3,0.05,0.367923886656476
"35",7,5,6,0.5,0.591276505851797
"36",8,1,8,1,0.375875640795847
"37",8,2,6,0.5,0.476686641122923
"38",8,3,8,0.05,0.419815030707899
"39",8,4,8,0.5,0.450162410730786
"40",8,5,8,0.5,0.47734713835866
"41",9,1,3,0.2,0.451780897630246
"42",9,2,0,0.01,0.393954253957322
"43",9,3,8,2,0.450702351708564
"44",9,4,0,0.01,0.414884890792726
"45",9,5,4,0.2,0.467313935443994
"46",10,1,0.5,0.05,0.365074998633776
"47",10,2,8,2,0.32626766250648
"48",10,3,8,0.5,0.400185088601668
"49",10,4,8,0,0.386262058435327
"50",10,5,6,0.2,0.515008864951595
"51",11,1,8,2,0.424670005348174
"52",11,2,6,0.5,0.417799457969997
"53",11,3,8,0.2,0.422589451825788
"54",11,4,4,0.01,0.53117845739809
"55",11,5,6,0.2,0.416236981174859
"56",12,1,8,0.5,0.482091567701609
"57",12,2,8,1,0.570859264910658
"58",12,3,8,0.05,0.360197676078687
"59",12,4,8,2,0.351144610185272
"60",12,5,8,0.5,0.447583624705124
"61",13,1,3,0.2,0.584860436873017
"62",13,2,8,1,0.316060584196126
"63",13,3,3,0.1,0.533409138853876
"64",13,4,3,0.1,0.749004962647749
"65",13,5,3,0.1,0.563043984307731
"66",14,1,8,2,0.358864732954595
"67",14,2,0,0.05,0.42110826980559
"68",14,3,4,0.2,0.477139842960699
"69",14,4,4,0.1,0.395594161523336
"70",14,5,3,0.05,0.621578183634293
"71",15,1,8,0.1,0.176594233751207
"72",15,2,4,0.05,0.355867074312584
"73",15,3,4,0.1,0.547277043349049
"74",15,4,8,2,0.224768488434004
"75",15,5,6,0.05,0.353694690733679
"76",16,1,8,0.01,0.371638245420178
"77",16,2,8,0,0.226145670056553
"78",16,3,6,0.2,0.403648020461394
"79",16,4,0,0,0.303368439933336
"80",16,5,4,0.1,0.544531827177385
"81",17,1,2,0.1,0.600736406760013
"82",17,2,8,2,0.418610332464392
"83",17,3,4,0.2,0.545132773056656
"84",17,4,8,0.5,0.388418472087389
"85",17,5,8,0.5,0.504683857092853
"86",18,1,6,0.2,0.372367360182951
"87",18,2,1,0.01,0.372041105580627
