"","model","target","theta","lambda","rmse"
"1",1,1,0,0.1,0.697436759953755
"2",1,2,8,1,0.30150623133695
"3",1,3,0,0.01,0.492353310419507
"4",1,4,2,0.05,0.673674068233251
"5",1,5,4,0.2,0.641656131361829
"6",2,1,8,0.2,0.388675518745744
"7",2,2,8,0.5,0.225084796892333
"8",2,3,8,2,0.434300022145048
"9",2,4,8,1,0.592073167519212
"10",2,5,8,0.2,0.460849479589999
"11",3,1,6,0.2,0.491589477037209
"12",3,2,8,0.2,0.340454269009027
"13",3,3,0,0.01,0.453736810721892
"14",3,4,8,0.2,0.304561066706186
"15",3,5,6,0.2,0.513126188028302
"16",4,1,2,0.1,0.40352607163791
"17",4,2,8,0.5,0.348028599549272
"18",4,3,8,0.5,0.560187708739182
"19",4,4,4,0.05,0.759966074645035
"20",4,5,8,0.2,0.718633414211277
"21",5,1,8,0.2,0.370856992756185
"22",5,2,6,0.05,0.364310859579648
"23",5,3,2,0.1,0.384081672764812
"24",5,4,8,2,0.342138605126887
"25",5,5,4,0.2,0.443322454233311
"26",6,1,6,0.2,0.353877015058004
"27",6,2,8,0.2,0.361300056427128
"28",6,3,8,1,0.285723274088586
"29",6,4,0.1,0.05,0.55553651552807
"30",6,5,6,0.5,0.444372598885792
"31",7,1,0.5,0.1,0.455194363998532
"32",7,2,8,0.05,0.338192321150547
"33",7,3,8,5,0.353783590865545
"34",7,4,3,0.05,0.367389215076881
"35",7,5,6,0.5,0.59200363004997
"36",8,1,8,2,0.375875640795847
"37",8,2,6,0.5,0.478234953838808
"38",8,3,8,0.1,0.420182190744808
"39",8,4,8,0.5,0.45133137364776
"40",8,5,8,0.5,0.477701200087041
"41",9,1,4,0.2,0.448317696352456
"42",9,2,0,0.01,0.394098176100068
"43",9,3,8,2,0.450702351708564
"44",9,4,0,0.01,0.415178144501353
"45",9,5,4,0.2,0.468665544648622
"46",10,1,0.5,0.05,0.364416461753051
"47",10,2,8,0.5,0.325249959434475
"48",10,3,8,1,0.398759786476754
"49",10,4,8,0,0.386262058435327
"50",10,5,6,0.5,0.515478433863188
"51",11,1,2,0.1,0.423665011934325
"52",11,2,6,0.5,0.41884366994814
"53",11,3,8,0.2,0.423026482355353
"54",11,4,4,0.01,0.531101008856923
"55",11,5,8,0.5,0.416500290740017
"56",12,1,8,0.5,0.482897883486222
"57",12,2,8,2,0.570859264910658
"58",12,3,8,0.05,0.359141823600327
"59",12,4,8,2,0.351144610185272
"60",12,5,8,0.5,0.449036958502839
"61",13,1,2,0.1,0.586522359595765
"62",13,2,8,0.5,0.315975481849433
"63",13,3,3,0.1,0.533995173586317
"64",13,4,4,0.2,0.749504284185178
"65",13,5,3,0.1,0.563046617836364
"66",14,1,8,2,0.358864732954595
"67",14,2,0,0.05,0.421435125794279
"68",14,3,4,0.2,0.476519184912609
"69",14,4,4,0.1,0.395570148875782
"70",14,5,3,0.05,0.622022451855065
"71",15,1,8,0.1,0.17713960212391
"72",15,2,4,0.05,0.355411955287619
"73",15,3,4,0.1,0.547312738124016
