"","model","target","theta","lambda","rmse"
"1",1,1,0.1,0.1,0.700682328649547
"2",1,2,8,1,0.300432265532022
"3",1,3,0,0.05,0.492652970130148
"4",1,4,2,0.1,0.673312511365558
"5",1,5,4,0.2,0.641354655009026
"6",2,1,6,0.2,0.387655865500116
"7",2,2,8,0.5,0.225766041098584
"8",2,3,8,5,0.43432533808666
"9",2,4,8,1,0.592602500137162
"10",2,5,8,0.5,0.458842041978048
"11",3,1,6,0.2,0.489249890260291
"12",3,2,6,0.2,0.342650475737229
"13",3,3,0,0.01,0.453471944905363
"14",3,4,8,0.5,0.303094977483577
"15",3,5,6,0.5,0.512137316188437
"16",4,1,2,0.1,0.404894774345204
"17",4,2,8,0.5,0.346292564500279
"18",4,3,8,0.5,0.562671006441862
"19",4,4,4,0.1,0.758774938471405
"20",4,5,8,0.2,0.718810974270518
"21",5,1,8,0.2,0.37218935761065
"22",5,2,8,0.1,0.363707367612637
"23",5,3,2,0.05,0.385403440413678
"24",5,4,8,2,0.342107172364252
"25",5,5,6,0.5,0.444902167153347
"26",6,1,6,0.5,0.353203492923399
"27",6,2,8,0.2,0.361507367423106
"28",6,3,8,1,0.28500162971713
"29",6,4,0,0.05,0.555497191999107
"30",6,5,6,0.5,0.445499700094342
"31",7,1,1,0.05,0.45587046414358
"32",7,2,8,0.05,0.33590130569597
"33",7,3,8,5,0.353783590865545
"34",7,4,3,0.1,0.365796650769461
"35",7,5,6,1,0.595935820938927
"36",8,1,8,2,0.375875640795847
"37",8,2,6,1,0.477449368205714
"38",8,3,8,0.1,0.419357941416944
"39",8,4,8,1,0.452225563615781
"40",8,5,8,0.5,0.478008927553917
"41",9,1,4,0.2,0.440952030860712
"42",9,2,0,0.01,0.395013808647602
"43",9,3,8,5,0.450702351708564
"44",9,4,0,0.05,0.414367778398357
"45",9,5,4,0.2,0.473246435723429
"46",10,1,0.1,0.05,0.364354000422865
"47",10,2,8,0.5,0.321455633841084
"48",10,3,8,1,0.394936343273001
"49",10,4,8,0,0.386262058435327
"50",10,5,6,0.5,0.514788404994949
"51",11,1,2,0.1,0.422429727267982
"52",11,2,6,0.5,0.416031361218359
"53",11,3,8,0.5,0.42298339607413
"54",11,4,6,0.1,0.529540664847576
"55",11,5,8,0.5,0.417862341528758
"56",12,1,8,1,0.482094171725408
"57",12,2,2,0.1,0.569032797067027
"58",12,3,8,0.1,0.357116339847023
"59",12,4,8,5,0.351144610185272
"60",12,5,8,1,0.448491276907411
"61",13,1,3,0.2,0.589021151770994
"62",13,2,8,0.5,0.314218326617989
"63",13,3,3,0.2,0.535672379326044
"64",13,4,2,0.1,0.749044230574125
"65",13,5,2,0.1,0.563619850477171
"66",14,1,8,5,0.358864732954595
"67",14,2,0,0.05,0.423123499798405
"68",14,3,4,0.2,0.477167852509689
"69",14,4,4,0.2,0.395781203777826
"70",14,5,4,0.1,0.621831717636637
"71",15,1,8,0.2,0.177537477747878
"72",15,2,3,0.05,0.354783115575897
"73",15,3,4,0.2,0.547361220850157
"74",15,4,8,5,0.224768488434004
"75",15,5,6,0.1,0.352481338700089
"76",16,1,8,0.05,0.371374797372772
"77",16,2,8,0,0.226145670056553
"78",16,3,6,0.2,0.404746879614283
"79",16,4,0,0.01,0.30322482649883
"80",16,5,4,0.2,0.546332689676577
"81",17,1,2,0.2,0.599163514994118
"82",17,2,8,2,0.418133161377289
"83",17,3,3,0.2,0.548429803739729
"84",17,4,8,0.5,0.388598873468138
"85",17,5,8,0.5,0.505975396317229
"86",18,1,6,0.2,0.372647840500681
"87",18,2,1,0.05,0.371345032701889
"88",18,3,8,0.1,0.425454179010132
"89",18,4,8,0.5,0.356465885346864
"90",18,5,4,0.2,0.483093954374758
"91",19,1,8,1,0.309745863449823
"92",19,2,8,5,0.400768479844283
"93",19,3,8,5,0.380828896118721
"94",19,4,6,0.1,0.446843080666276
"95",19,5,6,0.2,0.589145551871927
"96",20,1,8,1,0.430842355362235
"97",20,2,8,1,0.442587504723676
"98",20,3,8,1,0.400921151707536
"99",20,4,4,0.01,0.293064768612901
"100",20,5,6,0.2,0.390533578446868
"101",21,1,8,0.2,0.358758643226444
"102",21,2,8,0.05,0.317143298451996
"103",21,3,0,0.01,0.399647705819352
