"","model","target","theta","lambda","rmse"
"1",1,1,8,0.5,0.47002228433372
"2",1,2,8,0.1,0.180543525515017
"3",1,3,0.1,0.01,0.31242050863791
"4",1,4,2,0.1,0.472801320671913
"5",1,5,8,0.2,0.327191939124498
"6",2,1,8,1,0.235508084347511
"7",2,2,8,0.5,0.213771765803531
"8",2,3,8,0.1,0.255443753498451
"9",2,4,8,0.2,0.348741663729094
"10",2,5,8,0.05,0.268731181246853
"11",3,1,8,0.2,0.263498937260837
"12",3,2,8,0.05,0.304068482256344
"13",3,3,1,0.01,0.281130424341642
"14",3,4,8,0.2,0.258817350847886
"15",3,5,8,1,0.307175307310907
"16",4,1,8,0.5,0.253088868266834
"17",4,2,8,2,0.199416744615749
"18",4,3,6,0.2,0.39664807713182
"19",4,4,2,0.1,0.55087018852036
"20",4,5,0,0.01,0.458193732661921
"21",5,1,0,0.01,0.243265557263941
"22",5,2,8,0.1,0.298190184324723
"23",5,3,0.5,0.01,0.331465439986258
"24",5,4,2,0.01,0.174078197649524
"25",5,5,8,0.1,0.252038536332311
"26",6,1,8,0.2,0.170389272279128
"27",6,2,8,0.2,0.22798650543924
"28",6,3,8,2,0.169837536812417
"29",6,4,6,0.2,0.340804755195261
"30",6,5,8,0.2,0.285889403819326
"31",7,1,0.5,0.01,0.228901092546492
"32",7,2,8,0.05,0.220441764105737
"33",7,3,8,0.5,0.256156835693216
"34",7,4,8,0.2,0.220230022642186
"35",7,5,6,0.2,0.332016431859343
"36",8,1,2,0.01,0.193232745198558
"37",8,2,1,0.05,0.283344718949063
"38",8,3,8,0.2,0.2263899998716
"39",8,4,8,0.1,0.232856002704395
"40",8,5,8,0.2,0.237118330254321
"41",9,1,8,0.01,0.228932023411048
"42",9,2,8,2,0.267413989497921
"43",9,3,8,0.2,0.273333686782682
"44",9,4,8,0.1,0.169694770475275
"45",9,5,4,0.05,0.264979055079694
"46",10,1,8,0.5,0.240187388650389
"47",10,2,8,0.2,0.211696470149601
"48",10,3,1,0,0.196082203296839
"49",10,4,8,0.05,0.278308012147918
"50",10,5,6,0.2,0.300041525823942
"51",11,1,2,0.01,0.162416071623749
"52",11,2,8,0.2,0.259424978128378
"53",11,3,3,0.05,0.274480010987531
"54",11,4,8,1,0.23975207751464
"55",11,5,8,0.2,0.311578709067648
"56",12,1,0,0.01,0.35524663286329
"57",12,2,8,0.5,0.303382168119172
"58",12,3,4,0.01,0.192715133863063
"59",12,4,8,0.5,0.240364618116726
"60",12,5,6,0.2,0.296796330564314
"61",13,1,8,0.5,0.291444220772559
"62",13,2,8,0.2,0.202188407733159
"63",13,3,8,0.2,0.314907267216674
"64",13,4,0,0.05,0.512504086836923
"65",13,5,1,0.05,0.36087345685328
"66",14,1,2,0.05,0.256552766110088
"67",14,2,0,0.01,0.252794124097005
