"","model","target","theta","lambda","rmse"
"1",1,1,8,0.2,0.472988044833149
"2",1,2,8,0.01,0.185454436616085
"3",1,3,0,0,0.312423780049174
"4",1,4,2,0.05,0.475409112031231
"5",1,5,8,0.2,0.318740431124688
"6",2,1,8,0.5,0.235393130842251
"7",2,2,0.5,0.01,0.215388202174106
"8",2,3,8,0.05,0.257284017005616
"9",2,4,8,0.1,0.351684891044442
"10",2,5,8,0.01,0.267776793305819
"11",3,1,8,0.1,0.263425658041555
"12",3,2,8,0.01,0.30502090367728
"13",3,3,1,0,0.281205402348061
"14",3,4,8,0.2,0.258234989790733
"15",3,5,8,0.5,0.307339117832887
"16",4,1,8,0.2,0.249857636944119
"17",4,2,8,1,0.199416744615749
"18",4,3,8,0.2,0.396860926614531
"19",4,4,2,0.05,0.553099461626447
"20",4,5,0,0,0.458266979490078
"21",5,1,0,0.01,0.242079046064533
"22",5,2,8,0.05,0.301527619500533
"23",5,3,0.5,0,0.331504543587941
"24",5,4,2,0.01,0.174605748476064
"25",5,5,8,0.05,0.252134991694939
"26",6,1,8,0.1,0.172257657361325
"27",6,2,8,0.1,0.227938150087519
"28",6,3,8,1,0.169837536812417
"29",6,4,6,0.1,0.343154333285082
"30",6,5,8,0.2,0.287857910431604
"31",7,1,1,0.01,0.228737208769656
"32",7,2,8,0.01,0.222346327182364
"33",7,3,8,0.2,0.258175314780962
"34",7,4,8,0.1,0.222744860015322
"35",7,5,6,0.2,0.328363113679994
"36",8,1,2,0.01,0.193849387640231
"37",8,2,0.5,0.01,0.284444265933235
"38",8,3,8,0.1,0.229722550596627
"39",8,4,8,0.05,0.235851360151906
"40",8,5,8,0.2,0.2367601281632
"41",9,1,8,0.01,0.229524222256592
"42",9,2,8,1,0.267413989497921
"43",9,3,8,0.2,0.276243294228905
"44",9,4,8,0.05,0.173372036522837
"45",9,5,4,0.05,0.266999986226657
"46",10,1,8,0.2,0.248400205576445
"47",10,2,8,0.2,0.214977424875646
"48",10,3,1,0,0.196082203296839
"49",10,4,8,0.01,0.279052893484466
"50",10,5,8,0.2,0.300399966490879
"51",11,1,2,0.01,0.162866699342943
"52",11,2,8,0.2,0.25587900401046
"53",11,3,4,0.05,0.274418827037287
"54",11,4,8,0.5,0.238973008330803
"55",11,5,8,0.1,0.311859989023271
"56",12,1,0,0.01,0.354557176490589
"57",12,2,8,0.2,0.300592183330275
"58",12,3,4,0.01,0.192416140028247
"59",12,4,8,0.2,0.24052772874251
"60",12,5,6,0.2,0.297764647629586
"61",13,1,8,0.2,0.289841752605287
"62",13,2,8,0.5,0.204937034360913
"63",13,3,8,0.2,0.313338502635704
"64",13,4,0,0.05,0.513955937158037
"65",13,5,1,0.01,0.361724450522444
"66",14,1,2,0.01,0.257380705025163
"67",14,2,0,0.01,0.252925071031949
"68",14,3,8,0.2,0.197538743310977
"69",14,4,8,1,0.293075792106455
"70",14,5,2,0.01,0.361116311224906
"71",15,1,8,1,0.248693932770211
"72",15,2,8,0,0.208683358579916
"73",15,3,6,0.1,0.335058193152855
"74",15,4,0,0,0.198058825273451
"75",15,5,8,0.05,0.255424699274134
"76",16,1,3,0,0.214159113770576
"77",16,2,2,0.01,0.129709529460176
"78",16,3,8,0,0.251305102881469
"79",16,4,8,0.2,0.316531909803462
"80",16,5,4,0.1,0.409879852271272
"81",17,1,8,1,0.410830891740888
"82",17,2,8,0.5,0.25315255346255
"83",17,3,2,0.05,0.303486686717558
"84",17,4,8,0.05,0.285837098505088
"85",17,5,8,0.5,0.324533085515942
"86",18,1,8,1,0.229698954934526
"87",18,2,8,0.1,0.267397733304615
"88",18,3,2,0.01,0.272593311518838
"89",18,4,1,0.01,0.245472848319347
"90",18,5,8,0.2,0.297984552374477
"91",19,1,6,0,0.210573190749721
"92",19,2,8,1,0.24993555904
"93",19,3,6,0.01,0.280660912128475
"94",19,4,6,0,0.237361720479411
"95",19,5,4,0,0.361486710501425
"96",20,1,8,0.05,0.194720579852375
"97",20,2,8,0.5,0.298188741686751
"98",20,3,8,0.2,0.291455509585984
"99",20,4,0.1,0.01,0.283301365763992
"100",20,5,8,0.1,0.253387673069186
"101",21,1,1,0,0.246017636333452
"102",21,2,8,1,0.192979093295796
"103",21,3,8,2,0.298106984802988
"104",21,4,8,0.1,0.165988161538043
"105",21,5,4,0.05,0.323037110002648
"106",22,1,8,0.1,0.226195936640699
"107",22,2,0,0.01,0.171113480376766
"108",22,3,0.5,0.01,0.259952405990202
"109",22,4,8,1,0.51561261234251
"110",22,5,6,0.1,0.358865071877588
"111",23,1,8,0.2,0.227603415894696
"112",23,2,6,0.01,0.314395979809036
"113",23,3,6,0.1,0.21945224393087
"114",23,4,8,0.05,0.346647832914343
"115",23,5,8,0.5,0.377608331563958
"116",24,1,8,1,0.267163265835036
"117",24,2,8,0.05,0.210454481034959
"118",24,3,0,0.01,0.227102778740475
"119",24,4,8,1,0.20689240190359
"120",24,5,3,0.05,0.412639011637551
"121",25,1,1,0.01,0.170026072462586
"122",25,2,8,0.2,0.27335532271953
"123",25,3,8,0.1,0.181703859751958
"124",25,4,8,0.1,0.199654537002392
"125",25,5,6,0.2,0.331811372665216
"126",26,1,0,0.01,0.326903495993403
"127",26,2,8,0.5,0.212556975653108
"128",26,3,2,0.01,0.278362935379022
"129",26,4,8,1,0.460519184790651
"130",26,5,4,0.05,0.322600325623537
"131",27,1,4,0.01,0.210549513811308
"132",27,2,2,0,0.267168647419628
"133",27,3,8,1,0.290037502225505
"134",27,4,8,0.2,0.225815610359862
"135",27,5,3,0.05,0.358289597642495
"136",28,1,8,0.05,0.177210873561631
"137",28,2,8,0.05,0.255590089747468
"138",28,3,8,0,0.230344590189953
"139",28,4,8,0.05,0.163185651596627
"140",28,5,4,0.01,0.346076684226853
"141",29,1,8,0.5,0.233608655094073
"142",29,2,1,0.05,0.332073738446783
"143",29,3,8,0.01,0.242553672162387
"144",29,4,0.5,0.01,0.250139948815651
"145",29,5,8,0.5,0.318150599815831
"146",30,1,8,0.05,0.196132264517188
"147",30,2,6,0.1,0.246018286365646
"148",30,3,8,0.1,0.291634749905685
"149",30,4,8,0,0.197968346927448
"150",30,5,2,0.01,0.297453942297805
"151",31,1,0,0.01,0.324184374610095
"152",31,2,8,0.1,0.147360701683406
"153",31,3,3,0.01,0.251894329651618
"154",31,4,8,0.1,0.345309304490783
"155",31,5,6,0.01,0.480297409905895
"156",32,1,6,0.2,0.246670603029649
"157",32,2,8,0.05,0.270563324915288
"158",32,3,8,0.01,0.22191993111602
"159",32,4,8,0.2,0.246421422416752
"160",32,5,8,0.2,0.261418934070978
"161",33,1,4,0.01,0.300954393825228
"162",33,2,8,0,0.19637653149248
"163",33,3,8,0.1,0.254308037778185
"164",33,4,8,0.2,0.185921117613519
"165",33,5,8,1,0.341581576176717
"166",34,1,0,0.01,0.207915089822633
"167",34,2,8,0.5,0.240486725347868
"168",34,3,8,0.05,0.307742847454965
"169",34,4,8,0.01,0.133262141312117
"170",34,5,6,0.1,0.332120038748657
"171",35,1,0,0.01,0.236873132622649
"172",35,2,8,0.5,0.293323757441272
"173",35,3,0.5,0,0.318764184377999
"174",35,4,0,0,0.195498647325589
"175",35,5,1,0.01,0.366314471892102
