"","model","target","theta","lambda","rmse"
"1",1,1,8,0.5,0.471806891240003
"2",1,2,8,0.1,0.182287686817604
"3",1,3,0,0,0.312423780049174
"4",1,4,2,0.05,0.474092689533041
"5",1,5,8,0.2,0.324492690717408
"6",2,1,8,1,0.235943927266115
"7",2,2,8,0.5,0.2143970531097
"8",2,3,8,0.1,0.254925249377778
"9",2,4,8,0.2,0.35043329657359
"10",2,5,8,0.05,0.268901561336258
"11",3,1,8,0.2,0.263663349269377
"12",3,2,8,0.05,0.304579662095484
"13",3,3,1,0,0.281205402348061
"14",3,4,8,0.2,0.258419713672998
"15",3,5,8,1,0.307949169605733
"16",4,1,6,0.2,0.252039502735315
"17",4,2,8,2,0.199416744615749
"18",4,3,6,0.2,0.397012239999917
"19",4,4,2,0.1,0.551595110423564
"20",4,5,0,0.01,0.458265159201131
"21",5,1,0,0.01,0.243130891943269
"22",5,2,8,0.05,0.299099915106019
"23",5,3,0.5,0,0.331504543587941
"24",5,4,2,0.01,0.174153593126628
"25",5,5,8,0.1,0.252435585354122
"26",6,1,8,0.2,0.169805738417163
"27",6,2,8,0.2,0.228173038371404
"28",6,3,8,2,0.169837536812417
"29",6,4,6,0.2,0.341195374753026
"30",6,5,8,0.2,0.285870771974181
"31",7,1,0.5,0.01,0.228721329076343
"32",7,2,8,0.05,0.221369544533793
"33",7,3,8,0.2,0.257010977420811
"34",7,4,8,0.2,0.219861119852719
"35",7,5,6,0.2,0.330055045465507
"36",8,1,2,0.01,0.193275985566748
"37",8,2,1,0.05,0.283726718519113
"38",8,3,8,0.2,0.227555793484352
"39",8,4,8,0.05,0.234783568728671
"40",8,5,8,0.2,0.236621340654705
"41",9,1,8,0.01,0.22893973965839
"42",9,2,8,2,0.267413989497921
"43",9,3,8,0.2,0.273259147520345
"44",9,4,8,0.1,0.170882371958717
"45",9,5,4,0.05,0.265018545831063
"46",10,1,8,0.2,0.242173572722621
"47",10,2,8,0.2,0.212767215513354
"48",10,3,1,0,0.196082203296839
"49",10,4,8,0.05,0.278540216272164
"50",10,5,6,0.2,0.300660038320121
"51",11,1,2,0.01,0.162425153307809
"52",11,2,8,0.2,0.258386172287398
"53",11,3,3,0.05,0.274122338772895
"54",11,4,8,1,0.239704060755611
"55",11,5,8,0.2,0.311096344155121
"56",12,1,0,0.01,0.355003786277336
"57",12,2,8,0.2,0.302474935931909
"58",12,3,4,0.01,0.192689815434907
"59",12,4,8,0.5,0.240477789852097
"60",12,5,6,0.2,0.296878672334222
"61",13,1,8,0.2,0.291568372961003
"62",13,2,8,0.2,0.20291451741135
"63",13,3,8,0.2,0.314300924044619
"64",13,4,0,0.05,0.511971729269337
"65",13,5,1,0.05,0.361139525183348
"66",14,1,2,0.05,0.257200457858284
"67",14,2,0,0.01,0.252770290866403
"68",14,3,8,0.2,0.19649824150122
"69",14,4,8,0.5,0.29295493302278
"70",14,5,2,0.01,0.362599593622333
"71",15,1,8,2,0.248693932770211
"72",15,2,8,0.05,0.206178813077876
"73",15,3,6,0.2,0.335529096569937
"74",15,4,0,0,0.198058825273451
"75",15,5,8,0.1,0.254280052672039
"76",16,1,3,0,0.214159113770576
"77",16,2,1,0.01,0.12928816971415
"78",16,3,8,0,0.251305102881469
"79",16,4,6,0.2,0.313008854231277
"80",16,5,4,0.1,0.409935207072461
"81",17,1,8,2,0.410830891740888
"82",17,2,8,2,0.253391001818009
"83",17,3,1,0.05,0.303809474920776
"84",17,4,8,0.05,0.284968449348769
"85",17,5,8,0.5,0.320171500125789
"86",18,1,6,0.2,0.228065315556334
"87",18,2,8,0.05,0.266255417086048
"88",18,3,2,0.01,0.272583790605478
"89",18,4,1,0.01,0.245515018635397
"90",18,5,8,0.2,0.296300999337316
"91",19,1,6,0,0.210573190749721
"92",19,2,8,2,0.24993555904
"93",19,3,6,0.05,0.280226558183872
"94",19,4,6,0,0.237361720479411
"95",19,5,4,0,0.361486710501425
"96",20,1,8,0.2,0.188032744435253
"97",20,2,8,1,0.298188741686751
"98",20,3,8,0.5,0.292880446887898
"99",20,4,0.1,0.01,0.282971045054369
"100",20,5,8,0.1,0.252842251298733
"101",21,1,1,0.01,0.245487672724702
"102",21,2,8,0.5,0.191770141172633
"103",21,3,8,2,0.298106984802988
"104",21,4,8,0.05,0.165299149912232
"105",21,5,4,0.1,0.32231992998976
"106",22,1,8,0.2,0.220621002317332
"107",22,2,0,0.01,0.171198974116602
"108",22,3,0.5,0.01,0.259490015423084
"109",22,4,8,2,0.51561261234251
"110",22,5,6,0.2,0.360066850846704
"111",23,1,8,0.2,0.225654653824555
"112",23,2,6,0.05,0.313885726262702
"113",23,3,6,0.2,0.218429993629297
"114",23,4,8,0.05,0.347205705887814
"115",23,5,6,0.5,0.378617681021895
"116",24,1,8,2,0.267163265835036
"117",24,2,8,0.1,0.208617564855663
"118",24,3,0,0.01,0.227232835021192
"119",24,4,8,2,0.20689240190359
"120",24,5,2,0.05,0.411631598673351
"121",25,1,1,0.01,0.170234661655633
"122",25,2,8,0.2,0.273099487629534
"123",25,3,8,0.2,0.180443351242003
"124",25,4,8,0.2,0.19884913607132
"125",25,5,6,0.2,0.331422103481766
"126",26,1,0,0.01,0.32709574337155
"127",26,2,8,1,0.213077314377118
"128",26,3,2,0.01,0.278108072973886
"129",26,4,8,2,0.460519184790651
"130",26,5,4,0.1,0.32061008942002
"131",27,1,4,0.01,0.210181646173767
"132",27,2,4,0.05,0.266244182778966
"133",27,3,8,0.2,0.289344744671325
"134",27,4,8,0.5,0.22688500599938
"135",27,5,3,0.1,0.355539211612642
"136",28,1,8,0.1,0.174584462147033
"137",28,2,8,0.1,0.255872968832739
"138",28,3,8,0,0.230344590189953
"139",28,4,8,0.1,0.163108457773401
"140",28,5,4,0.05,0.344967326063317
"141",29,1,8,0.5,0.228914552734274
"142",29,2,8,0.5,0.332638583871022
"143",29,3,8,0.05,0.236607434751126
"144",29,4,2,0.05,0.248311395707555
"145",29,5,8,0.5,0.318568307814591
"146",30,1,8,0.1,0.190783166761653
"147",30,2,6,0.1,0.243825850398407
"148",30,3,8,0.2,0.290266789044371
"149",30,4,8,0.01,0.197957038189438
"150",30,5,2,0.01,0.297791920306959
"151",31,1,0,0.01,0.323695292543568
"152",31,2,8,0.2,0.147977614378414
"153",31,3,3,0.01,0.252179829040947
"154",31,4,8,0.2,0.343933060551632
"155",31,5,8,0.2,0.478291242372152
"156",32,1,8,0.5,0.247861978211059
"157",32,2,8,0.05,0.268529563119477
"158",32,3,8,0.01,0.2215857163724
"159",32,4,6,0.2,0.242293203442216
"160",32,5,8,0.5,0.261181414352794
"161",33,1,4,0.01,0.300826474930199
"162",33,2,8,0.01,0.196118953091863
"163",33,3,8,0.1,0.255402357930746
"164",33,4,6,0.2,0.185694520078666
"165",33,5,8,2,0.341581576176717
"166",34,1,0,0.01,0.206749129714206
"167",34,2,8,0.5,0.239905760275177
"168",34,3,8,0.05,0.306547848154751
"169",34,4,8,0.05,0.129969388937448
"170",34,5,6,0.2,0.332347435110246
"171",35,1,0,0.01,0.237205373552465
"172",35,2,8,0.5,0.292189393227861
"173",35,3,0.5,0,0.318764184377999
"174",35,4,8,0.5,0.195422133431692
"175",35,5,2,0.05,0.36550242470303
"176",36,1,8,0.5,0.199264054444864
"177",36,2,8,0.2,0.23589393833943
"178",36,3,8,0.1,0.222722487017794
"179",36,4,8,0.2,0.207213184562601
"180",36,5,8,0.5,0.314083795354226
"181",37,1,8,0.1,0.223673442706147
"182",37,2,8,0.1,0.185498598320052
"183",37,3,6,0,0.225877515494495
"184",37,4,6,0.05,0.160663747008916
"185",37,5,8,0.5,0.343809815371492
"186",38,1,2,0.01,0.247561794602577
"187",38,2,8,0.2,0.163968261318717
"188",38,3,8,0.1,0.276443090843581
"189",38,4,6,0.2,0.192896928583688
"190",38,5,8,0.5,0.287720444658695
"191",39,1,8,0.2,0.318090723026627
"192",39,2,8,0.2,0.216442014044408
"193",39,3,8,0.01,0.218897374096252
"194",39,4,8,0.2,0.199382039535186
"195",39,5,6,0.2,0.339206708464055
"196",40,1,8,0.5,0.239215539499404
"197",40,2,6,0.2,0.233851201731842
"198",40,3,4,0.05,0.235705590542954
"199",40,4,4,0.01,0.241321438728216
"200",40,5,8,0.05,0.20997786577094
"201",41,1,8,2,0.283934685254077
"202",41,2,0,0,0.255175558533204
"203",41,3,8,0.05,0.310072882371032
"204",41,4,8,0.1,0.253721096773444
"205",41,5,8,0.5,0.275944528949928
"206",42,1,8,0.01,0.294293789380443
"207",42,2,8,0.01,0.215677722282219
"208",42,3,8,0.05,0.238811341815297
"209",42,4,8,0.2,0.174858081518811
"210",42,5,4,0.2,0.325087655051473
"211",43,1,3,0,0.336905351338135
"212",43,2,8,1,0.317984124268354
"213",43,3,0,0.01,0.281134294799934
"214",43,4,8,1,0.270957436143055
"215",43,5,8,0.2,0.224261257223866
"216",44,1,8,0.1,0.29988308466826
"217",44,2,8,0.2,0.19261645918963
"218",44,3,8,0.5,0.190053160682503
"219",44,4,3,0.05,0.240944955835774
"220",44,5,3,0.05,0.289644646645688
"221",45,1,8,0.2,0.197789608617067
"222",45,2,8,2,0.332373896604123
"223",45,3,4,0.01,0.146050473288625
"224",45,4,8,0.2,0.261195481698084
"225",45,5,6,0.2,0.279187644078668
"226",46,1,0.1,0.01,0.180731355789045
"227",46,2,0,0.01,0.245995145217175
"228",46,3,8,1,0.248572672879133
"229",46,4,1,0.01,0.332268279915096
"230",46,5,8,0.5,0.319240049354321
"231",47,1,6,0.1,0.199959912715438
"232",47,2,0,0.01,0.277991141940991
"233",47,3,2,0.01,0.265536766751485
"234",47,4,8,0.5,0.204945585334414
"235",47,5,8,0.2,0.295054639302518
"236",48,1,8,0.5,0.204709667816997
"237",48,2,8,1,0.190452303364365
"238",48,3,8,0.1,0.197317464373188
"239",48,4,8,0.2,0.201806254490436
"240",48,5,8,0.5,0.358255401659049
"241",49,1,6,0.05,0.291386762910631
"242",49,2,8,2,0.349204390342577
"243",49,3,8,0.05,0.2073437149346
"244",49,4,8,0.5,0.360300623628362
"245",49,5,4,0.1,0.443294659011713
"246",50,1,8,0.1,0.245374161769384
"247",50,2,0,0.01,0.302649010115884
"248",50,3,8,0.05,0.230250900776025
"249",50,4,0,0.01,0.265156663870424
"250",50,5,1,0.01,0.573509491474552
