"","model","target","theta","lambda","rmse"
"1",1,1,8,0.5,0.465515103221785
"2",1,2,8,0.2,0.175894974053362
"3",1,3,0.1,0.01,0.312291830594347
"4",1,4,2,0.1,0.471706947121803
"5",1,5,2,0.05,0.332563216492699
"6",2,1,8,1,0.235617815600083
"7",2,2,4,0.2,0.211147260351336
"8",2,3,8,0.2,0.25488650482615
"9",2,4,8,0.2,0.345829768758981
"10",2,5,8,0.05,0.269325041128766
"11",3,1,8,0.2,0.263824213591631
"12",3,2,8,0.1,0.303763199363255
"13",3,3,1,0.01,0.280953277966636
"14",3,4,8,0.5,0.257308355798952
"15",3,5,8,1,0.307570703461191
"16",4,1,8,1,0.255144619695195
"17",4,2,8,5,0.199416744615749
"18",4,3,8,0.5,0.397343138029323
"19",4,4,3,0.2,0.549813481144915
"20",4,5,0,0.01,0.458079014479355
"21",5,1,0,0,0.243432155977755
"22",5,2,8,0.2,0.295650917915694
"23",5,3,0.5,0.01,0.330984488827431
"24",5,4,8,0.5,0.172869698771721
"25",5,5,8,0.2,0.252437738174589
"26",6,1,8,0.5,0.169631480992725
"27",6,2,8,0.2,0.229579463139222
"28",6,3,8,1,0.169581013826241
"29",6,4,6,0.2,0.339346049486031
"30",6,5,8,0.5,0.286286044230689
"31",7,1,0.5,0.01,0.229295864198219
"32",7,2,8,0.05,0.218697395266542
"33",7,3,8,0.5,0.252626870653706
"34",7,4,8,0.5,0.219655358295521
"35",7,5,6,0.5,0.333549156487123
"36",8,1,2,0.05,0.193075811968683
"37",8,2,2,0.1,0.283455771741157
"38",8,3,8,0.2,0.224336454102695
"39",8,4,8,0.2,0.229848809305482
"40",8,5,6,0.2,0.238444887984859
"41",9,1,8,0.05,0.228498943963303
"42",9,2,8,5,0.267413989497921
"43",9,3,8,0.5,0.26976927604104
"44",9,4,8,0.2,0.167880914786128
"45",9,5,4,0.1,0.265370795693851
"46",10,1,8,0.5,0.235851188941126
"47",10,2,8,0.2,0.208132592532141
"48",10,3,2,0.01,0.195934205809181
"49",10,4,8,0.1,0.27755854983173
"50",10,5,6,0.2,0.299567920485528
"51",11,1,4,0.1,0.160771872929667
"52",11,2,8,0.5,0.259029303900751
"53",11,3,2,0.05,0.274704960623478
"54",11,4,8,2,0.240491687151684
"55",11,5,8,0.5,0.31466220971611
"56",12,1,0,0.01,0.355746644717137
"57",12,2,8,0.5,0.30336229825559
"58",12,3,4,0.01,0.192784744959032
"59",12,4,8,1,0.240618477767214
"60",12,5,6,0.2,0.296377907167894
"61",13,1,8,0.5,0.289982458318179
"62",13,2,8,0.5,0.19865879824246
"63",13,3,8,0.5,0.313626032868105
"64",13,4,0,0.01,0.517834282456093
"65",13,5,1,0.05,0.361789074158677
"66",14,1,8,0.5,0.253373813183784
"67",14,2,0,0.01,0.253245545806562
"68",14,3,8,0.2,0.196205344884786
"69",14,4,8,2,0.292659739495077
"70",14,5,2,0.05,0.362769199695271
"71",15,1,8,5,0.248693932770211
"72",15,2,8,0.1,0.202052615018248
"73",15,3,6,0.2,0.335159332207844
"74",15,4,0,0,0.198058825273451
"75",15,5,8,0.1,0.254212841922651
"76",16,1,3,0.01,0.213879957158265
"77",16,2,1,0.01,0.129305104586547
"78",16,3,8,0.01,0.250795003445606
"79",16,4,6,0.5,0.310278821985955
"80",16,5,4,0.2,0.409922217738619
"81",17,1,8,5,0.410830891740888
"82",17,2,8,1,0.25304360158917
"83",17,3,2,0.05,0.306556096451265
"84",17,4,8,0.1,0.286151298667687
"85",17,5,8,1,0.32242348006577
"86",18,1,8,0.2,0.223664986185138
"87",18,2,8,0.1,0.264533188030584
"88",18,3,3,0.05,0.271919012800055
"89",18,4,1,0.01,0.245277398651789
"90",18,5,8,0.5,0.295979102924597
"91",19,1,6,0,0.210573190749721
"92",19,2,8,5,0.24993555904
"93",19,3,6,0.05,0.279753315957496
"94",19,4,6,0,0.237361720479411
"95",19,5,8,0.2,0.361156940598054
"96",20,1,8,0.2,0.182498068273804
"97",20,2,4,0.2,0.295538959363363
"98",20,3,8,0.5,0.291315682648457
"99",20,4,0.1,0.01,0.282648632070779
"100",20,5,8,0.2,0.252918217562877
"101",21,1,8,0.5,0.242800068940662
"102",21,2,8,1,0.189962508800524
"103",21,3,8,5,0.298106984802988
"104",21,4,8,0.2,0.162943179265482
"105",21,5,4,0.1,0.322633975880843
"106",22,1,8,0.2,0.217219355995642
"107",22,2,0,0,0.171235543038319
"108",22,3,0.5,0.01,0.259220456370285
"109",22,4,4,0.2,0.513710832283062
"110",22,5,6,0.2,0.361496803528786
"111",23,1,8,0.2,0.223491524907848
"112",23,2,6,0.1,0.312962937006812
"113",23,3,8,0.5,0.219697619685019
"114",23,4,8,0.05,0.34806293990129
"115",23,5,8,2,0.378534366719375
"116",24,1,8,5,0.267163265835036
"117",24,2,8,0.2,0.207636870222165
"118",24,3,0,0.01,0.22906316673085
"119",24,4,8,1,0.206306669438637
"120",24,5,3,0.1,0.411955968251567
"121",25,1,1,0.01,0.170617216225161
"122",25,2,8,0.5,0.274248942532664
"123",25,3,8,0.5,0.182684803980583
"124",25,4,8,0.2,0.198588697281771
"125",25,5,6,0.5,0.329054585268644
"126",26,1,0,0.01,0.329281022680317
"127",26,2,8,0.5,0.211495407695772
"128",26,3,2,0.01,0.278027227536815
"129",26,4,8,5,0.460519184790651
"130",26,5,4,0.1,0.318999744491683
"131",27,1,6,0.1,0.208228810682702
"132",27,2,6,0.2,0.263570624708317
"133",27,3,8,0.5,0.285430294848008
"134",27,4,8,0.5,0.224056465891906
"135",27,5,3,0.2,0.354154246638492
"136",28,1,8,0.1,0.171722708472013
"137",28,2,8,0.1,0.256555841646611
"138",28,3,8,0.01,0.230053978045521
"139",28,4,8,0.1,0.163177021262384
"140",28,5,4,0.1,0.344046100028995
"141",29,1,8,1,0.233387804449824
"142",29,2,8,1,0.332580028769945
"143",29,3,8,0.1,0.23260580635172
"144",29,4,8,0.5,0.244532139259331
"145",29,5,4,0.2,0.316761870286
"146",30,1,8,0.2,0.183859709143587
"147",30,2,6,0.2,0.240214664775629
"148",30,3,8,0.2,0.289759666878335
"149",30,4,8,0.01,0.19774770132954
"150",30,5,2,0.05,0.297812281106003
"151",31,1,0.1,0.01,0.325204615780601
"152",31,2,8,0.2,0.148903931967659
"153",31,3,3,0.05,0.25298846233434
"154",31,4,8,0.5,0.345267150942335
"155",31,5,8,0.5,0.480375595674816
"156",32,1,8,0.5,0.248107004651683
"157",32,2,8,0.1,0.266628876089912
"158",32,3,8,0.05,0.220447862988528
"159",32,4,6,0.2,0.239028495178265
"160",32,5,8,0.5,0.262058005019211
"161",33,1,4,0.05,0.298789862825968
"162",33,2,8,0.01,0.195832727899441
"163",33,3,8,0.2,0.259036787482792
"164",33,4,6,0.2,0.184934267478626
"165",33,5,8,5,0.341581576176717
"166",34,1,0,0.01,0.206760690097329
"167",34,2,8,0.5,0.236385810748229
"168",34,3,8,0.05,0.305970984011655
"169",34,4,8,0.1,0.125561564499346
"170",34,5,6,0.2,0.332070256749706
"171",35,1,0,0.01,0.237566367775491
"172",35,2,8,0.5,0.29066937327008
"173",35,3,0.5,0,0.318764184377999
"174",35,4,8,1,0.193774424163509
