"","model","target","theta","lambda","rmse"
"1",1,1,8,0.5,0.461325179027361
"2",1,2,8,0.2,0.174416883048319
"3",1,3,0,0.01,0.312246002841516
"4",1,4,3,0.2,0.470509804344963
"5",1,5,2,0.05,0.333011744394597
"6",2,1,8,1,0.234585088711226
"7",2,2,4,0.2,0.209880746270696
"8",2,3,8,0.5,0.255648172858497
"9",2,4,8,0.5,0.34276105394582
"10",2,5,8,0.05,0.270181631456316
"11",3,1,8,0.2,0.264156665440566
"12",3,2,8,0.1,0.303132873195456
"13",3,3,1,0.01,0.280900359506465
"14",3,4,8,0.5,0.255806297363785
"15",3,5,8,1,0.307448549965178
"16",4,1,8,8,0.25532465760333
"17",4,2,8,8,0.199416744615749
"18",4,3,8,1,0.397557469761003
"19",4,4,3,0.2,0.549095504956058
"20",4,5,0,0.01,0.458039287564335
"21",5,1,0,0,0.243432155977755
"22",5,2,8,0.2,0.294331923733061
"23",5,3,0.5,0.01,0.330806131927705
"24",5,4,3,0.05,0.172220668502245
"25",5,5,8,0.2,0.252610364561397
"26",6,1,8,0.5,0.168631978434519
"27",6,2,8,0.2,0.230300130543522
"28",6,3,8,1,0.167107542353963
"29",6,4,6,0.2,0.338451685197641
"30",6,5,8,0.5,0.286385803395101
"31",7,1,0.5,0.01,0.229500764994984
"32",7,2,8,0.1,0.21753336867978
"33",7,3,8,0.5,0.250976761067143
"34",7,4,8,0.5,0.220784926423697
"35",7,5,6,0.5,0.337590499189888
"36",8,1,2,0.01,0.193071182287403
"37",8,2,2,0.1,0.282595704040347
"38",8,3,8,0.2,0.223219906106379
"39",8,4,8,0.2,0.227696686327002
"40",8,5,6,0.2,0.238735690583007
"41",9,1,6,0.1,0.227732445031815
"42",9,2,8,8,0.267413989497921
"43",9,3,8,0.5,0.269118319331667
"44",9,4,8,0.2,0.16691649576862
"45",9,5,4,0.1,0.266078221253178
"46",10,1,8,0.5,0.235055858200557
"47",10,2,8,0.2,0.205933813568505
"48",10,3,2,0.01,0.195784067159527
"49",10,4,8,0.2,0.27689987398118
"50",10,5,4,0.2,0.299257584286613
"51",11,1,4,0.1,0.16006813833199
"52",11,2,8,0.5,0.259328643362568
"53",11,3,2,0.05,0.275124638957414
