"","model","target","theta","lambda","rmse"
"1",1,1,8,0.5,0.550968293132997
"2",1,2,2,0.05,0.363599873937207
"3",1,3,0.5,0.01,0.436505223673408
"4",1,4,6,0.5,0.302932680903971
"5",1,5,8,1,0.369140403883542
"6",2,1,2,0.1,0.456973662046016
"7",2,2,2,0.05,0.351738012280333
"8",2,3,2,0.1,0.314345890739898
"9",2,4,6,0.05,0.389287835206361
"10",2,5,3,0.2,0.419382233242321
"11",3,1,8,8,0.58075699364951
"12",3,2,2,0.1,0.41324793212065
"13",3,3,0.5,0.1,0.598050003179623
"14",3,4,6,0.2,0.289548319329737
"15",3,5,2,0.01,0.398357603145553
"16",4,1,2,0.05,0.295188745068538
"17",4,2,0.1,0.01,0.42768053933596
"18",4,3,8,0.5,0.369755849596396
"19",4,4,8,1,0.318074190609858
"20",4,5,8,1,0.362477724612449
"21",5,1,8,0.2,0.279372589928049
"22",5,2,8,8,0.359768563115861
"23",5,3,8,2,0.3327585818505
"24",5,4,6,0.2,0.23827162783109
"25",5,5,6,0.5,0.281678528416049
"26",6,1,8,2,0.516658861450683
"27",6,2,8,0.5,0.471666393453432
"28",6,3,8,2,0.385684304902204
"29",6,4,3,0.1,0.328158755771335
"30",6,5,6,0.5,0.36231744038307
"31",7,1,8,1,0.382240584332259
"32",7,2,8,0.5,0.33711190125839
"33",7,3,0,0.05,0.443596282660521
"34",7,4,8,0.5,0.266420742847358
"35",7,5,8,0.5,0.316604521002817
"36",8,1,8,0.5,0.396736489257982
"37",8,2,8,2,0.426701130944895
"38",8,3,8,0.5,0.417499293559704
"39",8,4,3,0.1,0.29913711497176
"40",8,5,8,0.5,0.372903365113515
"41",9,1,8,0.5,0.383472682442788
"42",9,2,4,0.1,0.281155176722757
"43",9,3,2,0.01,0.279507255680918
"44",9,4,6,0.5,0.264902087613495
"45",9,5,6,0.05,0.231671096296492
"46",10,1,8,1,0.504364545778432
"47",10,2,6,0.2,0.340009798135234
"48",10,3,8,0.5,0.255757218516484
"49",10,4,6,0.2,0.277170481304441
"50",10,5,8,0.2,0.267157329535367
"51",11,1,8,5,0.32268588108395
"52",11,2,8,1,0.431781706563844
"53",11,3,8,0.5,0.382487805547909
"54",11,4,8,0.5,0.265152616205731
"55",11,5,8,0.5,0.330170562650337
"56",12,1,2,0.2,0.583382972067425
"57",12,2,8,1,0.485157342630643
"58",12,3,8,1,0.563448846785178
