"","model","target","theta","lambda","rmse"
"1",1,1,8,0.2,0.555148484532915
"2",1,2,2,0.05,0.365250778269873
"3",1,3,1,0.05,0.436916657845408
"4",1,4,6,0.2,0.295982306786121
"5",1,5,8,0.5,0.369325020678696
"6",2,1,3,0.1,0.454890181364426
"7",2,2,2,0.05,0.352492617376783
"8",2,3,1,0.01,0.318556814886587
"9",2,4,6,0.1,0.388404480523602
"10",2,5,6,0.5,0.420174976157223
"11",3,1,8,2,0.58075699364951
"12",3,2,1,0.01,0.418138262677797
"13",3,3,0.1,0.05,0.591027881261787
"14",3,4,8,0.1,0.283454098392349
"15",3,5,3,0.1,0.394387851584981
"16",4,1,2,0.05,0.293122104398032
"17",4,2,0,0,0.42789749889535
"18",4,3,8,0.2,0.379187026622019
"19",4,4,8,0.5,0.318573054938652
"20",4,5,6,0.2,0.355024009564929
"21",5,1,6,0,0.284758889154716
"22",5,2,8,2,0.358850154228941
"23",5,3,8,0.2,0.329059497044456
"24",5,4,6,0.1,0.239733888999835
"25",5,5,8,0.2,0.28183430458824
"26",6,1,8,0.5,0.515002988426207
"27",6,2,6,0.2,0.471931477247269
"28",6,3,8,0.2,0.382829335195423
"29",6,4,2,0.05,0.328037778629964
"30",6,5,8,0.5,0.361368516855113
"31",7,1,8,0.2,0.382550283785313
"32",7,2,8,0.5,0.344174826660056
"33",7,3,0,0.05,0.440784513441893
"34",7,4,8,0.2,0.264665227766106
"35",7,5,8,0.2,0.320553605370472
"36",8,1,8,0.2,0.394037983877734
"37",8,2,8,1,0.431538464401313
"38",8,3,8,0.2,0.419784334968066
"39",8,4,2,0.05,0.297510916992438
"40",8,5,8,0.2,0.370258943522517
"41",9,1,8,0.2,0.386173789268686
"42",9,2,3,0.01,0.285563576964542
"43",9,3,2,0,0.280134680058318
"44",9,4,8,0.2,0.261684183067843
"45",9,5,6,0.05,0.229151881294882
"46",10,1,8,1,0.511668817379672
"47",10,2,6,0.05,0.342559637041444
"48",10,3,8,0.2,0.261555570313545
"49",10,4,8,0.2,0.273418412501047
"50",10,5,6,0.1,0.261950759423828
"51",11,1,8,1,0.322474971736172
"52",11,2,8,0.5,0.428821043222919
"53",11,3,8,0.2,0.387114074523383
"54",11,4,8,0.2,0.256379332024859
"55",11,5,8,0.2,0.325275381950288
"56",12,1,3,0.2,0.579385116546733
"57",12,2,0.5,0.05,0.48821144106003
"58",12,3,8,0.5,0.570023640169794
"59",12,4,8,0.05,0.318736268484091
"60",12,5,3,0.05,0.33013145325246
"61",13,1,8,2,0.326223059445191
"62",13,2,3,0.01,0.408073397287687
"63",13,3,8,0.2,0.315052232982506
"64",13,4,8,0.2,0.283131815386489
"65",13,5,8,0.1,0.262687592212601
"66",14,1,8,1,0.363628015432803
"67",14,2,8,2,0.29941453234386
"68",14,3,8,0.2,0.254451151523843
"69",14,4,6,0.1,0.350557238676025
"70",14,5,6,0.2,0.372001058467201
"71",15,1,0.1,0.05,0.328188271786988
"72",15,2,8,2,0.465327887192584
"73",15,3,8,0.2,0.431260382480634
"74",15,4,3,0.1,0.434842499284095
"75",15,5,8,0.1,0.321688787186862
"76",16,1,8,0.2,0.297193503364204
"77",16,2,8,0.2,0.43180259076242
"78",16,3,8,0.2,0.307955488326716
"79",16,4,3,0.05,0.361189199647374
"80",16,5,6,0.2,0.38256399379057
"81",17,1,8,1,0.407246093774464
"82",17,2,8,0.5,0.379595945397368
"83",17,3,2,0.05,0.341780609012953
"84",17,4,8,0.5,0.315479144274194
"85",17,5,8,0.1,0.283899832946861
"86",18,1,4,0.2,0.505939675256836
"87",18,2,0.5,0.05,0.451093470877626
"88",18,3,0.1,0.05,0.3528915936686
"89",18,4,8,0.2,0.31408621308534
"90",18,5,8,0.2,0.312324483543718
