"","model","target","theta","lambda","rmse"
"1",1,1,8,0.2,0.557049371526786
"2",1,2,2,0.01,0.365965388018848
"3",1,3,0.5,0,0.436944902045426
"4",1,4,6,0.2,0.294493411609809
"5",1,5,8,1,0.371490902750611
"6",2,1,3,0.1,0.455053390675325
"7",2,2,1,0.01,0.352116630347227
"8",2,3,1,0,0.318793809110139
"9",2,4,6,0.1,0.388235818533227
"10",2,5,3,0.1,0.419646877263337
"11",3,1,8,1,0.58075699364951
"12",3,2,1,0.01,0.418538937516365
"13",3,3,0.1,0.05,0.589552710433136
"14",3,4,8,0.1,0.282009820432728
"15",3,5,3,0.1,0.393244096251101
"16",4,1,2,0.05,0.293556535331663
"17",4,2,0,0,0.42789749889535
"18",4,3,8,0.1,0.380883090218507
"19",4,4,8,0.2,0.319959541333588
"20",4,5,6,0.2,0.352304675783133
"21",5,1,6,0,0.284758889154716
"22",5,2,8,2,0.358850154228941
"23",5,3,6,0.2,0.329236191420939
"24",5,4,4,0.05,0.2418951480284
"25",5,5,6,0.2,0.280193228499601
"26",6,1,8,0.5,0.514231849280403
"27",6,2,6,0.2,0.473455966481316
"28",6,3,8,0.2,0.380054003212194
"29",6,4,2,0.05,0.32867243774882
"30",6,5,8,0.5,0.3639615450592
"31",7,1,8,0.2,0.381152378791665
"32",7,2,8,0.2,0.345521829488861
"33",7,3,0,0.05,0.439476764069377
"34",7,4,8,0.2,0.261685155337365
"35",7,5,8,0.2,0.321129912091912
"36",8,1,8,0.2,0.39643483451174
"37",8,2,8,1,0.431872727293004
"38",8,3,8,0.2,0.419754057799719
"39",8,4,3,0.05,0.299452540531235
"40",8,5,8,0.2,0.364356733560395
"41",9,1,8,0.1,0.387044886728277
"42",9,2,2,0,0.286015571386651
"43",9,3,2,0,0.280134680058318
"44",9,4,8,0.2,0.257864111297464
"45",9,5,8,0.1,0.229411847597946
"46",10,1,8,1,0.51233647761675
"47",10,2,6,0.05,0.343068434787086
"48",10,3,8,0.2,0.26328563738331
"49",10,4,8,0.1,0.273081233613456
