"","model","target","theta","lambda","rmse"
"1",1,1,8,0.5,0.552645924364636
"2",1,2,2,0.05,0.36450584630206
"3",1,3,0.5,0,0.436944902045426
"4",1,4,6,0.2,0.299443663498345
"5",1,5,8,0.5,0.368540897751165
"6",2,1,3,0.2,0.457020339951956
"7",2,2,2,0.05,0.352023118918476
"8",2,3,1,0.05,0.316386352732295
"9",2,4,6,0.05,0.38868116046459
"10",2,5,3,0.2,0.419313000842144
"11",3,1,8,5,0.58075699364951
"12",3,2,4,0.2,0.414201664817113
"13",3,3,0,0.05,0.592739201384798
"14",3,4,8,0.2,0.284493968609244
"15",3,5,3,0.1,0.396861425499675
"16",4,1,2,0.05,0.293076433277408
"17",4,2,0.1,0.01,0.427828324281219
"18",4,3,8,0.2,0.373863897212001
"19",4,4,8,0.5,0.316460562436784
"20",4,5,6,0.5,0.357457866614502
"21",5,1,8,0.1,0.283891838470741
"22",5,2,8,5,0.358850154228941
"23",5,3,8,0.5,0.330624142449834
"24",5,4,6,0.2,0.23757106212015
"25",5,5,6,0.5,0.280172666706721
"26",6,1,8,1,0.515446190163898
"27",6,2,6,0.2,0.471414219415116
"28",6,3,8,0.5,0.38306314117001
"29",6,4,2,0.05,0.327657826583392
"30",6,5,8,0.5,0.362215792267501
"31",7,1,8,0.5,0.380649865562237
"32",7,2,6,0.2,0.341692236936427
"33",7,3,0,0.05,0.443130235190011
"34",7,4,8,0.2,0.26624597512518
"35",7,5,8,0.5,0.318830481369814
"36",8,1,8,0.5,0.395721551442479
"37",8,2,8,1,0.428776202554896
"38",8,3,8,0.2,0.420843309141628
"39",8,4,2,0.05,0.297345545001352
"40",8,5,8,0.5,0.371323541415247
"41",9,1,8,0.2,0.38442596748298
"42",9,2,4,0.05,0.283351388163294
"43",9,3,2,0.01,0.280134338662843
"44",9,4,8,0.5,0.261677482000827
"45",9,5,6,0.05,0.230362795879037
"46",10,1,8,1,0.509676786988444
"47",10,2,6,0.1,0.340376445167682
"48",10,3,8,0.2,0.26035712286511
"49",10,4,8,0.2,0.273288809586077
"50",10,5,6,0.1,0.265000898849222
"51",11,1,8,2,0.322673742916062
"52",11,2,8,0.5,0.431437164433451
"53",11,3,8,0.2,0.385069516206315
"54",11,4,8,0.5,0.261329163759199
"55",11,5,8,0.5,0.325775183263928
"56",12,1,3,0.2,0.581392772048851
"57",12,2,8,0.5,0.485824755656201
"58",12,3,8,0.5,0.567287937785598
"59",12,4,8,0.1,0.314131778557638
"60",12,5,4,0.1,0.330116238427548
"61",13,1,8,5,0.326223059445191
"62",13,2,4,0.05,0.406286171394794
"63",13,3,8,0.2,0.315710535910423
"64",13,4,8,0.2,0.282553705593205
"65",13,5,8,0.1,0.263060027962776
"66",14,1,8,2,0.363702052456177
"67",14,2,8,5,0.29941453234386
"68",14,3,6,0.2,0.25380637772364
"69",14,4,6,0.2,0.348120947635021
"70",14,5,4,0.1,0.371976107621679
"71",15,1,0,0.01,0.329393710919108
"72",15,2,8,5,0.465327887192584
"73",15,3,6,0.1,0.430106125378036
"74",15,4,3,0.1,0.433756982449603
"75",15,5,8,0.1,0.320413216268219
"76",16,1,6,0.2,0.295812438428055
"77",16,2,8,0.5,0.430036366360504
"78",16,3,8,0.2,0.308894581275907
"79",16,4,3,0.1,0.360810334931607
"80",16,5,6,0.5,0.380987788334095
"81",17,1,8,1,0.406124048948975
"82",17,2,8,0.5,0.38178623198598
"83",17,3,2,0.05,0.343175547117056
"84",17,4,8,0.5,0.315114375392494
"85",17,5,8,0.2,0.288264028022665
"86",18,1,3,0.2,0.507809399261313
"87",18,2,1,0.05,0.452739106729363
"88",18,3,2,0.05,0.353849167149488
"89",18,4,8,0.2,0.31398588807618
"90",18,5,8,0.2,0.313814130224818
"91",19,1,8,0.2,0.40799709942638
"92",19,2,8,5,0.315008097654351
"93",19,3,8,0.5,0.326793061699652
"94",19,4,8,0.2,0.224811919680313
"95",19,5,2,0.05,0.32178361264997
"96",20,1,0,0.01,0.585779341091033
"97",20,2,6,0.2,0.330088908345014
"98",20,3,2,0.01,0.319321655457417
"99",20,4,6,0.05,0.26575189446999
"100",20,5,4,0.1,0.297279914646461
"101",21,1,0,0.01,0.749959299791501
"102",21,2,4,0.1,0.376099002960102
"103",21,3,3,0.1,0.527022461929532
"104",21,4,3,0.05,0.289796359381436
"105",21,5,8,0.5,0.353168372243973
"106",22,1,1,0.05,0.626885324413001
"107",22,2,3,0.05,0.615051022015836
"108",22,3,2,0.05,0.227841064174589
"109",22,4,1,0.05,0.377888797284859
"110",22,5,8,0.2,0.285054129293819
"111",23,1,8,0.5,0.24298897325297
"112",23,2,8,0.2,0.373325197178363
"113",23,3,8,0.5,0.401815505170303
"114",23,4,8,0.2,0.240524431618203
"115",23,5,4,0.2,0.324488623972094
"116",24,1,0.1,0,0.24752738259515
"117",24,2,8,0.5,0.244231069502757
"118",24,3,2,0.05,0.279418543046347
"119",24,4,8,0.1,0.275219326740237
"120",24,5,4,0.2,0.301924207297107
"121",25,1,2,0.1,0.398477130314802
"122",25,2,8,1,0.536004188216543
"123",25,3,3,0.1,0.405125239786004
"124",25,4,8,1,0.351081008841611
"125",25,5,8,0.5,0.322591381543227
"126",26,1,8,5,0.441114043496887
"127",26,2,3,0.05,0.252950456503447
"128",26,3,8,0.5,0.279757014755234
"129",26,4,6,0.2,0.275740225657026
"130",26,5,8,2,0.349475954999231
"131",27,1,0,0.05,0.56373800210673
"132",27,2,2,0.05,0.260899501104696
