"","model","target","theta","lambda","rmse"
"1",1,1,8,1,0.323718901699366
"2",1,2,8,0.1,0.133286571280321
"3",1,3,4,0.01,0.11150395545085
"4",1,4,8,0.1,0.12024477901405
"5",1,5,8,0.05,0.0922429705610983
"6",2,1,8,1,0.470333724091454
"7",2,2,3,0.01,0.180001879073025
"8",2,3,8,0.2,0.198868502298051
"9",2,4,6,0.05,0.133273559902526
"10",2,5,8,0.1,0.137243007831838
"11",3,1,8,0.5,0.184800204459098
"12",3,2,8,0.05,0.140168473580563
"13",3,3,8,0.1,0.131638151773116
"14",3,4,8,0.01,0.0969878853050805
"15",3,5,8,0.1,0.124143003847384
"16",4,1,8,0.5,0.284294577659483
"17",4,2,6,0.05,0.148068782540879
"18",4,3,8,0.1,0.158435956407772
"19",4,4,8,0.05,0.0843044871824536
"20",4,5,8,0.05,0.0894418951641348
"21",5,1,8,0.5,0.222600430831198
"22",5,2,8,0.1,0.166675325023089
"23",5,3,4,0.01,0.131184700672559
"24",5,4,8,0.1,0.0898279957386095
"25",5,5,8,0.05,0.094546147581999
"26",6,1,8,0.2,0.182287300296693
"27",6,2,4,0.01,0.13863256264593
"28",6,3,8,0.05,0.1251000474444
"29",6,4,8,0.05,0.0714878094941866
"30",6,5,8,0.05,0.0839885530844005
"31",7,1,0,0,0.146317380664556
"32",7,2,8,0.1,0.126158107007867
"33",7,3,8,0.2,0.22836403449497
"34",7,4,8,0.05,0.107401166056404
"35",7,5,8,0.1,0.148173227120062
"36",8,1,8,0.2,0.166661830669896
"37",8,2,3,0.1,0.202946801692904
"38",8,3,8,0.1,0.158004449099953
"39",8,4,8,0.05,0.117857987487388
"40",8,5,3,0.05,0.133801712906363
"41",9,1,8,0.1,0.249145882544547
"42",9,2,1,0.01,0.143441814357227
"43",9,3,2,0.01,0.172132221661469
"44",9,4,8,0.2,0.165892414375621
"45",9,5,6,0.1,0.137136947206656
"46",10,1,8,0.2,0.195347639720928
"47",10,2,8,0.2,0.190909251344597
"48",10,3,3,0,0.138720947875108
"49",10,4,6,0.05,0.115731555959077
"50",10,5,8,0.05,0.081712929133745
"51",11,1,8,0.2,0.306883735291169
"52",11,2,8,0.05,0.114171154745744
"53",11,3,6,0.05,0.137005789871282
"54",11,4,8,0.05,0.0829534062215806
"55",11,5,8,0.05,0.0935834559719462
"56",12,1,8,0.2,0.272782711352805
"57",12,2,1,0.01,0.367794742633024
"58",12,3,8,0.1,0.221597728342684
"59",12,4,8,0.2,0.161625974120246
"60",12,5,4,0.05,0.162683307361976
"61",13,1,8,0.2,0.226054906896295
"62",13,2,1,0.01,0.152357136388688
"63",13,3,8,0.2,0.162579292273948
"64",13,4,0.5,0.01,0.188924675738523
"65",13,5,8,0.05,0.107442817766856
"66",14,1,6,0.2,0.469988524226194
"67",14,2,8,0.2,0.410498035437853
"68",14,3,0.1,0.01,0.287657511421907
"69",14,4,0.5,0.01,0.218598367111373
"70",14,5,0.1,0.01,0.204466504744628
"71",15,1,8,0.2,0.169372134142806
"72",15,2,8,0.2,0.154675674755328
"73",15,3,8,0.05,0.165778178388466
"74",15,4,8,0.2,0.181923235378685
"75",15,5,4,0.05,0.141044465234953
"76",16,1,8,0.05,0.102866616392944
"77",16,2,4,0.05,0.128109367089097
"78",16,3,4,0.05,0.119404279739045
"79",16,4,8,0.05,0.0873582356219039
"80",16,5,6,0.1,0.11713863308081
"81",17,1,8,0.2,0.169837229480785
"82",17,2,8,0.2,0.134981994118626
"83",17,3,8,0.1,0.127444159394543
"84",17,4,8,0.1,0.125580130156971
"85",17,5,8,0.05,0.0786211942328008
"86",18,1,8,0.2,0.171180747382375
"87",18,2,8,0.05,0.112557456035696
"88",18,3,4,0.01,0.108636894138493
"89",18,4,8,0.05,0.0871658467341731
"90",18,5,8,0,0.0838083905753189
"91",19,1,8,0.5,0.396020973287183
"92",19,2,8,0.2,0.20382946954938
"93",19,3,6,0.1,0.146065781552976
"94",19,4,6,0.1,0.137798906390488
"95",19,5,6,0.1,0.15572399020333
"96",20,1,1,0.05,0.326754209680735
"97",20,2,1,0.01,0.183995803353096
"98",20,3,6,0.1,0.16621868387942
"99",20,4,6,0.1,0.177771516218314
"100",20,5,0,0.05,0.339878376966164
"101",21,1,1,0.01,0.11319045682459
"102",21,2,6,0.05,0.106715126498033
"103",21,3,2,0.01,0.107823724134794
"104",21,4,8,0.1,0.157263638297217
"105",21,5,4,0.1,0.247665921194614
"106",22,1,8,0.5,0.157397690242341
"107",22,2,8,0.05,0.115836658191315
"108",22,3,6,0.01,0.115751243940498
"109",22,4,8,0.05,0.0963151495234631
"110",22,5,8,0.05,0.0872906227126306
"111",23,1,8,0.2,0.17862646357997
"112",23,2,8,0.1,0.117687682364023
"113",23,3,4,0.05,0.201755771998847
"114",23,4,8,0.05,0.0864961079796338
"115",23,5,8,0.05,0.0978849724652692
"116",24,1,8,0.2,0.219706503387868
"117",24,2,4,0.01,0.0993425203935004
"118",24,3,6,0.1,0.127479694397327
