"","model","target","theta","lambda","rmse"
"1",1,1,8,1,0.322425596993294
"2",1,2,8,0.1,0.132359739500665
"3",1,3,4,0.01,0.111525983534675
"4",1,4,8,0.1,0.120104575928298
"5",1,5,8,0.05,0.0925716264344694
"6",2,1,8,1,0.466589155078229
"7",2,2,8,0.1,0.179004114936819
"8",2,3,8,0.2,0.198727986905464
"9",2,4,6,0.05,0.133656098265228
"10",2,5,8,0.1,0.136695858807536
"11",3,1,8,0.5,0.183336300923764
"12",3,2,8,0.05,0.140230919911085
"13",3,3,8,0.1,0.131689698403353
"14",3,4,8,0.01,0.09717603072319
"15",3,5,8,0.1,0.12565960280291
"16",4,1,8,0.5,0.282266051833974
"17",4,2,6,0.05,0.148010539216893
"18",4,3,8,0.1,0.158406836380658
"19",4,4,8,0.05,0.0850919955699669
"20",4,5,8,0.05,0.0893402646408614
"21",5,1,8,0.5,0.220945852021192
"22",5,2,8,0.1,0.16585197165067
"23",5,3,4,0.01,0.131244033317904
"24",5,4,8,0.1,0.0894900670659008
"25",5,5,8,0.05,0.0950584080446714
"26",6,1,8,0.5,0.180437369334606
"27",6,2,4,0.01,0.138521380571091
"28",6,3,8,0.05,0.125580052049233
"29",6,4,8,0.05,0.0713713612387384
"30",6,5,8,0.05,0.0835601239382621
"31",7,1,0,0,0.146317380664556
"32",7,2,8,0.1,0.125734095516342
"33",7,3,8,0.2,0.22645749037707
"34",7,4,8,0.05,0.10771179710517
"35",7,5,8,0.1,0.147245677957359
"36",8,1,8,0.2,0.168822082076134
"37",8,2,3,0.1,0.202717173171797
"38",8,3,8,0.1,0.156745397011345
"39",8,4,8,0.1,0.117010858747587
"40",8,5,3,0.05,0.13402469688995
"41",9,1,8,0.1,0.247258224808071
"42",9,2,0,0,0.143557144649047
"43",9,3,2,0.01,0.172442818382755
"44",9,4,8,0.2,0.16536231850732
"45",9,5,4,0.05,0.137659401660044
"46",10,1,8,0.2,0.194640705026098
"47",10,2,8,0.2,0.188901736425537
"48",10,3,3,0,0.138720947875108
"49",10,4,6,0.05,0.116333193774774
"50",10,5,8,0.05,0.0816438021806262
"51",11,1,8,0.2,0.304877363578574
"52",11,2,8,0.05,0.114187818911972
"53",11,3,6,0.05,0.137114338506748
"54",11,4,8,0.05,0.0831686956003356
"55",11,5,8,0.05,0.0931662414977152
"56",12,1,8,0.2,0.270417059848443
"57",12,2,1,0.01,0.367548514585355
"58",12,3,8,0.2,0.221003986804915
"59",12,4,8,0.2,0.161458657761449
"60",12,5,4,0.05,0.1628632204836
"61",13,1,8,0.2,0.224974077160186
"62",13,2,0.1,0,0.152575755703537
"63",13,3,6,0.1,0.162480062560787
"64",13,4,0.1,0.01,0.188938195232478
"65",13,5,8,0.05,0.107584156797136
"66",14,1,6,0.2,0.469836562335705
"67",14,2,8,0.5,0.409669236784657
"68",14,3,0,0.01,0.288315399603344
"69",14,4,0.5,0.01,0.218585619334948
"70",14,5,0,0,0.204490227613589
"71",15,1,8,0.5,0.167737262089552
"72",15,2,6,0.1,0.154812479946905
"73",15,3,8,0.05,0.166152683337784
"74",15,4,8,0.2,0.181210629692172
"75",15,5,4,0.05,0.140682973223406
"76",16,1,8,0.05,0.102813306804573
"77",16,2,4,0.05,0.127481876452314
"78",16,3,8,0.1,0.118919027212209
"79",16,4,8,0.05,0.0879717040547467
"80",16,5,6,0.1,0.117215368233565
"81",17,1,8,0.5,0.1679751797861
"82",17,2,8,0.2,0.132427535388165
"83",17,3,8,0.1,0.126150196579094
"84",17,4,8,0.1,0.125535174010645
"85",17,5,8,0.05,0.0787875269600295
"86",18,1,8,0.2,0.169459792278046
"87",18,2,8,0.05,0.113207846921142
"88",18,3,4,0.01,0.108808883151317
"89",18,4,8,0.05,0.0871106949240711
"90",18,5,8,0,0.0838083905753189
"91",19,1,8,0.5,0.394748430361471
"92",19,2,8,0.5,0.202510557424956
