"","model","target","theta","lambda","rmse"
"1",1,1,8,1,0.323963139293085
"2",1,2,8,0.05,0.133883572154923
"3",1,3,4,0.01,0.111595998050635
"4",1,4,8,0.1,0.120688349282277
"5",1,5,8,0.05,0.0924106447803703
"6",2,1,8,2,0.471390417676225
"7",2,2,3,0.01,0.17982443716164
"8",2,3,8,0.2,0.199900630040197
"9",2,4,6,0.05,0.133241844978208
"10",2,5,8,0.1,0.137804578160927
"11",3,1,8,0.5,0.186217941822041
"12",3,2,8,0.05,0.140332621113088
"13",3,3,8,0.1,0.132027758262936
"14",3,4,8,0.01,0.0968601500620209
"15",3,5,8,0.1,0.123438630030465
"16",4,1,8,0.2,0.285946932101104
"17",4,2,6,0.05,0.147980978551719
"18",4,3,8,0.05,0.158631652107165
"19",4,4,8,0.05,0.0839452692091636
"20",4,5,8,0.05,0.0898242982164887
"21",5,1,8,0.5,0.224809744519048
"22",5,2,8,0.1,0.167672627958878
"23",5,3,4,0.01,0.131138563058797
"24",5,4,8,0.1,0.0902974772183089
"25",5,5,8,0.05,0.0945550181443818
"26",6,1,8,0.2,0.183802893914777
"27",6,2,4,0,0.138666616406415
"28",6,3,8,0.05,0.125027777943423
"29",6,4,8,0.05,0.0716900554157287
"30",6,5,8,0.05,0.0845506893808432
"31",7,1,0,0,0.146317380664556
"32",7,2,8,0.1,0.126801008875342
"33",7,3,8,0.2,0.231198070027109
"34",7,4,8,0.05,0.107087765737205
"35",7,5,8,0.1,0.149048449352684
"36",8,1,8,0.2,0.164935746050267
"37",8,2,4,0.1,0.204013880000575
"38",8,3,8,0.1,0.159868135491883
"39",8,4,8,0.05,0.118722268740626
"40",8,5,4,0.05,0.134214919237627
"41",9,1,8,0.1,0.250831486241763
"42",9,2,1,0.01,0.143181144931112
"43",9,3,2,0.01,0.171761373478904
"44",9,4,6,0.2,0.166544963209306
"45",9,5,6,0.1,0.136942583347644
"46",10,1,8,0.2,0.196547031881752
"47",10,2,8,0.2,0.192868270617588
"48",10,3,3,0,0.138720947875108
"49",10,4,6,0.05,0.115672038609872
"50",10,5,8,0.05,0.0820767597628132
"51",11,1,8,0.2,0.308515009686353
"52",11,2,8,0.05,0.11431646920691
"53",11,3,6,0.05,0.137258200125136
"54",11,4,8,0.05,0.0829204597849985
"55",11,5,8,0.05,0.0942338175451399
"56",12,1,8,0.2,0.274197552412019
"57",12,2,1,0.01,0.368114686758307
"58",12,3,8,0.1,0.222095883987271
"59",12,4,8,0.2,0.16202330517652
"60",12,5,4,0.05,0.162117343167927
"61",13,1,8,0.2,0.22754653821198
"62",13,2,1,0.01,0.151664564864226
"63",13,3,8,0.2,0.162624694018617
"64",13,4,0.5,0.01,0.188856388523876
"65",13,5,8,0.05,0.107858227102829
"66",14,1,6,0.2,0.47130279914357
"67",14,2,8,0.2,0.411498763704142
"68",14,3,0.1,0.01,0.28724857247832
"69",14,4,1,0.01,0.218610103241037
"70",14,5,0.5,0.01,0.204340201009388
"71",15,1,8,0.2,0.168845848514425
"72",15,2,8,0.1,0.154532407851752
"73",15,3,8,0.05,0.165681630930357
"74",15,4,8,0.2,0.183287059669287
"75",15,5,4,0.05,0.14155274278075
"76",16,1,8,0.05,0.103239436757761
"77",16,2,3,0.01,0.128356830839637
"78",16,3,4,0.05,0.119670915939007
"79",16,4,8,0.05,0.0869995893265
"80",16,5,4,0.05,0.117095463362144
"81",17,1,8,0.2,0.17123720720548
"82",17,2,8,0.2,0.137214244565829
"83",17,3,8,0.1,0.128346191188092
"84",17,4,8,0.1,0.126218978853138
"85",17,5,8,0.05,0.0785663831508773
"86",18,1,8,0.1,0.172501621789811
"87",18,2,8,0.05,0.112418203450425
"88",18,3,4,0.01,0.108642675179236
"89",18,4,8,0.05,0.0873039882035206
"90",18,5,8,0,0.0838083905753189
"91",19,1,8,2,0.397598283985047
"92",19,2,8,0.2,0.204803812353334
"93",19,3,6,0.1,0.145963065895211
"94",19,4,6,0.05,0.137778804158752
"95",19,5,6,0.1,0.155184855776917
"96",20,1,1,0.05,0.327154218378007
"97",20,2,1,0.01,0.18407640737732
"98",20,3,6,0.1,0.166488075819949
"99",20,4,6,0.1,0.177649423708405
"100",20,5,0,0.05,0.33904052938258
"101",21,1,1,0.01,0.112819750985308
"102",21,2,6,0.05,0.106668859711778
"103",21,3,2,0.01,0.10687648674562
"104",21,4,8,0.1,0.157425016231409
"105",21,5,4,0.1,0.247725420075908
"106",22,1,8,0.2,0.157654519632312
"107",22,2,8,0.05,0.116686727841298
"108",22,3,6,0.01,0.115653651065458
"109",22,4,8,0.05,0.0966724484194943
"110",22,5,8,0.05,0.0878720783827612
"111",23,1,8,0.2,0.179345926375784
"112",23,2,8,0.05,0.117730484367264
"113",23,3,4,0.05,0.20158416799528
"114",23,4,8,0.05,0.0862450939271796
"115",23,5,8,0.05,0.0979859847055086
"116",24,1,8,0.2,0.221255024279332
"117",24,2,6,0.05,0.0992369247873766
"118",24,3,6,0.05,0.1286985206979
"119",24,4,8,0.05,0.0736382057612822
"120",24,5,8,0.01,0.0959297883940004
"121",25,1,8,5,0.559154425242831
"122",25,2,8,0.1,0.216532116520474
"123",25,3,8,0.1,0.174384209687565
"124",25,4,6,0.1,0.150941057728691
"125",25,5,8,0.1,0.116765867361565
"126",26,1,8,0.2,0.137243560535039
"127",26,2,8,0.05,0.135684128368073
"128",26,3,4,0.05,0.152907443177623
"129",26,4,8,0.05,0.109984979609006
"130",26,5,8,0.2,0.115178847197074
"131",27,1,8,0.1,0.0743823886398009
"132",27,2,8,0.1,0.0913555799356647
"133",27,3,8,0,0.0720246010453977
"134",27,4,8,0.01,0.110095085748538
"135",27,5,8,0.01,0.0883671624689625
"136",28,1,8,0.5,0.168955028485539
"137",28,2,8,0.1,0.11601464584326
"138",28,3,8,0.1,0.108339635991616
"139",28,4,8,0.05,0.0781332599599852
"140",28,5,8,0.01,0.0683255873938224
"141",29,1,0,0.1,0.671362386986896
"142",29,2,6,0.1,0.298542768214123
"143",29,3,4,0.01,0.281518535136091
"144",29,4,0.5,0.05,0.477430412514134
"145",29,5,8,0.05,0.225344256044478
"146",30,1,8,0.05,0.0830848027954886
"147",30,2,8,0.1,0.0879544045295294
"148",30,3,8,0.1,0.0871003806860332
"149",30,4,8,0.05,0.140833039225022
"150",30,5,8,0.2,0.182432288178408
"151",31,1,8,0.5,0.153180097752454
"152",31,2,2,0.01,0.168360432858277
"153",31,3,4,0.01,0.127766828492748
"154",31,4,8,0.05,0.0983343987190131
"155",31,5,8,0.05,0.111182775502533
"156",32,1,8,0.2,0.211896499197788
"157",32,2,8,0.2,0.157447217559745
"158",32,3,8,0.05,0.106202716739721
"159",32,4,8,0.01,0.102370926649949
"160",32,5,8,0.05,0.0899557794253013
"161",33,1,8,0.5,0.353940173757878
"162",33,2,8,0.05,0.159168282408186
"163",33,3,8,0.1,0.21186650722998
"164",33,4,8,0.05,0.123351646503763
"165",33,5,8,0.1,0.125279358022816
"166",34,1,0.1,0.01,0.147000593604683
"167",34,2,8,0.2,0.286864674612751
"168",34,3,0.5,0.01,0.295646300117809
"169",34,4,3,0.05,0.142297725721936
"170",34,5,2,0.01,0.157121226756631
"171",35,1,8,0.1,0.108554907358248
"172",35,2,8,0.1,0.104096852983694
"173",35,3,8,0.2,0.128462909271923
"174",35,4,8,0.05,0.0936391386302304
"175",35,5,8,0.1,0.108187042256514
"176",36,1,8,0.2,0.210889724304888
"177",36,2,8,0.1,0.166230879373362
"178",36,3,8,0.2,0.223837197682931
"179",36,4,6,0.05,0.160545089940942
"180",36,5,4,0.05,0.149569233427791
"181",37,1,8,0.05,0.132588475378713
"182",37,2,8,0.05,0.106585479222678
"183",37,3,6,0.05,0.125977547599579
"184",37,4,8,0.05,0.110555547217782
"185",37,5,8,0.05,0.0940385973098071
