"","model","target","theta","lambda","rmse"
"1",1,1,8,1,0.3241078520647
"2",1,2,8,0.05,0.135447333504813
"3",1,3,4,0.01,0.112575673325477
"4",1,4,8,0.05,0.123812283536872
"5",1,5,8,0.01,0.0938925588610162
"6",2,1,8,2,0.471543044037493
"7",2,2,3,0.01,0.179576152766662
"8",2,3,8,0.2,0.205372673469722
"9",2,4,6,0.05,0.133626771358643
"10",2,5,8,0.05,0.140141320441447
"11",3,1,8,0.2,0.191096874471883
"12",3,2,8,0.05,0.142330464283094
"13",3,3,8,0.05,0.134633649460835
"14",3,4,8,0.01,0.0969054004264854
"15",3,5,8,0.05,0.124053943096766
"16",4,1,8,0.2,0.289664319118969
"17",4,2,6,0.05,0.148804118804104
"18",4,3,8,0.05,0.159835487212579
"19",4,4,8,0.01,0.0851557250516548
"20",4,5,6,0.01,0.092793060302593
"21",5,1,8,0.2,0.228938463562694
"22",5,2,8,0.05,0.169905860500916
"23",5,3,4,0.01,0.131074213467058
"24",5,4,8,0.05,0.0916113839437373
"25",5,5,8,0.05,0.0956210833535432
"26",6,1,8,0.2,0.189369891487704
"27",6,2,4,0,0.138666616406415
"28",6,3,8,0.05,0.12626874677111
"29",6,4,8,0.01,0.0728142644601086
"30",6,5,8,0.01,0.0868896068319585
"31",7,1,0,0,0.146317380664556
"32",7,2,4,0.01,0.128200143744908
"33",7,3,8,0.1,0.238845626023542
"34",7,4,8,0.05,0.107883090686152
"35",7,5,8,0.05,0.151572569272634
"36",8,1,8,0.1,0.166568167383657
"37",8,2,1,0.01,0.20610306965012
"38",8,3,8,0.05,0.166102256127921
"39",8,4,8,0.01,0.122486722724404
"40",8,5,4,0.05,0.136051921775727
"41",9,1,4,0.05,0.252844209780159
"42",9,2,1,0.01,0.14290968654204
"43",9,3,2,0.01,0.170078224313124
"44",9,4,6,0.1,0.166839156822368
"45",9,5,6,0.05,0.138065238616156
"46",10,1,0,0.01,0.198268352634556
"47",10,2,8,0.1,0.198738545573819
"48",10,3,4,0.01,0.138161086620259
"49",10,4,4,0.01,0.117425239982026
"50",10,5,8,0.01,0.0833349620736823
"51",11,1,0.1,0.01,0.307739358508751
"52",11,2,6,0.05,0.115556413757121
"53",11,3,3,0.01,0.137636855595921
"54",11,4,8,0.01,0.0832067323379113
"55",11,5,8,0.01,0.0964072039395764
"56",12,1,8,0.2,0.27777764860669
"57",12,2,1,0,0.368675527145181
"58",12,3,8,0.1,0.223902806618709
"59",12,4,8,0.1,0.163721520262771
"60",12,5,4,0.05,0.163015608905977
"61",13,1,8,0.2,0.229226513270965
"62",13,2,1,0.01,0.151114770251229
"63",13,3,8,0.1,0.16339904019451
"64",13,4,0.5,0.01,0.188346806474059
"65",13,5,8,0.01,0.109798021259133
"66",14,1,4,0.1,0.471984694521942
"67",14,2,8,0.2,0.411818666075598
"68",14,3,0,0.01,0.28630396403004
"69",14,4,0.5,0,0.218935453537787
"70",14,5,0.1,0.01,0.203384281601925
"71",15,1,8,0.2,0.169639909869915
"72",15,2,8,0.1,0.15475644674991
"73",15,3,8,0.01,0.166753274842177
"74",15,4,8,0.1,0.187672428542739
"75",15,5,4,0.01,0.141853375598164
"76",16,1,8,0.05,0.104703008316377
"77",16,2,3,0.01,0.128248030874246
"78",16,3,2,0.01,0.120429957045024
"79",16,4,8,0.05,0.0879959924074564
"80",16,5,4,0.05,0.118298241963626
"81",17,1,8,0.2,0.176486634951534
