"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.871536955523502,0.843771711329527,0.979127402367151,0.978451033555106,0.856370903851029,1.00262104641883,0.965181383370333,0.861946148090826,0.461585635160673,0.968555513316685,0.943933155850613,0.442437098282767,0.983925516624104,0.944046647174909,0.998275170677442,0.69054060607838,0.998990897180625,0.812248409359635,0.694961891910382,0.985002553059121,0.890158430346667,0.985640290496461,1.03153870788177,0.995738855438445,1.00424227275569,0.9692278979735,1.00050803788367,0.879063492155038,0.954091069700654,0.993637158268443,0.967779137705186,0.90394402527854,0.878556380266893,0.859657876176765,0.969333278540759,0.870394845891486,1.0052773532869,0.864331336831307,0.902123377638027,0.83507901384654,1.07104980611158,0.951459360485881,1.00802950275014,0.9867963407913,0.481414032530289,0.962170869989218,0.993049871773053,0.902751181055697,1.01437154626225,1.00090844728945
-0.0546780615353746,-0.0565134166898366,-0.0741323109269223,-0.140823935678804,-0.148340421631172,-0.0644344864726867,-0.0518360375688797,-0.0611591055018494,-0.000464139418689757,-0.0342166248563602,-0.0165962652553993,-0.107588498223207,0.0207312769725936,0.0292053034760644,-0.0535850981858986,-0.0664117694337253,-0.114947783166264,0.0543550404486472,-0.0156350331185153,-0.0382157451405005,-0.0284836353857434,-0.0611688204631064,0.0264581737167596,-0.297536791942344,-0.0555605688437595,0.00685920309533758,0.136729307310542,-0.0399457074710067,-0.0834776676489939,-0.0327489706461068,-0.113218382709046,-0.0423386953200174,-0.0428964998400395,0.00106805257049203,0.0257653103214282,-0.0947738471909843,-0.0391095239516232,-0.0228817317976331,-0.00374583648282318,-0.131276923238543,-0.0885020743127274,0.0137772062392239,-0.0824946261732116,-0.0250893389144366,-0.103682966998064,-0.171540385286677,-0.0416315491976773,-0.00625320688660544,-0.0273614280383696,-0.0327492776223977
-0.0532217574706983,-0.0313336262598785,-0.800349027888373,-0.233088001394817,0.00519977859495654,-0.0339290105090693,-0.164118329661748,-0.0509728045810232,-0.050309696254362,-0.0434303086414805,-0.00635285331408048,-0.0478049528707648,0.013524358408444,0.0274401936890357,-0.108283453295608,-0.0410196896394646,-0.056079436468208,-0.00196899262691812,-0.0107741135931362,-0.130847707481865,-0.0906236960351979,-0.0740920520700428,-0.0549171416862008,0.0177323171272678,-0.0624683377709057,-0.0602598686003943,-0.0836002954225987,-0.0603831072292633,-0.0829238610185142,-0.0631139068106036,-0.10649271284731,0.00387505342266206,-0.0393009855516288,-0.0325922233003469,0.251646888848041,-0.117817972610597,0.0038157836298738,-0.00165395037965738,-0.0160077453161492,-0.0899747347128054,0.00800563016089731,-0.0693993572185425,-0.0551201377428808,-0.03724767702884,-0.0214954731456348,-0.0412465879602773,0.149808137965374,-0.0762276616381864,-0.179458366471258,-0.0315340618377335
0.374554002031927,0.0360111054865398,0.0849654335178976,0.0784372610113795,-0.0773433068662445,0.0153141948238602,0.132093051919422,0.00199149957378257,-0.0468037366663433,-0.0207211718995118,0.00902258994940714,0.022148596446753,-0.0172102963951596,0.0019197377505787,-0.0859200392204102,0.037892951139081,-0.0473121059179292,-0.0335365075174188,0.0432528625382354,0.0529704759761651,-0.00498333381637629,0.0280937575497916,-0.373310852840876,0.17688983516413,0.0113622121940809,-0.0779703719257978,0.0226351399524515,-0.273493782828304,0.0409387794410475,0.0137173077173316,0.0268866408033397,-0.0532191231280312,0.0549401510984721,0.00364901942888567,0.056948020845414,0.124699419000765,0.38259655029805,0.121362319380531,0.0322602711733155,0.0186375687910363,0.103098327266222,0.342100951288023,0.0360936961166698,0.00780097427699589,-0.0506859373721669,-0.507500379515333,-0.0145278960921055,0.0475572730186711,-0.113729820707817,-0.201551483331447
0.245337601194038,-0.0427953562888388,-0.0249259225309122,0.00912492150566466,0.185238131201451,0.065304700186477,0.0779024883142483,0.0184185773470778,0.117589895764238,-0.0655707819601335,0.0513444119411536,0.0228785609103243,-0.0379830895699867,0.127694956794452,0.0380599023295861,-0.00298317226717006,-0.0928019415512208,0.0137664357031493,0.0780797611177674,-0.0168006731580486,0.0959011744153815,0.0303784756869413,-0.0350257014540518,-0.192550610579258,0.0332868585701726,0.0271607709481094,0.0261944690890405,0.0379721587367953,-0.0383836692310115,0.0241312581360322,0.0762765656463098,0.113259537817024,-0.0147799660660882,0.0653217698068912,-0.274469990147716,0.138485262836768,0.00818892238159298,0.0721465127429432,0.0268264309262459,0.0250022641277494,-0.0212062423558937,0.0329962571008373,0.157420873789908,0.0567486089672426,-0.0380803056641127,0.0593909723446629,0.0838638986764701,-0.392511292952527,-0.000594411672303065,0.0208665493849555
-0.0594506773053555,-0.259530297702868,0.161962908583741,-0.0045710662988821,0.148243503316556,0.0663118769496587,0.0620252933409724,0.0518498964413042,0.65000442302792,-0.0770340025634419,0.0349562541185836,-0.521429960930482,0.0651056632465571,-0.0668166072116834,0.116686873486017,-0.149868620576249,-0.0103943901964021,-0.114442110703399,0.15126734382454,0.0759856363424392,0.0988419267615125,0.0617384477237427,-0.0104516226311772,0.0328125010574381,0.0188497599265379,0.0121268760151347,0.119348284952405,-0.0684532729717854,0.0352589808194758,0.0313862041069689,-0.0450167413277621,-0.0399944189689814,0.136805906503788,0.0765115165689143,0.0514516543380239,0.132314105329108,0.0311450027930396,0.00309942912090571,-0.0223522277548753,-0.0324660116423672,0.376867639323103,0.0394304064435671,0.117969989144539,0.00109763907708138,-0.350914827782345,-0.0194698314300031,0.101475464419291,-0.00228773228767778,0.0112109678590496,0.0242209759536575
1.05768343208121,1.0367377380341,0.967369381586563,0.964780891379806,1.04575609507124,0.751550320121262,0.999145134371033,0.970524604709212,1.05644410481129,0.985253750448794,1.04345288819523,0.795429027844979,0.844654971021993,1.01804219697985,0.966355637803711,0.995163997452056,0.903546986283332,0.741249197672823,1.01474729248369,1.01619447367301,1.05667338776726,0.913557293007824,0.980196215722223,0.958289176152183,1.03751690460301,1.02113247433811,0.275276061601306,1.01689337503707,1.06024070426437,1.08570847584478,1.01632549108228,0.988274663523372,1.07870270932551,0.951279112047005,1.01995754740114,1.01509501066937,1.01019194226695,1.02916769008591,1.02384829137204,0.851360202085504,0.710846959946082,1.07368828674315,0.965702561070867,0.967599249816559,0.891164744662045,0.786908896413663,1.01791268650986,1.09889708221533,0.933968943695226,0.965587581953997
-0.0477816707737235,0.0460354632454192,0.898534873236876,0.0425529442284319,0.00687654887076717,-0.0371382363303459,0.235088116237966,0.176345247617268,0.00328252109134404,0.0155199319049946,0.0500820821927361,0.0793284359003438,0.00284216254922303,0.0257703131181433,0.110026116328834,0.00958887000007768,-0.0367204795225731,-0.101797160777312,0.135941380640583,0.0784146881243058,0.110021201265278,0.0733831048796444,0.041359498984418,0.037244783981905,-0.00633599416350309,0.0625628982435189,0.0499517305677612,-0.0917928002568896,-0.037653830303643,0.0437402446873986,0.127932377547235,0.0370291164159274,0.0577005637626313,0.0799255146531617,0.0222152905082908,-0.0961970384087861,0.0888985305412772,-0.0148429033081603,-0.00352060043936071,-0.00723869150904823,0.0426292663181793,0.0877614481164007,0.0948951789370683,0.113354009876098,-0.044758179382877,-0.0230125764411467,-0.288630563979357,0.00605128724998464,0.125356012318897,-0.011658979477559
0.0711869933011952,-0.134933290647931,-0.47119725002546,-0.168685404226111,-0.285984327284354,-0.0540736950869372,-0.456842333357364,-0.0830882790792692,-0.156776976139658,-0.0500192654274436,-0.192856828203353,-0.00329055272289495,-0.152960338436269,-0.274216857395588,-0.814018274579077,-0.153411663679942,-0.233206185775327,-0.192667716765718,0.585237961043678,-0.284608767862666,-0.279637850910626,-0.590273291767876,-0.257885076921565,-0.101966474482509,-0.312067236287587,-0.172029898153825,-0.501873220537291,-0.391296401370486,-0.144733133793261,-0.0859447501054194,-0.207376584640708,-0.263770360678874,-0.623693299253203,-0.204423867293951,-0.163538844512284,-0.255060568869768,0.0692591145952738,-0.484361307304282,-0.149414271563029,-0.36168215567981,-0.247216905525424,-0.411739742003036,-0.454094770476948,-0.504236741560602,-0.220030999223178,-0.691070952338821,-0.142899152154027,-0.217428538707159,-0.296240970545672,0.218313121919511
0.361300935693175,-0.0708861360983382,-0.112682835484297,-0.0335914851882704,-0.0613553450583225,0.0567452068868067,-0.0898090664621961,0.0183731775705013,0.411885071489478,-0.992335282333951,-0.317175059267226,0.0227294323465765,-0.0380576158979911,-0.211731887898203,0.0232482582591052,-0.00456480846426771,-0.147854054595524,0.0272257236876872,-0.109224361206558,0.0347815841719357,-0.0729337625020379,-0.248215047886093,-0.0558637106206077,0.0393271861668849,0.0728504524125783,-0.0334138899037072,-0.0443143304598414,0.10162198415338,0.0435899619294792,0.0869377313191655,0.0566509524942815,-0.13330163271099,0.0501476357419093,-0.0987396242968382,0.0039266285546772,0.0288126754119949,0.0630697328597146,0.225270746871355,0.253635973326077,-0.0039927382323466,-0.0138908270375761,-0.00944158124751457,-0.276678927361401,0.0783260002313063,0.0218066406726819,0.140365425397762,0.105686508782671,-0.00243968313649054,0.0378461965513773,0.0305079665767054
