"","model","target","theta","lambda","rmse"
"1",1,1,8,1,0.3241078520647
"2",1,2,3,0.01,0.135614433205541
"3",1,3,4,0,0.112749006367329
"4",1,4,8,0.05,0.124578673809408
"5",1,5,8,0.01,0.0939318959193229
"6",2,1,8,2,0.471543044037493
"7",2,2,3,0.01,0.179541622051141
"8",2,3,8,0.2,0.205562445078392
"9",2,4,6,0.05,0.133882488653921
"10",2,5,8,0.05,0.140494852498857
"11",3,1,8,0.2,0.190857824475936
"12",3,2,8,0.05,0.142820582427552
"13",3,3,8,0.05,0.134954107722651
"14",3,4,8,0.01,0.096885581138527
"15",3,5,8,0.05,0.124658565554093
"16",4,1,8,0.2,0.290270580457955
"17",4,2,6,0.05,0.149106094784281
"18",4,3,8,0.05,0.160221345145739
"19",4,4,8,0.01,0.0849959200970661
"20",4,5,6,0.01,0.0929829387553852
"21",5,1,8,0.2,0.229112664384405
"22",5,2,8,0.05,0.170028585010146
"23",5,3,4,0.01,0.131038828010603
"24",5,4,8,0.05,0.0920146306343004
"25",5,5,8,0.01,0.0961797360084664
"26",6,1,8,0.2,0.189580735529278
"27",6,2,4,0,0.138666616406415
"28",6,3,8,0.05,0.126504061088948
"29",6,4,8,0.01,0.0727622280465622
"30",6,5,8,0.01,0.0869944956546981
"31",7,1,0,0,0.146317380664556
"32",7,2,4,0.01,0.128248160809511
"33",7,3,8,0.1,0.239458678965794
"34",7,4,8,0.05,0.108443054329783
"35",7,5,8,0.05,0.152213534732499
"36",8,1,8,0.1,0.16684655799191
"37",8,2,2,0.01,0.206216265231642
"38",8,3,8,0.05,0.167228223464907
"39",8,4,8,0.01,0.122708056643694
"40",8,5,2,0,0.136273251566983
"41",9,1,3,0.05,0.253047155227556
"42",9,2,1,0.01,0.143089292197925
"43",9,3,2,0.01,0.170110189710887
"44",9,4,6,0.1,0.166832235342171
"45",9,5,6,0.05,0.138193397026364
"46",10,1,0,0.01,0.198240674981875
"47",10,2,8,0.1,0.200207146972183
"48",10,3,4,0.01,0.138007384102097
"49",10,4,4,0.01,0.117475528726806
"50",10,5,8,0.01,0.0835535757484563
"51",11,1,0,0.01,0.307773785902021
"52",11,2,6,0.05,0.11597735993555
"53",11,3,3,0.01,0.137730714490294
"54",11,4,8,0.01,0.083208962138178
"55",11,5,8,0.01,0.0965495438270117
"56",12,1,8,0.1,0.278895544234513
"57",12,2,1,0,0.368675527145181
"58",12,3,8,0.1,0.22433089108919
"59",12,4,8,0.1,0.164226609550512
"60",12,5,4,0.05,0.163412390853113
"61",13,1,8,0.2,0.22998751998992
"62",13,2,1,0.01,0.151245012824805
"63",13,3,8,0.1,0.163900139872269
"64",13,4,0.5,0.01,0.188487853352469
"65",13,5,8,0.01,0.109809157669378
"66",14,1,4,0.1,0.472559170143052
"67",14,2,8,0.2,0.412108922728546
"68",14,3,0,0.01,0.286097757948658
"69",14,4,0.5,0,0.218935453537787
"70",14,5,0.1,0.01,0.203249903982092
"71",15,1,8,0.2,0.17018913563255
"72",15,2,8,0.1,0.155358044903912
"73",15,3,8,0.01,0.166629400366295
"74",15,4,8,0.1,0.188282031177892
"75",15,5,4,0.01,0.141849971555665
"76",16,1,8,0.01,0.105496746795917
"77",16,2,3,0.01,0.128206754333398
"78",16,3,2,0.01,0.120560234321987
"79",16,4,8,0.05,0.0886963515225141
"80",16,5,4,0.05,0.119020199686412
"81",17,1,8,0.2,0.17795035258949
"82",17,2,8,0.1,0.141167121705367
"83",17,3,8,0.05,0.130596580235199
"84",17,4,6,0.05,0.129671354544028
"85",17,5,8,0.01,0.0782421607112595
"86",18,1,8,0.1,0.175304233102556
"87",18,2,8,0.05,0.115622661630911
"88",18,3,4,0.01,0.10884709713155
